"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Cancer Research and Clinic";0,1;"2.0%
396/404
Oncology";75;792;8;0,017;0,105;"Chinese Medical Journals Publishing House Co.Ltd"
"Journal of Engineering Geology";0,4;"9.0%
208/229
Geotechnical Engineering and Engineering Geology";75;191;24;0,333;0,173;"Korean Society of Engineering Geology"
"History, Archeology and Ethnography of the Caucasus";0,3;"48.0%
909/1760
History";75;233;21;1,003;0,565;"Daghestan Federal Research Centre of Russian Academy of Sciences (RAS)"
"ISeCure";0,7;"13.0%
548/635
Applied Mathematics";75;103;32;0,154;0,182;"Iranian Society of Cryptology"
"Journal of Southeast Asian Human Rights";1,4;"65.0%
357/1025
Law";75;55;45;0,665;0,204;"University of Jember"
"Zoology and Ecology";1;"21.0%
383/490
Animal Science and Zoology";75;78;40;0,462;0,182;"Nature Research Centre"
"Medicina Fluminensis";0,4;"20.0%
506/636
General Medicine";75;211;17;0,093;0,131;"Croatian Medical Association"
"Aibi, Revista de Investigacion Administracion e Ingenierias";0,4;"15.0%
324/384
Industrial and Manufacturing Engineering";75;169;28;0,15;0,116;"Universidad de Santander"
"New Zealand Journal of Mathematics";1,1;"41.0%
70/119
Algebra and Number Theory";75;68;41;1,145;0,367;"New Zealand Mathematical Society and Department of Mathematics, University of Auckland"
"Indonesian Journal of Occupational Safety and Health";0,4;"7.0%
615/665
Public Health, Environmental and Occupational Health";75;198;26;0,261;"N/A";"Airlangga University Faculty of Public Health"
"Historia Critica";0,8;"79.0%
357/1760
History";75;93;32;1,5;0,249;"Universidad de los Andes, Colombia"
"Khayyam Journal of Mathematics";0,8;"23.0%
305/399
General Mathematics";75;96;36;0,557;0,142;"Department of Mathematics at Ferdowsi University of Mashhad"
"Petroleum Refinery Engineering";0,1;"4.0%
123/128
Fuel Technology";75;704;8;0,074;0,105;"Editorial Office of P.R.E."
"Nuclear Analysis";1,7;"46.0%
42/77
Nuclear Energy and Engineering";75;44;50;0,491;"N/A";"KeAi Communications Co."
"Clinical Review for General Practice";0,2;"10.0%
358/398
Medicine (miscellaneous)";75;312;13;"N/A";"N/A";"LLC MMA MediaMedika"
"Iberoamerican Journal of Development Studies";0,8;"80.0%
345/1760
History";75;91;35;0,319;0,155;"University of Zaragoza"
"Romanian Journal of Communication and Public Relations";1,4;"50.0%
253/511
Communication";75;54;46;0,339;0,263;"National University of Political Studies and Public Administration"
"Berichte zur Wissenschaftsgeschichte";0,8;"79.0%
363/1760
History";76;96;33;0,415;0,123;"John Wiley & Sons"
"Columbia Journal of Transnational Law";1,3;"61.0%
393/1025
Law";76;60;40;0,718;0,25;"Columbia Law Review Association"
"Journal of Popular Music Studies";0,6;"58.0%
75/180
Music";76;134;33;0,534;0,165;"John Wiley & Sons"
"Pferdeheilkunde";0,4;"13.0%
10/11
Equine";76;173;27;0,197;0,153;"Hippiatrika Verlagsgesellschaf"
"Journal of Southeast Asian Studies";0,6;"71.0%
498/1760
History";76;120;31;1,177;0,183;"Cambridge University Press"
"Dance Research Journal";1,2;"89.0%
68/667
Visual Arts and Performing Arts";76;62;42;0,565;0,144;"Cambridge University Press"
"Monographs in Supramolecular Chemistry";1,2;"23.0%
209/273
General Chemical Engineering";76;62;39;0,3;0,225;"Royal Society of Chemistry"
"Sustainable Chemistry for Climate Action";2,3;"36.0%
202/317
Materials Chemistry";76;33;61;0,677;0,513;"Elsevier"
"Word";1,2;"73.0%
293/1088
Language and Linguistics";76;64;48;1,062;0,165;"Taylor & Francis"
"History and Philosophy of Logic";0,8;"80.0%
340/1760
History";76;91;38;1,718;0,297;"Taylor & Francis"
"SCHOLE: A Journal of Leisure Studies and Recreation Education";0,9;"40.0%
879/1466
Sociology and Political Science";76;88;35;1,098;0,293;"Taylor & Francis"
"Journal of Muslims in Europe";1;"84.0%
99/644
Religious Studies";76;79;39;0,597;0,226;"Brill"
"Studies in the Political Economy of Public Policy";2,1;"67.0%
227/706
Political Science and International Relations";76;37;38;"N/A";"N/A";"Springer Nature"
"Letonica";0,7;"88.0%
131/1106
Literature and Literary Theory";76;114;54;1,041;0,21;"Latvian University"
"Ethiopian Medical Journal";0,4;"21.0%
502/636
General Medicine";76;207;23;0,227;0,158;"Ethiopian Medical Association"
"Computational Complexity";1,5;"56.0%
175/399
General Mathematics";76;52;54;0,675;0,453;"Springer Nature"
"Law and Ethics of Human Rights";1,9;"74.0%
266/1025
Law";76;40;65;0,756;0,372;"Walter de Gruyter"
"Transactions of the American Entomological Society";0,8;"14.0%
155/181
Insect Science";76;92;46;0,467;0,253;"American Entomological Society"
"American Journal of Philology";1;"93.0%
11/170
Classics";76;79;47;1,083;0,209;"Johns Hopkins University Press"
"Annales de Geographie";0,7;"19.0%
665/821
Geography, Planning and Development";76;109;36;0,786;0,221;"Armand Colin Paris"
"Revista Chilena de Historia Natural";2,5;"59.0%
89/221
General Agricultural and Biological Sciences";76;31;65;0,628;0,275;"Springer Nature"
"Mathematica Scandinavica";0,6;"12.0%
349/399
General Mathematics";76;126;31;0,551;0,201;"Mathematica Scandinavica"
"Language and Dialogue";1;"93.0%
70/1106
Literature and Literary Theory";76;77;45;0,648;0,278;"John Benjamins Publishing Company"
"Journal of English for Research Publication Purposes";2,2;"82.0%
204/1167
Linguistics and Language";76;34;59;0,985;0,423;"John Benjamins Publishing Company"
"French Cultural Studies";0,7;"74.0%
447/1760
History";76;111;29;0,991;0,236;"SAGE"
"Translation and Translanguaging in Multilingual Contexts";1,2;"95.0%
48/1106
Literature and Literary Theory";76;66;42;1,07;0,382;"John Benjamins Publishing Company"
"Applied Pragmatics";2,3;"83.0%
194/1167
Linguistics and Language";76;33;70;0,772;0,324;"John Benjamins Publishing Company"
"Journal of Church and State";0,8;"78.0%
382/1760
History";76;100;33;0,438;0,196;"Oxford University Press"
"Journal of the History of Medicine and Allied Sciences";1;"85.0%
253/1760
History";76;73;47;0,379;0,214;"Oxford University Press"
"China Journal of Economics";0,5;"15.0%
245/288
General Economics, Econometrics and Finance";76;145;30;0,307;0,166;"Tsinghua University Press"
"Revista de Direito, Estado e Telecomunicacoes";1;"52.0%
492/1025
Law";76;78;41;0,281;0,141;"Universidade de Brasilia"
"Journal of Addictions and Offender Counseling";2,2;"77.0%
231/1025
Law";76;35;63;0,667;0,316;"John Wiley & Sons"
"Endoxa";0,4;"46.0%
429/806
Philosophy";76;198;20;0,267;0,122;"Universidad Nacional de Educacion a Distancia (UNED)"
"Novi Sad Journal of Mathematics";0,8;"22.0%
308/399
General Mathematics";76;99;34;0,36;0,178;"University of Novi Sad"
"Trends in Logic";0,8;"67.0%
260/806
Philosophy";76;97;28;"N/A";"N/A";"Springer Nature"
"Balkan Journal of Geometry and its Applications";1;"29.0%
75/106
Geometry and Topology";76;77;51;0,909;0,181;"Balkan Society of Geometers"
"Atlantis";0,8;"90.0%
108/1106
Literature and Literary Theory";76;100;29;0,952;0,187;"Spanish Association of Anglo-American Studies"
"Cahiers de Nutrition et de Dietetique";0,6;"22.0%
310/398
Medicine (miscellaneous)";76;123;33;0,205;0,133;"Elsevier"
"Arheoloski Vestnik";1;"72.0%
113/413
Archeology (arts and humanities)";76;78;47;1,462;0,425;"Zalozba ZRC"
"Glasnik SED";0,7;"72.0%
23/83
Museology";76;111;32;0,323;0,188;"Slovensko Etnolosko Drustvo"
"Journal of Research in Clinical Medicine";0,5;"20.0%
109/136
Anesthesiology and Pain Medicine";76;148;20;0,054;0,12;"Tabriz University of Medical Sciences"
"Journal of Biotech Research";0,6;"9.0%
244/270
Renewable Energy, Sustainability and the Environment";76;130;24;0,181;0,149;"Bio Tech System"
"Journal of Ocean Technology";0,6;"16.0%
88/105
Ocean Engineering";76;120;23;0,4;0,159;"Fisheries and Marine Institute of Memorial University of Newfoundland"
"Journal of English as a Lingua Franca";1,7;"78.0%
230/1088
Language and Linguistics";76;46;63;0,716;0,363;"Walter de Gruyter"
"Administration";0,7;"34.0%
963/1466
Sociology and Political Science";76;106;32;0,547;0,288;"Walter de Gruyter"
"European Journal of Legal Studies";1,1;"56.0%
445/1025
Law";76;69;42;0,287;0,169;"European University Institute, Law Department"
"Journal of Economic Development";0,7;"13.0%
274/317
Finance";76;107;33;0,473;0,165;"Economic Research Institute of Chung-Ang University"
"Revista Tradumatica";1,5;"97.0%
30/1106
Literature and Literary Theory";76;51;43;1,192;0,488;"Universitat Autonoma de Barcelona"
"Journal of Biological Control";0,5;"9.0%
369/406
Agronomy and Crop Science";76;145;32;0,319;0,184;"Informatics Publishing Limited"
"Iranian Journal of Polymer Science and Technology";0,6;"15.0%
136/161
Polymers and Plastics";76;136;33;0,082;0,117;"Iran Polymer and Petrochemical Institute"
"Studia Litterarum";0,2;"51.0%
540/1106
Literature and Literary Theory";76;333;18;0,44;0,17;"Russian Academy of Sciences-A.M. Gorky Institute of World Literature"
"Asian Journal of Economic Modelling";1,2;"41.0%
141/242
Economics, Econometrics and Finance (miscellaneous)";76;64;52;0,363;0,169;"Asian Economic and Social Society"
"Cuadernos de Geografia: Revista Colombiana de Geografia";0,7;"19.0%
665/821
Geography, Planning and Development";76;109;33;0,514;0,16;"Universidad Nacional de Colombia"
"European State Aid Law Quarterly";0,5;"32.0%
692/1025
Law";76;162;25;0,195;0,172;"Lexxion Verlagsgesellschaft mbH"
"Asian Journal of Philosophy";0,6;"61.0%
307/806
Philosophy";76;123;33;0,576;"N/A";"Springer Nature"
"Paper and Biomaterials";1,2;"32.0%
118/174
Forestry";76;66;52;0,101;0,182;"China Pulp and Paper Magazines Publisher (CPPMP)"
"Journal of the Indonesian Mathematical Society";0,7;"18.0%
325/399
General Mathematics";76;110;32;0,54;0,197;"The Indonesian Mathematical Society"
"Journal of Sustainable Construction Materials and Technologies";0,8;"20.0%
177/223
Building and Construction";76;94;35;0,297;0,209;"Kare Publishing"
"Psikohumaniora";1,1;"26.0%
230/311
Clinical Psychology";76;70;54;0,318;0,207;"State Islamic University Walisongo Semarang Faculty of Psychology and Health"
"Proceedings of the International Geometry Center";1;"29.0%
75/106
Geometry and Topology";76;77;35;0,739;0,305;"Odesa National University of Technology"
"Psychological Thought";0,9;"17.0%
178/216
General Psychology";76;87;41;0,264;0,19;"South-West University ""Neofit Rilski"""
"Laboratorium: Russian Review of Social Research";1;"83.0%
286/1760
History";76;80;36;0,494;0,214;"Institute for European Russian and Eurasian Studies, The George Washington University"
"European Journal of Applied Linguistics and TEFL";1,1;"70.0%
324/1088
Language and Linguistics";76;72;36;0,365;0,25;"LinguaBooks"
"Journal of Road Safety";0,8;"37.0%
378/604
Social Sciences (miscellaneous)";76;92;38;0,538;0,241;"Australasian College of Road Safety"
"International Journal of Advanced Mechatronic Systems";1,2;"27.0%
490/672
Mechanical Engineering";76;62;55;0,357;0,168;"Inderscience Publishers"
"Entomon";0,4;"3.0%
176/181
Insect Science";76;198;19;0,212;0,155;"Association for Advancement of Entomology"
"Revista Brasileira de Pesquisa em Turismo";0,7;"30.0%
418/604
Social Sciences (miscellaneous)";76;113;35;"N/A";"N/A";"Associacao Nacional de Pesquisa e Pos-Graduacao em Turismo - ANPTUR"
"Innovative Medicine of Kuban";0,4;"23.0%
489/636
General Medicine";76;195;21;0,132;0,124;"Scientific Research Institute — Ochapovsky Clinical Regional Hospital no. 1"
"Electronic Journal of Structural Engineering";1,1;"21.0%
296/379
Civil and Structural Engineering";76;72;35;0,367;0,232;"Electronic Journals for Science and Engineering International"
"Prehled Vyzkumu";1,3;"78.0%
89/413
Archeology (arts and humanities)";77;58;50;1,133;0,422;"Czech Academy of Sciences"
"Arthroskopie";0,3;"7.0%
299/321
Orthopedics and Sports Medicine";77;221;24;0,09;0,125;"Springer Nature"
"International Journal of Arts Management";1,4;"91.0%
54/667
Visual Arts and Performing Arts";77;54;48;0,624;0,183;"Ecole des Hautes Etudes Commerciales"
"Japanese Journal of Gastroenterology";0,2;"6.0%
157/167
Gastroenterology";77;510;12;0,081;0,117;"Japanese Society of Gastroenterology"
"Anais do Museu Paulista";0,4;"56.0%
760/1760
History";77;187;25;0,604;0,187;"Universidade De Sao Paulo"
"Zephyrus";0,9;"83.0%
297/1760
History";77;83;43;0,703;0,381;"University of Salamanca"
"Forestry Chronicle";1,2;"35.0%
112/174
Forestry";77;62;44;0,333;0,261;"Canadian Institute of Forestry"
"International Journal of Asian Studies";0,8;"77.0%
40/173
General Arts and Humanities";77;93;32;1,345;0,204;"Cambridge University Press"
"BMS Bulletin of Sociological Methodology/ Bulletin de Methodologie Sociologique";1,1;"45.0%
801/1466
Sociology and Political Science";77;72;44;0,621;0,209;"SAGE"
"Photochemistry";1,2;"21.0%
320/408
General Chemistry";77;66;44;"N/A";"N/A";"Royal Society of Chemistry"
"Textile: The Journal of Cloth and Culture";0,6;"63.0%
63/173
General Arts and Humanities";77;126;35;0,696;0,2;"Taylor & Francis"
"Bijdragen tot de Taal-, Land- en Volkenkunde";1,3;"80.0%
259/1304
Cultural Studies";77;58;45;0,833;0,175;"Brill"
"Language Dynamics and Change";2,3;"84.0%
170/1088
Language and Linguistics";77;34;62;0,922;0,411;"Brill"
"Brill's Companions to European History";0,4;"56.0%
767/1760
History";77;190;29;"N/A";"N/A";"Brill"
"Economists' Voice";1,1;"39.0%
176/288
General Economics, Econometrics and Finance";77;71;44;0,286;0,245;"Walter de Gruyter"
"European Review of Contract Law";1,1;"56.0%
447/1025
Law";77;70;44;1,01;0,177;"Walter de Gruyter"
"Computability";1,1;"19.0%
143/176
Computational Theory and Mathematics";77;69;48;0,564;0,599;"IOS Press"
"Transforming Anthropology";2,1;"77.0%
114/502
Anthropology";77;36;56;1,225;0,379;"University of Chicago Press"
"Georgetown Journal of International Affairs";0,7;"28.0%
123/171
";77;117;32;0,159;0,129;"Johns Hopkins University Press"
"Bilingual Processing and Acquisition";1,1;"70.0%
317/1088
Language and Linguistics";77;72;43;0;0,111;"John Benjamins Publishing Company"
"Revue Economique";0,6;"16.0%
241/288
General Economics, Econometrics and Finance";77;139;31;0,231;0,145;"Presses de Sciences Po"
"Przeglad Geograficzny";0,9;"24.0%
619/821
Geography, Planning and Development";77;88;51;0,233;0,156;"Polska Akademia Nauk"
"Historia y Memoria de la Educacion";0,5;"60.0%
690/1760
History";77;167;28;0,821;0,155;"Universidad Nacional de Educacion a Distancia (UNED)"
"Africa Development/Afrique et Developpement";0,7;"32.0%
478/706
Political Science and International Relations";77;116;30;0,443;0,271;"Council for the Development of Social Science Research in Africa"
"Studies in Logic, Grammar and Rhetoric";0,4;"51.0%
387/806
Philosophy";77;174;26;0,303;0,206;"University of Bialystok"
"Borneo Journal of Resource Science and Technology";0,7;"15.0%
416/490
Animal Science and Zoology";77;107;35;0,188;0,152;"Universiti Malaysia Sarawak"
"Cellular Therapy and Transplantation";0,6;"19.0%
44/54
Transplantation";77;120;29;0,109;0,17;"Universitatsklinikum Hamburg - Eppendorf"
"International Journal of Surface Engineering and Interdisciplinary Materials Science";2,6;"35.0%
85/132
Surfaces, Coatings and Films";77;30;57;0,62;0,202;"IGI Global Publishing"
"Stapp car crash journal";3,2;"74.0%
162/636
General Medicine";77;24;54;"N/A";0,246;"SAE"
"Progress on Chemistry and Application of Chitin and its Derivatives";1,1;"10.0%
188/211
Organic Chemistry";77;70;47;0,17;0,167;"Polish Chitin Society"
"Rastitel'nost' Rossii";1,2;"24.0%
389/516
Plant Science";77;62;40;0,684;0,274;"Russian Academy of Sciences, V.L. Komarov Institute of Botany"
"Analytical Science and Technology";0,6;"13.0%
270/313
Pharmacology";77;128;30;0,134;0,125;"Korea Society of Analytical Science"
"Revista Catalana de Dret Public";0,6;"37.0%
637/1025
Law";77;129;32;0,647;0,265;"Public Administration School of Catalonia"
"Zdravotnicke Listy";0,4;"11.0%
28/31
Occupational Therapy";77;184;24;0,129;0,147;"Faculty of Healthcare, Alexander Dubcek University of Trencin"
"Journal of Agricultural Sciences (Belgrade)";0,7;"14.0%
137/159
Soil Science";77;117;36;0,386;0,153;"University of Belgrade - Faculty of Agriculture"
"Youth Voice Journal";0,4;"16.0%
1218/1466
Sociology and Political Science";77;217;19;0,259;0,127;"RJ4All Publications"
"Romanian Journal of Acoustics and Vibration";1;"19.0%
36/44
Acoustics and Ultrasonics";77;80;30;0,47;0,22;"Romanian Society of Acoustics"
"Frontiers of Health Services Management";1;"44.0%
352/636
General Medicine";78;78;31;"N/A";0,146;"Wolters Kluwer Health"
"Mutatis Mutandis";0,8;"63.0%
395/1088
Language and Linguistics";78;100;34;1,07;0,264;"Universidad de Antioquia"
"Canadian Journal of Linguistics";0,9;"66.0%
369/1088
Language and Linguistics";78;87;41;0,497;0,18;"Cambridge University Press"
"Criminologie";0,7;"40.0%
610/1025
Law";78;119;33;0,279;0,149;"Presses de l'Universite de Montreal"
"Indian Law Review";1;"54.0%
472/1025
Law";78;76;36;"N/A";0,173;"Taylor & Francis"
"Rethinking Peace and Conflict Studies";0,4;"18.0%
575/706
Political Science and International Relations";78;220;17;"N/A";"N/A";"Springer Nature"
"Organizational Behaviour in Healthcare";1,1;"29.0%
261/371
Health (social science)";78;71;48;"N/A";"N/A";"Springer Nature"
"Functiones et Approximatio, Commentarii Mathematici";0,8;"21.0%
312/399
General Mathematics";78;104;35;0,613;0,332;"Adam Mickiewicz University"
"Economics";1;"34.0%
190/288
General Economics, Econometrics and Finance";78;77;49;0,416;0,212;"Walter de Gruyter"
"Complex Manifolds";1,3;"50.0%
53/106
Geometry and Topology";78;61;38;0,695;0,496;"Walter de Gruyter"
"IEEE International Conference on Microelectronic Test Structures";0,8;"14.0%
680/797
Electrical and Electronic Engineering";78;102;39;0,295;0,185;"IEEE"
"Middle East Development Journal";1,2;"49.0%
738/1466
Sociology and Political Science";78;63;56;0,412;0,208;"Taylor & Francis"
"Fisioterapia";0,5;"11.0%
219/247
Physical Therapy, Sports Therapy and Rehabilitation";78;158;28;0,181;0,138;"Elsevier"
"Revista Electronica Complutense de Investigacion en Educacion Musical";0,9;"70.0%
54/180
Music";78;86;31;0,868;0,312;"Universidad Complutense de Madrid"
"Journal of Biomechanical Science and Engineering";0,9;"11.0%
269/303
Biomedical Engineering";78;84;44;0,332;0,156;"Japan Society of Mechanical Engineers/Nihon Kikai Gakkai"
"Journal of Child Science";0,5;"21.0%
435/551
Surgery";78;143;32;0,198;0,145;"Thieme"
"Digital Translation: International Journal of Translation and Localization";2,2;"84.0%
174/1088
Language and Linguistics";78;35;71;"N/A";"N/A";"John Benjamins Publishing Company"
"Evaluation Journal of Australasia";1,4;"53.0%
676/1466
Sociology and Political Science";78;56;55;0,376;0,337;"SAGE"
"Oxford Open Energy";2,5;"57.0%
33/77
Nuclear Energy and Engineering";78;31;71;0,999;"N/A";"Oxford University Press"
"Organization Development Journal";0,8;"14.0%
197/230
Organizational Behavior and Human Resource Management";78;98;38;0,355;0,161;"The Organization Development Institute"
"Voprosy Psikhologii";0,3;"4.0%
206/216
General Psychology";78;250;21;0,078;0,126;"Akademiia pedagogicheskikh nauk RSFSR"
"Diplomacy and Statecraft";0,6;"69.0%
533/1760
History";78;132;30;"N/A";0,131;"Taylor & Francis"
"European Education";1,2;"32.0%
1038/1543
Education";78;66;44;0,6;0,246;"Taylor & Francis"
"Tydskrif vir Geesteswetenskappe";0,4;"46.0%
93/173
General Arts and Humanities";78;222;23;0,296;0,219;"South African Academy for Science and the Arts"
"Acta Medica Lituanica";0,7;"36.0%
404/636
General Medicine";78;109;30;0,284;0,203;"Vilnius University Press"
"Biharean Biologist";1;"24.0%
167/221
General Agricultural and Biological Sciences";78;82;44;0,204;0,155;"Editura Universitati din Oradea"
"Travaux du Museum National d'Histoire Naturelle Grigore Antipa";0,9;"19.0%
394/490
Animal Science and Zoology";78;87;38;0,453;0,317;"Pensoft Publishers"
"Onkologia i Radioterapia";0,2;"6.0%
380/404
Oncology";78;371;12;0,093;0,117;"Medical Project Poland"
"Philosophy and Rhetoric";0,7;"66.0%
272/806
Philosophy";78;108;41;0,487;0,116;"Penn State University Press"
"Open Sports Sciences Journal";1;"26.0%
181/247
Physical Therapy, Sports Therapy and Rehabilitation";78;75;49;0,258;0,154;"Bentham Science Publishers"
"Bulletin Mathematique de la Societe des Sciences Mathematiques de Roumanie";0,7;"19.0%
322/399
General Mathematics";78;112;28;0,612;0,253;"Societatea de Stiinte Matematice din Romania"
"Intersecciones en Antropologia";1,1;"57.0%
216/502
Anthropology";78;73;42;0,709;0,402;"Universidad Nacional del Centro de la Provincia de Buenos Aires"
"Personalized Medicine in Psychiatry";1,4;"32.0%
211/311
Clinical Psychology";78;54;50;0,317;0,223;"Elsevier"
"Archaeologies";1,1;"74.0%
105/413
Archeology (arts and humanities)";78;72;47;0,611;0,312;"Springer Nature"
"Applied Corpus Linguistics";1,3;"71.0%
328/1167
Linguistics and Language";78;61;49;1,002;"N/A";"Elsevier"
"Journal of Comparative Politics";1,9;"64.0%
250/706
Political Science and International Relations";78;41;61;0,764;0,254;"University of Ljubljana"
"Biologicni Studii";0,6;"12.0%
170/193
Agricultural and Biological Sciences (miscellaneous)";78;141;34;0,173;0,134;"Ivan Franko National University of Lviv"
"Frontiers in Ophthalmology";0,5;"18.0%
112/137
Ophthalmology";78;167;26;0,31;"N/A";"Frontiers Media S.A."
"Brazilian Journal of Veterinary Pathology";0,6;"18.0%
29/35
Veterinary (miscellaneous)";78;129;25;0,405;0,185;"Brazilian Association of Veterinary Pathology"
