"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Gastroenterologie a Hepatologie";0,4;"14.0%
144/167
Gastroenterology";91;256;24;0,074;0,13;"Czech Medical Association J.E. Purkyne"
"Complex Psychiatry";2,8;"68.0%
31/97
Psychology (miscellaneous)";91;32;59;0,422;0,927;"Karger"
"ANAE - Approche Neuropsychologique des Apprentissages chez l'Enfant";0,4;"7.0%
71/76
Neuropsychology and Physiological Psychology";91;228;22;0,11;0,134;"Approche Neuropsychologique des Apprentissages chez l'Enfant (A.N.A.E.)"
"Journal of Functional Programming";1,7;"17.0%
335/407
Software";91;54;56;0,847;0,484;"Cambridge University Press"
"Finance and Development";1,2;"32.0%
555/821
Geography, Planning and Development";91;77;32;0,425;0,153;"International Monetary Fund"
"Journal of Architectural Conservation";1,6;"82.0%
19/103
Conservation";91;57;60;"N/A";0,216;"Taylor & Francis"
"Visual Anthropology";1;"74.0%
330/1304
Cultural Studies";91;89;39;0,784;0,214;"Taylor & Francis"
"European Journal of Materials";2,5;"48.0%
101/196
Materials Science (miscellaneous)";91;37;57;1,214;"N/A";"Taylor & Francis"
"Victorian Studies";0,9;"92.0%
80/1106
Literature and Literary Theory";91;97;36;1,309;0,151;"Indiana University Press"
"Paediatrica Indonesiana";0,4;"14.0%
282/330
Pediatrics, Perinatology and Child Health";91;241;26;0,166;0,153;"Indonesian Society of Pediatrician"
"Minerva Respiratory Medicine";1;"15.0%
131/155
Pulmonary and Respiratory Medicine";91;87;43;0,03;0,12;"Edizioni Minerva Medica"
"Proceedings - International Symposium on Discharges and Electrical Insulation in Vacuum, ISDEIV";0,4;"4.0%
379/395
Computer Networks and Communications";91;243;26;0,195;0,192;"IEEE"
"International Journal of Manufacturing Technology and Management";0,7;"21.0%
301/384
Industrial and Manufacturing Engineering";91;125;33;0,297;0,145;"Inderscience Publishers"
"International Journal of Computational Biology and Drug Design";1;"11.0%
139/157
Drug Discovery";91;93;44;0,119;0,12;"Inderscience Publishers"
"EC Tax Review";0,9;"49.0%
523/1025
Law";91;102;48;1,19;0,306;"Kluwer Law International"
"Zeitschrift fur Technikfolgenabschatzung in Theorie und Praxis / Journal for Technology Assessment in Theory and Practice";0,9;"12.0%
252/289
Management of Technology and Innovation";91;106;42;0,309;0,216;"Oekom - Gesellschaft fuer Oekologische Kommunikation mbH"
"Soldagem e Inspecao";1;"27.0%
128/176
Metals and Alloys";91;93;42;0,262;0,141;"Universidade Federal de Uberlandia"
"Sport in History";0,9;"83.0%
287/1760
History";91;96;43;0;0,195;"Taylor & Francis"
"Smith College Studies in Social Work";1,5;"55.0%
271/604
Social Sciences (miscellaneous)";91;62;42;0,515;0,315;"Taylor & Francis"
"Journal of Applied Arts and Health";0,9;"85.0%
94/667
Visual Arts and Performing Arts";91;100;44;0,584;0,256;"Intellect Publishers"
"Geotechnik";1,2;"25.0%
171/229
Geotechnical Engineering and Engineering Geology";91;79;47;0,711;0,374;"John Wiley & Sons"
"Acta Universitatis Sapientiae, Mathematica";0,9;"27.0%
290/399
General Mathematics";91;104;36;0,66;0,221;"Walter de Gruyter"
"Revista Brasileira de Gestao e Desenvolvimento Regional";0,4;"23.0%
213/279
Urban Studies";91;206;25;0,227;0,132;"Universidade de Taubate"
"Folia Cryptogamica Estonica";1,5;"33.0%
344/516
Plant Science";91;59;54;0,404;0,227;"Estonian Naturalists' Society"
"Law Reform: Jurnal Pembaharuan Hukum";1,2;"60.0%
405/1025
Law";91;74;61;0,74;0,249;"Diponegoro University"
"Open Respiratory Medicine Journal";1,7;"27.0%
113/155
Pulmonary and Respiratory Medicine";91;54;43;0,24;0,28;"Bentham Science Publishers"
"Biotropia";0,7;"16.0%
185/221
General Agricultural and Biological Sciences";91;125;34;0,349;0,15;"Southeast Asian Regional Centre for Tropical Biology (SEAMEO BIOTROP)"
"Asia-Pacific Journal of Innovation in Hospitality and Tourism";0,9;"24.0%
619/821
Geography, Planning and Development";91;104;31;0,221;0,155;"Taylor's University"
"Journal of Health and Safety at Work";0,6;"14.0%
94/109
Safety Research";91;162;30;0,257;0,147;"Tehran University of Medical Sciences"
"Communications in Applied Mathematics and Computational Science";3,5;"71.0%
183/635
Applied Mathematics";91;26;58;1,006;0,653;"Mathematical Sciences Publishers"
"Vestnik Sankt-Peterburgskogo Universiteta, Yazyk i Literatura";0,5;"80.0%
221/1106
Literature and Literary Theory";91;183;23;0,663;0,301;"Saint Petersburg State University"
"Cumhuriyet Dental Journal";0,4;"10.0%
119/132
General Dentistry";91;260;18;0,193;0,142;"Cumhuriyet University Faculty of Dentistry"
"SPAL";1;"84.0%
279/1760
History";91;95;46;0,803;0,356;"Seville University Press"
"Journal of Risk";1;"23.0%
244/317
Finance";91;91;43;0,378;0,193;"Incisive Media Ltd."
"Voprosy Onomastiki";0,5;"52.0%
515/1088
Language and Linguistics";91;170;31;0,884;0,193;"Ural Federal University"
"Sriwijaya Law Review";1;"54.0%
464/1025
Law";91;87;59;0,325;0,138;"Sriwijaya University"
"Journal of Social Economics Research";1,6;"40.0%
184/306
Development";91;58;59;0,535;0,188;"Conscientia Beam"
"Uludag Aricilik Dergisi";1,1;"24.0%
137/181
Insect Science";91;85;38;0,332;0,171;"Bursa Uludag University"
"Higher Education Dynamics";0,7;"19.0%
1243/1543
Education";91;131;30;"N/A";"N/A";"Springer Nature"
"Revista de Logopedia, Foniatria y Audiologia";1,1;"34.0%
11/16
LPN and LVN";91;83;42;0,277;0,156;"Elsevier"
"Environmental and Experimental Biology";1,1;"32.0%
131/193
Agricultural and Biological Sciences (miscellaneous)";91;84;48;0,262;"N/A";"University of Latvia"
"Discover Mental Health";1,9;"35.0%
67/103
Biochemistry, Genetics and Molecular Biology (miscellaneous)";91;49;49;0,698;"N/A";"Springer Nature"
"International Journal of Foresight and Innovation Policy";2,1;"36.0%
303/478
Strategy and Management";91;44;39;0,355;0,22;"Inderscience Publishers"
"International Journal of Applied Management Science";1,2;"20.0%
379/478
Strategy and Management";91;75;39;0,18;0,161;"Inderscience Publishers"
"Brazilian Journal of Biometrics";0,7;"18.0%
121/148
Epidemiology";91;122;45;0,119;"N/A";"Universidade Federal de Lavras -Departamento de Estatistica"
"Brain Impairment";1,1;"32.0%
45/66
Speech and Hearing";91;85;49;0,466;0,41;"Commonwealth Scientific and Industrial Research Organisation"
"Anthropologica";0,7;"48.0%
285/552
Arts and Humanities (miscellaneous)";91;140;25;0,319;0,192;"University of Toronto"
"Journal of Electrical and Electronics Engineering";0,9;"17.0%
661/797
Electrical and Electronic Engineering";91;100;45;0,27;0,223;"Editura Universitatii din Oradea"
"International Journal of Comparative Labour Law and Industrial Relations";1;"52.0%
479/1025
Law";91;91;40;0,368;0,183;"Kluwer Law International"
"Revista de Estudios Politicos";0,9;"42.0%
848/1466
Sociology and Political Science";91;97;39;0,745;0,191;"Centro Estudios Politicos Constitucionales"
"ACS Polymers Au";2,5;"38.0%
196/317
Materials Chemistry";92;37;59;"N/A";"N/A";"American Chemical Society"
"Yosetsu Gakkai Shi/Journal of the Japan Welding Society";0,3;"8.0%
162/176
Metals and Alloys";92;290;11;0,171;0,163;"Japan Welding Society"
"Revista de la Asociacion Espanola de Especialistas en Medicina del Trabajo";0,7;"15.0%
559/665
Public Health, Environmental and Occupational Health";92;137;29;0,383;0,131;"Accion Medica S.A."
"Historical Research";0,8;"79.0%
359/1760
History";92;115;44;1,198;0,203;"John Wiley & Sons"
"Southeastern Archaeology";1,4;"76.0%
83/354
Archeology";92;67;49;0,941;0,743;"Taylor & Francis"
"Nordic Journal of Human Rights";1;"52.0%
488/1025
Law";92;93;45;0;0,227;"Taylor & Francis"
"Anthropology Southern Africa";1,5;"82.0%
226/1304
Cultural Studies";92;62;52;0,652;0,336;"Taylor & Francis"
"Ethnomusicology Forum";1,1;"76.0%
43/180
Music";92;82;41;0,607;0,234;"Taylor & Francis"
"Canadian Journal of Bioethics";0,5;"52.0%
380/806
Philosophy";92;198;27;0,391;0,169;"University of Montreal"
"Public Health Forum";0,3;"5.0%
631/665
Public Health, Environmental and Occupational Health";92;346;15;0,205;0,139;"Walter de Gruyter"
"Deutsche Zeitschrift fur Philosophie";0,4;"51.0%
390/806
Philosophy";92;209;29;0,589;0,24;"Walter de Gruyter"
"Mammalian Species";1,9;"47.0%
259/490
Animal Science and Zoology";92;48;65;0,68;0,347;"Oxford University Press"
"Series on Biomechanics";0,6;"13.0%
278/321
Orthopedics and Sports Medicine";92;157;36;0,534;0,206;"Bulgarska Akademiya na Naukite"
"ELH - English Literary History";0,6;"84.0%
176/1106
Literature and Literary Theory";92;162;26;1,494;0,209;"Johns Hopkins University Press"
"HIV and AIDS Review";0,5;"12.0%
130/148
Epidemiology";92;186;31;0,178;0,159;"Termedia Publishing House Ltd."
"Somatechnics";1,5;"68.0%
327/1025
Law";92;62;53;0,759;0,328;"Edinburgh University Press"
"Social Science Japan Journal";1,8;"60.0%
108/275
General Social Sciences";92;50;54;0,763;0,316;"Oxford University Press"
"Journal of the Society of Leather Technologists and Chemists";0,7;"13.0%
236/273
General Chemical Engineering";92;138;32;0,167;0,145;"Society of Leather Technologists and Chemists"
"Journal of Hepatocellular Carcinoma";0,5;"16.0%
339/404
Oncology";92;170;28;"N/A";"N/A";"Dove Medical Press"
"Adiktologie";1,1;"22.0%
440/567
Psychiatry and Mental Health";92;81;54;0,164;0,143;"Sdruzeni SCAN"
"BioRisk";1,4;"41.0%
113/193
Agricultural and Biological Sciences (miscellaneous)";92;64;67;0,427;0,254;"Pensoft Publishers"
"Analitika i Kontrol";0,9;"11.0%
139/156
Analytical Chemistry";92;99;45;0,318;0,151;"Ural Federal University"
"Opuholi Zenskoj Reproduktivnoj Sistemy";0,5;"19.0%
444/551
Surgery";92;196;30;0,325;0,139;"ABV-press Publishing house"
"US Cardiology Review";1,1;"23.0%
296/387
Cardiology and Cardiovascular Medicine";92;81;41;0,131;0,205;"Radcliffe Cardiology"
"J-Reading";1,4;"54.0%
276/604
Social Sciences (miscellaneous)";92;65;37;0,297;0,195;"Edizioni Nuova Cultura"
"Journal of Health Administration";0,8;"28.0%
78/109
Emergency Medicine";92;119;42;0,188;0,15;"Iran University of Medical Sciences"
"Journal of Contemporary Eastern Asia";1,6;"57.0%
619/1466
Sociology and Political Science";92;57;65;0,302;0,152;"World Association for Triple helix and Future strategy studies"
"Connections";1,2;"58.0%
422/1025
Law";92;80;28;0;0,147;"Partnership for Peace Consortium of Defense Academies and Security Studies Institutes"
"Acta Veterinaria Eurasia";1;"29.0%
138/194
General Veterinary";92;95;49;0,278;0,168;"Istanbul University Press"
"Jurnal Ilmu Ternak dan Veteriner";1,1;"36.0%
124/194
General Veterinary";92;85;49;0,261;0,191;"Indonesian Center for Animal Research and Development"
"Chinese Journal of Inflammatory Bowel Diseases";0,3;"12.0%
147/167
Gastroenterology";92;287;17;0,086;0,111;"Chinese Medical Journals Publishing House Co.Ltd"
"Research in Educational Administration and Leadership";0,9;"25.0%
1146/1543
Education";92;100;47;0,427;0,255;"Dokuz Eylul University"
"Avances de Investigacion en Educacion Matematica";1,4;"55.0%
179/399
General Mathematics";92;64;61;1,115;0,423;"Spanish Society of Research in Mathematics Education"
"Nizhnevolzhskiy Arkheologicheskiy Vestnik";0,7;"65.0%
141/413
Archeology (arts and humanities)";92;123;37;0,733;0,554;"Volgograd State University"
"Russian Journal of Clinical Ophthalmology";0,6;"22.0%
106/137
Ophthalmology";92;154;32;0,345;0,221;"Medicine-Inform LLC"
"Journal of Evolutionary Studies in Business";1,4;"38.0%
190/306
Development";92;65;65;0,27;0,192;"Universitat de Barcelona, Facultad de Economia y Empresa"
"Humana Mente";1,2;"77.0%
184/806
Philosophy";92;76;38;0,598;0,227;"Humana Mente"
"Isi Bilimi Ve Teknigi Dergisi/ Journal of Thermal Science and Technology";1;"24.0%
233/307
General Engineering";92;88;40;0,232;0,168;"Turk Isi Bilimi ve Teknigi Dernegi"
"Eminak";0,3;"49.0%
891/1760
History";92;279;23;0,521;0,299;"Scientific Research Centre ""Lukomorie"""
"Annales, Series Historia Naturalis";0,7;"8.0%
226/247
Aquatic Science";92;140;34;0,402;0,216;"The Historical Society of Southern Primorska of Koper, Institute IRRIS for Research, Development and Strategies of Society, Culture and Environment"
"Acta Colombiana de Cuidado Intensivo";0,5;"20.0%
22/27
Critical Care Nursing";92;194;23;0,095;0,125;"Asociacion Colombiana de Medicina Critica y Cuidado lntensivo"
"Journal of Medical Robotics Research";2,1;"47.0%
331/635
Applied Mathematics";92;43;56;0,311;0,208;"World Scientific"
"World Construction Symposium";0,4;"10.0%
201/223
Building and Construction";92;216;25;0,218;0,151;
"Quarterly Journal of Finance";1,1;"25.0%
236/317
Finance";92;84;43;0,412;0,532;"World Scientific"
"Journal of Learning Spaces";1,5;"54.0%
128/280
Library and Information Sciences";92;60;48;0,524;"N/A";"University of North Carolina at Greensboro"
"Trends in Andrology and Sexual Medicine";0,7;"24.0%
91/120
Urology";92;133;23;"N/A";"N/A";"Springer Nature"
"Journal of Applied Animal Nutrition";2,5;"61.0%
190/490
Animal Science and Zoology";92;37;76;0,506;0,294;"Brill"
"Filosofia Theoretica";1;"86.0%
88/644
Religious Studies";92;91;36;1,091;0,143;"Calabar School of Philosophy"
"Politique Africaine";0,8;"37.0%
915/1466
Sociology and Political Science";92;117;43;1,497;0,214;"Editions Karthala"
"Korean Journal of Pharmacognosy";0,7;"21.0%
144/183
Pharmaceutical Science";93;133;42;0,243;0,14;"Korean Society of Pharmacognosy"
"Filozofia";0,4;"56.0%
279/644
Religious Studies";93;234;26;0,542;0,189;"Slovak Academy of Sciences"
"Bunseki Kagaku";0,3;"2.0%
153/156
Analytical Chemistry";93;266;23;0,121;0,116;"Japan Society for Analytical Chemistry"
"Prostate Cancer";2,7;"47.0%
63/120
Urology";93;35;66;0,372;0,305;"John Wiley & Sons"
"Journal of Popular Culture";0,4;"73.0%
298/1106
Literature and Literary Theory";93;232;23;0,576;0,15;"John Wiley & Sons"
"Canadian Journal of Criminology and Criminal Justice";1,3;"63.0%
371/1025
Law";93;70;49;0,428;0,317;"University of Toronto Press"
"International Organizations Law Review";1,3;"63.0%
377/1025
Law";93;71;55;0,309;0,117;"Brill"
"Wound Practice and Research";1;"40.0%
16/26
Medical and Surgical Nursing";93;90;37;0,397;0,26;"Cambridge Media"
"Bulletin of Science, Technology and Society";2,6;"84.0%
35/223
History and Philosophy of Science";93;36;53;0,649;0,544;"SAGE"
"Nuclear and Particle Physics Proceedings";0,4;"10.0%
78/87
Nuclear and High Energy Physics";93;214;18;0,111;0,222;"Elsevier"
"Journal of Cartilage and Joint Preservation";0,9;"33.0%
366/551
Surgery";93;99;38;0,268;0,286;"Elsevier"
"Case Reports in Plastic Surgery and Hand Surgery";0,6;"23.0%
423/551
Surgery";93;155;33;0,454;0,158;"Taylor & Francis"
"Journal of Moral Philosophy";1,1;"75.0%
201/806
Philosophy";93;86;40;1,114;0,555;"Brill"
"EMS Surveys in Mathematical Sciences";2,3;"76.0%
92/399
General Mathematics";93;40;43;1,76;1,516;"European Mathematical Society Publishing House"
"Archiv fur Geschichte der Philosophie";1;"73.0%
217/806
Philosophy";93;96;57;1,207;0,279;"Walter de Gruyter"
"Journal of War and Culture Studies";1;"85.0%
256/1760
History";93;90;39;0,664;0,226;"Taylor & Francis"
"International Journal of Work Organisation and Emotion";1,2;"22.0%
179/230
Organizational Behavior and Human Resource Management";93;78;40;0,415;0,22;"Inderscience Publishers"
"American Imago";1;"94.0%
63/1106
Literature and Literary Theory";93;93;15;0,98;0,175;"Johns Hopkins University Press"
"Journal of Access Services";1,5;"54.0%
129/280
Library and Information Sciences";93;61;34;0,555;0,36;"Taylor & Francis"
"Church, Communication and Culture";1,3;"90.0%
60/644
Religious Studies";93;71;37;0,837;0,278;"Taylor & Francis"
"Dao";0,8;"67.0%
261/806
Philosophy";93;119;45;0,995;0,323;"Springer Nature"
"Journal of Neurorestoratology";2,1;"51.0%
78/161
Rehabilitation";93;45;42;"N/A";"N/A";"Elsevier"
"Phyllomedusa";1;"23.0%
375/490
Animal Science and Zoology";93;90;50;0,436;0,292;"ESALQ Universidade de Sao Paolo"
"Azerbaijan Chemical Journal";0,4;"8.0%
373/408
General Chemistry";93;227;22;0,279;0,137;"Azerbaijan National Academy of Sciences"
"Psychologie Francaise";0,9;"17.0%
179/216
General Psychology";93;108;44;0,328;0,181;"Elsevier"
"Macedonian Veterinary Review";1;"32.0%
131/194
General Veterinary";93;90;46;0,261;0,151;"University Ss Kiril and Metodij, Faculty of Veterinary Medicine"
"Annals of K-Theory";1,1;"40.0%
64/106
Geometry and Topology";93;81;47;0,701;0,655;"Mathematical Sciences Publishers"
"Rossijskij Bioterapevticeskij Zurnal";0,7;"19.0%
325/404
Oncology";93;129;30;0,233;0,134;"ABV-press Publishing house"
"Oncogematologiya";0,5;"14.0%
345/404
Oncology";93;194;25;0,189;0,128;"ABV-press Publishing house"
"Acta Carsologica";1,5;"34.0%
117/179
Earth-Surface Processes";93;64;56;0,449;0,283;"ZRC SAZU, Zalozba ZRC"
"Professions and Professionalism";1,6;"41.0%
905/1543
Education";93;60;55;0,661;0,264;"Oslo and Akershus University College of Applied Sciences"
"Historia Agraria";0,9;"82.0%
301/1760
History";93;101;44;1,155;0,289;"Universitat Autonoma de Barcelona"
"Matematiche";1;"39.0%
55/90
Mathematics (miscellaneous)";93;95;39;0,657;0,291;"Universita di Catania"
"Review of Computer Engineering Research";1,9;"34.0%
519/797
Electrical and Electronic Engineering";93;50;52;0,357;0,186;"Conscientia Beam"
"Revista Direito GV";0,6;"36.0%
651/1025
Law";93;163;30;0,425;0,171;"Fundacao Getulio Vargas, Escola de Direito de Sao Paulo"
"Lex Portus";1,4;"66.0%
347/1025
Law";93;66;59;0,627;0,264;"National University Odessa Law Academy"
"CommIT Journal";1,5;"27.0%
579/797
Electrical and Electronic Engineering";93;64;48;0,441;0,179;"Bina Nusantara University"
"Journal of Intelligent Systems and Internet of Things";1,7;"26.0%
290/395
Computer Networks and Communications";93;55;76;"N/A";"N/A";"American Scientific Publishing Group (ASPG)"
"Korean Journal of Financial Studies";0,9;"28.0%
205/288
General Economics, Econometrics and Finance";93;105;40;0,581;0,189;"Korean Securities Association"
"Asia Marketing Journal";1,3;"23.0%
162/210
Marketing";93;72;53;0,298;0,232;"Korean Marketing Association"
"International Journal of Data Analysis Techniques and Strategies";1,2;"26.0%
468/635
Applied Mathematics";93;75;47;0,324;0,158;"Inderscience Publishers"
"AIRO Springer Series";0,7;"10.0%
117/130
Control and Optimization";93;138;33;"N/A";"N/A";"Springer Nature"
"American Fern Journal";1,2;"21.0%
406/516
Plant Science";94;81;54;0,293;0,239;"American Fern Society"
"Andamios";0,5;"56.0%
75/173
General Arts and Humanities";94;197;25;0,635;0,165;"Universidad Nacional Autonoma de Mexico"
"Coloproctology";0,4;"18.0%
450/551
Surgery";94;215;20;0,111;0,127;"Urban und Vogel"
"Arbor";0,6;"64.0%
62/173
General Arts and Humanities";94;152;29;0,322;0,163;"CSIC Consejo Superior de Investigaciones Cientificas"
"Transactions of A. Razmadze Mathematical Institute";0,5;"7.0%
370/399
General Mathematics";94;208;26;0,508;0,219;"Elsevier"
"Asian Philosophy";0,9;"83.0%
108/644
Religious Studies";94;103;40;1,556;0,228;"Taylor & Francis"
"Journal of the Economic and Social History of the Orient";0,9;"82.0%
300/1760
History";94;102;45;1,981;0,193;"Brill"
"Palestine Exploration Quarterly";1,4;"91.0%
57/667
Visual Arts and Performing Arts";94;69;52;1,13;0,487;"Taylor & Francis"
"College Composition and Communication";1,1;"95.0%
55/1106
Literature and Literary Theory";94;86;42;0,557;0,282;"National Council of Teachers of English"
"International Journal of Metadata, Semantics and Ontologies";1,5;"53.0%
131/280
Library and Information Sciences";94;64;56;0,597;0,239;"Inderscience Publishers"
"Journal of Immersion and Content-Based Language Education";1,9;"82.0%
196/1088
Language and Linguistics";94;49;61;0,587;0,465;"John Benjamins Publishing Company"
"European Labour Law Journal";1,6;"70.0%
306/1025
Law";94;58;48;"N/A";0,282;"SAGE"
"Lua Nova";0,8;"37.0%
917/1466
Sociology and Political Science";94;120;28;0,781;0,244;"CEDEC"
"Rendiconti Online Societa Geologica Italiana";0,8;"21.0%
251/321
Geology";94;112;43;0,191;0,191;"Societa Geologica Italiana"
"DELTA Documentacao de Estudos em Linguistica Teorica e Aplicada";0,4;"41.0%
681/1167
Linguistics and Language";94;221;21;0,382;0,2;"Pontificia Universidade Catolica de Sao Paulo"
"Journal of healthcare risk management : the journal of the American Society for Healthcare Risk Management";1,3;"52.0%
301/636
General Medicine";94;71;46;"N/A";0,232;"John Wiley & Sons"
"Korean Journal of Otorhinolaryngology-Head and Neck Surgery";0,2;"10.0%
110/123
Otorhinolaryngology";94;494;15;0,113;0,125;"Korean Society of Otolaryngology"
"Primate Conservation";1,7;"43.0%
277/490
Animal Science and Zoology";94;54;67;0,546;0,421;"IUCN/SSC Primate Specialist Group"
"Postepy Psychiatrii i Neurologii";0,9;"20.0%
247/311
Clinical Psychology";94;107;40;0,144;0,225;"Instytut Psychiatrii I Neurologii"
"Journal of Biostatistics and Epidemiology";0,8;"19.0%
119/148
Epidemiology";94;119;28;0,223;0,17;"Tehran University of Medical Sciences"
"Zywnosc. Nauka. Technologia. Jakosc/Food. Science Technology. Quality";0,6;"19.0%
308/384
Industrial and Manufacturing Engineering";94;151;31;0,138;0,155;"Polish Society of Food Technologists"
"Vestnik Sankt-Peterburgskogo Universiteta, Filosofiia i Konfliktologiia";0,4;"58.0%
269/644
Religious Studies";94;225;23;1,003;0,245;"Saint Petersburg State University"
"Complex Analysis and its Synergies";1,1;"46.0%
49/90
Mathematics (miscellaneous)";94;84;49;0,644;0,423;"Springer Nature"
