"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Sexuality and Culture";3;"92.0%
98/1304
Cultural Studies";1305;433;69;1,014;0,498;"Springer Nature"
"Meditsinskiy Sovet";0,7;"34.0%
414/636
General Medicine";1305;1983;32;0,221;0,144;"Remedium Group Ltd"
"Journal of Developmental and Behavioral Pediatrics";3,1;"58.0%
137/330
Pediatrics, Perinatology and Child Health";1306;422;64;0,738;0,68;"Wolters Kluwer Health"
"Journal of Applied Fluid Mechanics";2;"41.0%
394/672
Mechanical Engineering";1306;638;63;0,644;0,286;"Isfahan University of Technology"
"Chinese Journal of Ecology";1,3;"28.0%
328/461
Ecology";1306;994;53;0,412;0,224;"Ecological Society of China"
"Biological Rhythm Research";3;"58.0%
298/721
Ecology, Evolution, Behavior and Systematics";1307;438;73;0,486;0,312;"Taylor & Francis"
"Cancer Genomics and Proteomics";5;"51.0%
170/347
Genetics";1307;262;79;0,638;0,722;"International Institute of Anticancer Research"
"Journal of Business Logistics";14,4;"98.0%
3/189
Business, Management and Accounting (miscellaneous)";1307;91;100;2,298;2,504;"John Wiley & Sons"
"Journal of Civil Engineering and Management";6,7;"80.0%
75/379
Civil and Structural Engineering";1307;195;79;1,3;0,737;"Vilnius Gediminas Technical University"
"Journal of Occupational and Organizational Psychology";8,9;"88.0%
28/230
Organizational Behavior and Human Resource Management";1307;147;83;2,388;2,529;"John Wiley & Sons"
"Motivation and Emotion";5,4;"82.0%
29/165
Experimental and Cognitive Psychology";1307;242;75;1,304;1,069;"Springer Nature"
"FME Transactions";3,6;"59.0%
276/672
Mechanical Engineering";1307;359;74;0,823;0,391;"Faculty of Mechanical Engineering, Belgrade University"
"Journal of Optics (India)";2,6;"36.0%
143/224
Atomic and Molecular Physics, and Optics";1307;509;59;0,751;0,29;"Springer Nature"
"SIAM Journal on Applied Dynamical Systems";3,6;"84.0%
30/193
Analysis";1308;367;65;1,226;0,905;"Society for Industrial and Applied Mathematics"
"Meteorology and Atmospheric Physics";4;"47.0%
78/148
Atmospheric Science";1308;326;70;0,676;0,584;"Springer Nature"
"Weed Technology";2,9;"58.0%
216/516
Plant Science";1309;457;69;0,721;0,488;"Cambridge University Press"
"Revista Brasileira de Epidemiologia";3,6;"58.0%
278/665
Public Health, Environmental and Occupational Health";1309;360;67;0,847;0,579;"Associacao Brasileira de Pos - Graduacao em Saude Coletiva"
"Journal of Materials Engineering";1,4;"38.0%
108/176
Metals and Alloys";1309;921;53;0,436;0,188;"Science China Press"
"Hepatobiliary and Pancreatic Diseases International";5,4;"70.0%
50/167
Gastroenterology";1309;243;88;0,837;0,72;"Elsevier"
"AI (Switzerland)";7,2;"71.0%
100/350
Artificial Intelligence";1309;181;76;1,307;0,759;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Doklady Earth Sciences";1,4;"37.0%
123/195
General Earth and Planetary Sciences";1309;921;54;0,576;0,295;"Pleiades Publishing"
"ESAIM - Control, Optimisation and Calculus of Variations";3;"60.0%
76/189
Computational Mathematics";1310;435;65;1,24;1,039;"EDP Sciences"
"Journal of Investigative Medicine High Impact Case Reports";1,9;"47.0%
58/109
Safety Research";1310;677;53;0,46;0,294;"SAGE"
"International Journal of Electrical and Electronic Engineering and Telecommunications";5,9;"73.0%
38/141
Instrumentation";1310;221;79;0,554;0,249;"Engineering and Technology Publishing"
"Journal of Zoological Systematics and Evolutionary Research";5,6;"92.0%
39/490
Animal Science and Zoology";1311;236;94;1,014;0,761;"John Wiley & Sons"
"Journal of Frontiers of Computer Science and Technology";1,6;"29.0%
163/232
General Computer Science";1311;826;50;0,6;0,219;"Journal of Computer Engineering and Applications Beijing Co., Ltd.; Science Press"
"MMWR supplements";48,6;"99.0%
5/636
General Medicine";1312;27;81;"N/A";18,587;"Epidemiology Program Office"
"Current Problems in Diagnostic Radiology";3;"50.0%
167/333
Radiology, Nuclear Medicine and Imaging";1312;431;67;0,798;0,397;"Elsevier"
"Purinergic Signalling";6,6;"58.0%
41/97
Cellular and Molecular Neuroscience";1312;199;89;0,753;0,797;"Springer Nature"
"Mineralogical Magazine";4;"60.0%
61/154
Geochemistry and Petrology";1313;328;72;1,522;0,975;"Mineralogical Society"
"Analysis and Mathematical Physics";2,7;"87.0%
15/119
Algebra and Number Theory";1313;493;59;1,318;0,774;"Springer Nature"
"Mining of Mineral Deposits";5,2;"78.0%
67/307
General Engineering";1313;252;77;1,212;0,817;"Dnipro University of Technology"
"Advances in Skin and Wound Care";2,5;"70.0%
19/63
Advanced and Specialized Nursing";1315;532;53;0,827;0,395;"Wolters Kluwer Health"
"Innovations in Education and Teaching International";4,8;"81.0%
288/1543
Education";1315;275;78;1,357;0,734;"Taylor & Francis"
"Talanta Open";5,2;"63.0%
57/156
Analytical Chemistry";1315;251;76;1,057;0,616;"Elsevier"
"Forestry";6,7;"88.0%
20/174
Forestry";1315;197;91;1,074;0,759;"Oxford University Press"
"Cognitive Development";3,2;"51.0%
175/360
Developmental and Educational Psychology";1315;405;73;0,906;0,838;"Elsevier"
"Hematology/Oncology Clinics of North America";4,1;"50.0%
68/137
Hematology";1315;319;79;0,631;0,705;"Elsevier"
"International Journal of Mathematical, Engineering and Management Sciences";3,8;"89.0%
44/399
General Mathematics";1315;344;63;0,701;0,374;"Ram Arti Publishers"
"Journal of Space Weather and Space Climate";6,9;"77.0%
24/104
Space and Planetary Science";1316;191;79;1,627;1,056;"EDP Sciences"
"Computing in Cardiology";1,1;"23.0%
295/387
Cardiology and Cardiovascular Medicine";1316;1150;37;0,245;0,227;"IEEE"
"IEEE Instrumentation and Measurement Magazine";4,2;"60.0%
312/797
Electrical and Electronic Engineering";1316;317;63;0,763;0,496;"IEEE"
"Legal Medicine";2,8;"51.0%
102/208
Pathology and Forensic Medicine";1317;473;67;0,697;0,491;"Elsevier"
"China Finance Review International";12,4;"96.0%
13/317
Finance";1317;106;93;1,871;1,86;"Emerald Publishing"
"Biostatistics";5,1;"90.0%
27/278
Statistics and Probability";1317;257;79;1,34;1,576;"Oxford University Press"
"International Migration Review";7;"95.0%
7/139
Demography";1317;188;74;2,467;1,559;"John Wiley & Sons"
"Biosensors and Bioelectronics: X";4,6;"55.0%
68/152
Biophysics";1317;289;77;0,804;0,668;"Elsevier"
"Journal of Developmental Origins of Health and Disease";3,8;"63.0%
147/398
Medicine (miscellaneous)";1318;348;78;0,657;0,659;"Cambridge University Press"
"Clinical Autonomic Research";7,4;"81.0%
73/400
Neurology (clinical)";1318;177;79;1,038;1,063;"Springer Nature"
"CES Transactions on Electrical Machines and Systems";7,6;"80.0%
155/797
Electrical and Electronic Engineering";1318;174;77;2,01;0,959;"China Electrotechnical Society"
"Journal of Teacher Education";8,9;"95.0%
73/1543
Education";1319;149;79;3,155;2,158;"SAGE"
"International Journal of Social Determinants of Health and Health Services";6,4;"88.0%
44/371
Health (social science)";1319;207;81;0,973;1,233;"SAGE"
"International Journal of Agricultural Sustainability";5,9;"83.0%
67/406
Agronomy and Crop Science";1319;223;76;1,122;0,866;"Taylor & Francis"
"Voprosy Ginekologii, Akusherstva i Perinatologii";2,9;"55.0%
146/330
Pediatrics, Perinatology and Child Health";1319;461;73;0,601;0,229;"Dynasty Publishing House"
"Crisis";5,1;"66.0%
190/567
Psychiatry and Mental Health";1320;257;85;0,979;0,501;"Hogrefe Publishing"
"Political Analysis";8,8;"98.0%
13/706
Political Science and International Relations";1320;150;81;3,471;4,612;"Cambridge University Press"
"Alcohol";4,6;"82.0%
114/636
General Medicine";1320;289;83;0,701;0,621;"Elsevier"
"European Journal of Hospital Pharmacy";3,4;"83.0%
8/45
Pharmacy";1320;385;72;0,664;0,36;"European Association of Hospital Pharmacists (EAHP)"
"MRS Advances";1,5;"31.0%
459/672
Mechanical Engineering";1321;904;52;0,313;0,226;"Springer Nature"
"Applied Geomatics";5,4;"83.0%
27/159
Earth and Planetary Sciences (miscellaneous)";1322;244;75;0,871;0,536;"Springer Nature"
"IEEE Region 10 Annual International Conference, Proceedings/TENCON";1,4;"27.0%
581/797
Electrical and Electronic Engineering";1322;922;42;0,276;0,184;"IEEE"
"Tungsten";8,8;"88.0%
20/176
Metals and Alloys";1322;151;89;1,187;1,006;"Springer Nature"
"European Journal of Risk Regulation";6,1;"96.0%
38/1025
Law";1323;218;77;1,097;0,547;"Cambridge University Press"
"Numerical Heat Transfer; Part A: Applications";3,6;"74.0%
23/88
Numerical Analysis";1323;371;74;0,923;0,44;"Taylor & Francis"
"Journal of Librarianship and Information Science";4,7;"81.0%
51/280
Library and Information Sciences";1323;281;85;1,413;0,625;"SAGE"
"American Journal of Lifestyle Medicine";4,1;"67.0%
101/310
Health Policy";1324;320;73;0,727;0,559;"SAGE"
"Experimental Astronomy";5,3;"71.0%
26/90
Astronomy and Astrophysics";1324;251;69;0,917;0,894;"Springer Nature"
"Hydrogeology and Engineering Geology";2,6;"56.0%
140/321
Geology";1324;519;68;0,885;0,373;"Editorial Office of Hydrogeology and Engineering"
"Transfusion Medicine Reviews";11,6;"91.0%
10/117
Clinical Biochemistry";1324;114;82;1,522;1,349;"Elsevier"
"Nutrition and Diabetes";9,2;"86.0%
23/167
Internal Medicine";1325;144;81;1,058;1,224;"Springer Nature"
"Journal of Experimental Psychology: Human Perception and Performance";3,5;"80.0%
108/552
Arts and Humanities (miscellaneous)";1325;378;74;1,086;1,034;"American Psychological Association"
"Journal Wuhan University of Technology, Materials Science Edition";2,1;"33.0%
309/463
General Materials Science";1325;624;56;0,529;0,316;"Springer Nature"
"JAAD International";3,6;"67.0%
46/142
Dermatology";1325;369;63;1,141;1,162;"Elsevier"
"Journal of Heredity";5,2;"55.0%
140/311
Biotechnology";1325;256;79;0,943;1,157;"Oxford University Press"
"Journal of Preventive Medicine and Hygiene";3,3;"52.0%
314/665
Public Health, Environmental and Occupational Health";1326;408;66;0,634;0,521;"Pacini Editore Srl"
"Journal of Brand Management";8,8;"83.0%
77/478
Strategy and Management";1326;150;85;1,537;1,169;"Springer Nature"
"International Journal of Aeronautical and Space Sciences";3,1;"59.0%
63/153
Aerospace Engineering";1326;422;67;1,175;0,491;"The Korean Society for Aeronautical & Space Sciences"
"Urban Affairs Review";5,5;"89.0%
160/1466
Sociology and Political Science";1327;242;84;1,832;1,19;"SAGE"
"AIAA/IEEE Digital Avionics Systems Conference - Proceedings";1,7;"34.0%
100/153
Aerospace Engineering";1327;768;52;0,669;0,311;"IEEE"
"European Journal of Physics";1,7;"44.0%
857/1543
Education";1327;768;58;0,756;0,41;"Institute of Physics Publishing"
"HTS Teologiese Studies / Theological Studies";1,2;"89.0%
68/644
Religious Studies";1327;1124;44;0,807;0,334;"OpenJournals Publishing AOSIS (Pty) Ltd"
"Journal of Immunotherapy";6,9;"70.0%
93/313
Pharmacology";1328;193;83;0,745;1,263;"Wolters Kluwer Health"
"Advances in Meteorology";5,3;"79.0%
34/165
Geophysics";1329;249;76;0,819;0,602;"John Wiley & Sons"
"European Annals of Otorhinolaryngology, Head and Neck Diseases";3,7;"73.0%
148/551
Surgery";1329;357;57;0,851;0,51;"Elsevier"
"Social Work Education";3,8;"82.0%
105/604
Social Sciences (miscellaneous)";1330;349;77;1,434;0,711;"Taylor & Francis"
"Future Virology";4;"40.0%
48/80
Virology";1330;332;58;0,3;0,366;"Taylor & Francis"
"Progress in Energy";18,2;"92.0%
6/73
General Energy";1330;73;85;2,83;2,555;"Institute of Physics Publishing"
"Pathology International";4,5;"70.0%
61/208
Pathology and Forensic Medicine";1331;298;76;0,768;0,681;"John Wiley & Sons"
"Ecosystem Health and Sustainability";7,1;"88.0%
86/721
Ecology, Evolution, Behavior and Systematics";1331;187;76;1,1;1,016;"American Association for the Advancement of Science"
"Endoscopic Ultrasound";6,2;"79.0%
68/333
Radiology, Nuclear Medicine and Imaging";1331;216;79;1,382;1,202;"Wolters Kluwer Health"
"Journal of Clinical Densitometry";4,9;"77.0%
72/321
Orthopedics and Sports Medicine";1331;273;77;0,836;0,576;"Elsevier"
"CYTA - Journal of Food";4,4;"67.0%
126/384
Industrial and Manufacturing Engineering";1332;300;72;0,701;0,51;"Taylor & Francis"
"Frontiers of Optoelectronics";7,8;"82.0%
143/797
Electrical and Electronic Engineering";1332;171;74;1,078;0,99;"Higher Education Press"
"Meteorological Monthly";2,4;"30.0%
103/148
Atmospheric Science";1332;548;66;"N/A";"N/A";"China Meteorological Press"
"Nuclear Medicine Communications";2,2;"38.0%
206/333
Radiology, Nuclear Medicine and Imaging";1333;603;61;0,419;0,374;"Wolters Kluwer Health"
"Canadian Journal of Political Science";6,3;"92.0%
108/1466
Sociology and Political Science";1333;210;57;1,207;1,186;"Cambridge University Press"
"Regional Science Policy and Practice";3,6;"70.0%
90/306
Development";1333;370;69;0,892;0,585;"Elsevier"
"European Journal of Criminology";5,1;"94.0%
52/1025
Law";1334;263;83;1,74;0,717;"SAGE"
"ACM Transactions on Computing for Healthcare";10,3;"91.0%
35/398
Medicine (miscellaneous)";1334;129;78;1,805;1,49;
"Annals of Probability";4,6;"87.0%
35/278
Statistics and Probability";1334;293;72;1,953;3,203;"Institute of Mathematical Statistics"
"Russian Journal of Plant Physiology";2,1;"44.0%
285/516
Plant Science";1334;645;55;0,437;0,31;"Pleiades Publishing"
"Phyton-International Journal of Experimental Botany";2,4;"49.0%
261/516
Plant Science";1335;568;59;0,405;0,301;"Tech Science Press"
"Children's Geographies";5,1;"87.0%
189/1466
Sociology and Political Science";1335;264;77;1,571;0,845;"Taylor & Francis"
"Microbiology and Immunology";5,2;"48.0%
42/80
Virology";1335;255;76;0,593;0,613;"John Wiley & Sons"
"International Journal of Emergency Medicine";4,6;"83.0%
18/109
Emergency Medicine";1336;290;58;1,157;0,7;"Springer Nature"
"Light: Advanced Manufacturing";10,9;"94.0%
8/141
Instrumentation";1336;123;82;4,296;2,288;"Light Publishing Group"
"International Journal of Engineering Education";2,4;"56.0%
678/1543
Education";1337;554;62;0,671;0,35;"Tempus Publications"
"Paiguan Jixie Gongcheng Xuebao/Journal of Drainage and Irrigation Machinery Engineering";1,9;"38.0%
415/672
Mechanical Engineering";1337;705;63;0,55;0,286;"Editorial Department of Drainage and Irrigation Machinery Engineering"
"Systematic and Applied Acarology";2,2;"58.0%
75/181
Insect Science";1337;601;69;0,851;0,592;"Systematic and Applied Acarology Society"
"Netherlands Heart Journal";4,7;"66.0%
130/387
Cardiology and Cardiovascular Medicine";1338;282;83;0,619;0,641;"Bohn Stafleu van Loghum"
"Clinical Child Psychology and Psychiatry";3,6;"65.0%
114/330
Pediatrics, Perinatology and Child Health";1338;376;71;1,055;0,808;"SAGE"
"Current Problems in Cancer";5,1;"59.0%
164/404
Oncology";1338;261;74;0,733;0,759;"Elsevier"
"International Journal of Engineering, Transactions A: Basics";3,1;"62.0%
115/307
General Engineering";1338;437;74;0,606;0,351;"Materials and Energy Research Center"
"Civil Engineering and Architecture";1,4;"70.0%
56/189
Architecture";1339;966;48;0,466;0,211;"Horizon Research Publishing"
"Journal of Vibration and Acoustics";4,2;"73.0%
12/44
Acoustics and Ultrasonics";1340;317;80;0,788;0,563;"American Society of Mechanical Engineers"
"Electrocatalysis";4,8;"52.0%
29/60
Electrochemistry";1340;280;81;0,549;0,546;"Springer Publishing Company"
"Interactive Technology and Smart Education";12;"98.0%
29/1543
Education";1340;112;88;2,009;1,149;"Emerald Publishing"
"Glycoconjugate Journal";6;"55.0%
196/438
Biochemistry";1341;224;76;0,789;0,601;"Springer Nature"
"Modelling and Simulation in Materials Science and Engineering";3,3;"53.0%
151/324
Modeling and Simulation";1342;401;73;0,666;0,501;"Institute of Physics Publishing"
"Aphasiology";4,4;"96.0%
1/16
LPN and LVN";1342;303;79;1,36;0,829;"Taylor & Francis"
"Journal of Public Administration Research and Theory";8,5;"96.0%
49/1466
Sociology and Political Science";1342;157;88;2,858;2,981;"Oxford University Press"
"Petroleum Chemistry";2,5;"44.0%
86/154
Geochemistry and Petrology";1342;539;61;0,581;0,284;"Pleiades Publishing"
"Family Medicine and Community Health";9,7;"95.0%
3/56
Family Practice";1343;138;79;1,809;1,505;"BMJ Publishing Group"
"Acta Polymerica Sinica";2,7;"44.0%
227/408
General Chemistry";1343;491;61;0,35;0,374;"Science China Press"
"Journal of Medical Mycology";5,1;"58.0%
142/344
Infectious Diseases";1343;262;76;0,841;0,493;"Elsevier"
"Therapeutic Apheresis and Dialysis";3;"46.0%
44/81
Nephrology";1344;450;63;0,627;0,419;"John Wiley & Sons"
"Population Health Management";4,1;"78.0%
9/40
Leadership and Management";1344;326;65;0,776;0,879;"Mary Ann Liebert"
"Communication and Sport";7;"95.0%
30/604
Social Sciences (miscellaneous)";1344;191;87;2,201;1,232;"SAGE"
"Local Environment";4,1;"73.0%
219/821
Geography, Planning and Development";1344;324;73;0,936;0,796;"Taylor & Francis"
"NAR Cancer";6,9;"75.0%
100/404
Oncology";1345;195;77;0,835;2,127;"Oxford University Press"
"Environmental Biology of Fishes";2,6;"52.0%
343/721
Ecology, Evolution, Behavior and Systematics";1345;518;70;0,539;0,434;"Springer Nature"
"Pathogens and Global Health";6;"80.0%
16/79
Parasitology";1346;226;83;0,773;0,717;"Taylor & Francis"
"Journal of Applied Social Psychology";4,3;"65.0%
107/310
Social Psychology";1346;312;78;0,982;0,962;"John Wiley & Sons"
"Journal of Communication";11,6;"99.0%
6/1088
Language and Linguistics";1346;116;90;2,847;2,658;"John Wiley & Sons"
"Current Topics in Developmental Biology";6;"65.0%
29/82
Developmental Biology";1346;225;81;"N/A";"N/A";"Elsevier"
"Journal of Bone Oncology";5,9;"67.0%
132/404
Oncology";1346;227;79;1,032;0,806;"Elsevier"
"Progress in Chemistry";2,1;"37.0%
255/408
General Chemistry";1347;636;61;0,221;0,252;"Chinese Academy of Sciences"
"Journal of Pipeline Systems Engineering and Practice";3,8;"62.0%
255/672
Mechanical Engineering";1347;350;73;0,745;0,44;
"ETRI Journal";4;"64.0%
82/232
General Computer Science";1347;340;81;1,089;0,472;"John Wiley & Sons"
"Retinal Cases and Brief Reports";2,1;"45.0%
75/137
Ophthalmology";1347;652;62;0,595;0,402;"Wolters Kluwer Health"
"Ocean Dynamics";5,4;"76.0%
34/145
Oceanography";1348;248;77;1,026;0,726;"Springer Nature"
"Journal of Planning Education and Research";7,4;"92.0%
22/279
Urban Studies";1348;183;80;1,489;0,797;"SAGE"
"Equine Veterinary Education";2,4;"68.0%
4/11
Equine";1348;572;70;0,694;0,389;"John Wiley & Sons"
"Reproductive Medicine and Biology";5,7;"76.0%
22/90
Reproductive Medicine";1348;235;76;1,049;0,92;"John Wiley & Sons"
"Proceedings of the National Academy of Sciences India Section B - Biological Sciences";3,2;"66.0%
75/221
General Agricultural and Biological Sciences";1348;418;65;0,5;0,312;"Springer Nature"
"Transactions on Electrical and Electronic Materials";4,3;"62.0%
299/797
Electrical and Electronic Engineering";1349;311;66;0,623;0,285;"The Korean Institute of Electrical and Electronic Material Engineers"
"Journal of Clinical Psychology in Medical Settings";4;"65.0%
107/311
Clinical Psychology";1349;334;75;0,908;0,713;"Springer Nature"
"Atoms";2,7;"47.0%
46/87
Nuclear and High Energy Physics";1349;506;67;0,761;0,382;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Open Mathematics";2,4;"77.0%
91/399
General Mathematics";1350;570;42;0,702;0,386;"Walter de Gruyter"
"Proceedings of the Institution of Mechanical Engineers, Part O: Journal of Risk and Reliability";4,5;"66.0%
69/207
Safety, Risk, Reliability and Quality";1350;301;80;0,854;0,461;"SAGE"
"Canadian Journal of Gastroenterology and Hepatology";4,8;"61.0%
64/167
Gastroenterology";1351;283;80;0,708;0,71;"John Wiley & Sons"
"Journal of Toxicology and Environmental Health - Part A: Current Issues";5,2;"56.0%
65/148
Health, Toxicology and Mutagenesis";1351;261;79;0,62;0,568;"Taylor & Francis"
"Food Quality and Safety";7,2;"82.0%
69/389
Food Science";1351;188;78;1,193;0,698;"Oxford University Press"
"Magnetic Resonance Materials in Physics, Biology and Medicine";4,6;"66.0%
112/333
Radiology, Nuclear Medicine and Imaging";1351;291;80;0,771;0,647;"Springer Nature"
"Urology Case Reports";0,9;"29.0%
85/120
Urology";1351;1588;43;0,462;0,22;"Elsevier"
"Medicina Intensiva";2,7;"55.0%
50/110
Critical Care and Intensive Care Medicine";1352;494;53;0,57;0,341;"Elsevier"
"Emerging Materials Research";4,5;"63.0%
159/434
Condensed Matter Physics";1352;299;78;0,406;0,258;"ICE Publishing Ltd."
"Journal of Integrative Neuroscience";2,8;"31.0%
78/113
General Neuroscience";1352;487;65;0,576;0,556;"IMR Press Limited"
"Geostandards and Geoanalytical Research";7,1;"89.0%
33/321
Geology";1353;191;93;1,331;0,922;"John Wiley & Sons"
"European Journal of Wildlife Research";3,4;"64.0%
76/211
Nature and Landscape Conservation";1354;395;69;0,84;0,558;"Springer Nature"
"Political Research Quarterly";3,6;"77.0%
332/1466
Sociology and Political Science";1354;381;61;1,523;1,298;"SAGE"
"Indonesian Journal of Chemistry";2,3;"39.0%
248/408
General Chemistry";1354;586;64;0,516;0,264;"Gadjah Mada University"
"Studies in Mycology";35,6;"99.0%
1/193
Agricultural and Biological Sciences (miscellaneous)";1354;38;84;6,12;4,821;"Westerdijk Fungal Biodiversity Institute"
"Protein Journal";5,2;"62.0%
58/156
Analytical Chemistry";1354;261;66;0,533;0,479;"Springer Nature"
"Journal of Microscopy";4,3;"69.0%
63/208
Pathology and Forensic Medicine";1355;312;76;0,707;0,567;"John Wiley & Sons"
"Pharmacogenomics";3,4;"38.0%
194/313
Pharmacology";1355;393;69;0,395;0,439;"Taylor & Francis"
"HeartRhythm Case Reports";1,6;"31.0%
266/387
Cardiology and Cardiovascular Medicine";1355;831;48;0,476;0,37;"Elsevier"
"Journal of Diversity in Higher Education";6,2;"88.0%
180/1543
Education";1356;217;85;1,674;1,035;"American Psychological Association"
"Global Energy Interconnection";5,7;"75.0%
31/125
Automotive Engineering";1356;237;76;1,021;0,541;"KeAi Communications Co."
"Seminars in Liver Disease";8,2;"79.0%
17/82
Hepatology";1357;165;81;1,03;1,856;"Thieme"
"Wind Engineering";4;"60.0%
109/272
Energy Engineering and Power Technology";1357;339;76;0,724;0,431;"SAGE"
"International Journal of Naval Architecture and Ocean Engineering";4,9;"72.0%
29/105
Ocean Engineering";1357;276;81;1,305;0,695;"Society of Naval Architects of Korea"
"Industrial and Corporate Change";5,1;"88.0%
35/288
General Economics, Econometrics and Finance";1358;267;78;1,505;1,252;"Oxford University Press"
"Ophthalmology Glaucoma";4,8;"79.0%
29/137
Ophthalmology";1358;281;84;1,222;1,266;"American Academy of Ophthalmology"
"Pulmonary Pharmacology and Therapeutics";6,2;"75.0%
39/155
Pulmonary and Respiratory Medicine";1358;218;77;0,675;0,786;"Elsevier"
"Phosphorus, Sulfur and Silicon and the Related Elements";2,6;"29.0%
56/79
Inorganic Chemistry";1359;515;64;0,412;0,24;"Taylor & Francis"
"Journal of School Psychology";6,7;"90.0%
148/1543
Education";1359;204;83;2,113;1,84;"Elsevier"
"Acta Prataculturae Sinica";1,5;"35.0%
136/211
Nature and Landscape Conservation";1359;909;58;0,394;0,211;"Editorial Department of Acta Prataculturae Sinica"
"Journal of Foot and Ankle Research";4,5;"73.0%
85/321
Orthopedics and Sports Medicine";1359;303;67;1,432;0,703;"John Wiley & Sons"
"International Journal of Computational Methods";3,3;"63.0%
70/189
Computational Mathematics";1360;413;77;0,568;0,376;"World Scientific"
"NeuroRehabilitation";3,2;"69.0%
50/161
Rehabilitation";1361;423;67;0,665;0,543;"IOS Press"
"Computational Optimization and Applications";3,7;"74.0%
162/635
Applied Mathematics";1361;366;74;1,576;1,322;"Springer Nature"
"Chinese Journal of School Health";0,9;"50.0%
39/78
Health Professions (miscellaneous)";1361;1571;42;0,382;0,197;"Journal Office of Chinese School Health (Bengbu)"
"Annual Review of Chemical and Biomolecular Engineering";16;"96.0%
11/273
General Chemical Engineering";1362;85;95;2,034;1,897;"Annual Reviews Inc."
"International Journal of Periodontics and Restorative Dentistry";2,9;"62.0%
28/74
Oral Surgery";1362;462;62;0,736;0,616;"Quintessence Publishing Company"
"Bulletin of the Tomsk Polytechnic University, Geo Assets Engineering";1,4;"43.0%
25/43
Economic Geology";1362;961;50;0,425;0,282;"Tomsk Polytechnic University"
"Journal of Chemometrics";5,2;"85.0%
90/635
Applied Mathematics";1363;260;79;0,83;0,383;"John Wiley & Sons"
"Journal of Economic Theory";2,5;"51.0%
348/716
Economics and Econometrics";1363;536;62;1,353;3,218;"Elsevier"
"Natural Gas Industry B";5,8;"83.0%
54/321
Geology";1363;236;83;0,926;0,701;"KeAi Communications Co."
"Current Opinion in HIV and AIDS";7,4;"97.0%
1/20
Oncology (nursing)";1364;184;84;1,164;1,504;"Wolters Kluwer Health"
"Results in Optics";2,5;"35.0%
145/224
Atomic and Molecular Physics, and Optics";1364;545;55;0,799;0,393;"Elsevier"
"Environmental Microbiome";7,4;"75.0%
32/127
Applied Microbiology and Biotechnology";1364;184;74;1,377;1,713;"Springer Nature"
"Policy Sciences";9,7;"97.0%
7/275
General Social Sciences";1364;141;82;1,743;1,635;"Springer Nature"
"Journal of Graduate Medical Education";3,2;"68.0%
492/1543
Education";1364;425;59;1,088;0,747;"Accreditation Council for Graduate Medical Education"
"Chromatographia";3,4;"45.0%
85/156
Analytical Chemistry";1364;396;78;0,516;0,301;"Springer Nature"
