"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Journal of Nonprofit and Public Sector Marketing";3,9;"49.0%
107/210
Marketing";361;92;80;1,057;0,631;"Taylor & Francis"
"Bulletin of the Brazilian Mathematical Society";1,6;"58.0%
166/399
General Mathematics";361;232;44;0,817;0,531;"Springer Nature"
"Tourism and Hospitality";3;"76.0%
145/604
Social Sciences (miscellaneous)";361;120;68;0,524;"N/A";"Multidisciplinary Digital Publishing Institute (MDPI)"
"International Journal of Recycling of Organic Waste in Agriculture";2,1;"54.0%
88/193
Agricultural and Biological Sciences (miscellaneous)";361;176;61;0,619;0,304;"Islamic Azad University"
"Tropical Cyclone Research and Review";4,6;"76.0%
26/109
Safety Research";361;78;68;0,914;0,805;"KeAi Communications Co."
"Kesmas: Jurnal Kesehatan Masyarakat Nasional";1,7;"32.0%
450/665
Public Health, Environmental and Occupational Health";361;218;46;0,383;0,205;"Universitas Indonesia, Faculty of public health"
"Journal of Theoretical and Applied Mechanics";1,4;"30.0%
466/672
Mechanical Engineering";361;259;51;0,406;0,206;"Polish Society of Theoretical and Allied Mechanics"
"Comparative Medicine";1,9;"59.0%
80/194
General Veterinary";362;187;61;0,4;0,323;"American Association for Laboratory Animal Science"
"African Journal of Marine Science";2,6;"51.0%
347/721
Ecology, Evolution, Behavior and Systematics";362;141;68;0,632;0,444;"National Inquiry Services Centre Ltd"
"Journal of Literacy Research";4,3;"93.0%
66/1088
Language and Linguistics";362;85;72;1,639;0,946;"SAGE"
"Millennial Asia";4,5;"96.0%
50/1304
Cultural Studies";362;81;79;1,363;0,457;"SAGE"
"Qualitative Research Journal";2,4;"64.0%
97/275
General Social Sciences";362;153;60;0,939;0,464;"Emerald Publishing"
"Acta Medica Okayama";1;"43.0%
357/636
General Medicine";362;369;45;0,27;0,221;"Okayama University"
"Bulletin of the Korean Mathematical Society";0,8;"25.0%
298/399
General Mathematics";362;430;37;0,921;0,338;"Korean Mathematical Society"
"Journal of Applied Security Research";2,9;"84.0%
155/1025
Law";362;127;66;0,794;0,318;"Taylor & Francis"
"Economics of Transportation";5,5;"86.0%
34/242
Economics, Econometrics and Finance (miscellaneous)";362;66;76;1,269;1,185;"Elsevier"
"Oncology (United States)";1,6;"30.0%
283/404
Oncology";362;222;50;0,281;0,336;"UBM Medica Healthcare Publications"
"International Journal of Applied Mathematics";1,3;"51.0%
193/399
General Mathematics";362;270;46;0,612;0,26;"Academic Publications Ltd."
"Iranian Journal of Psychiatry and Behavioral Sciences";1,2;"22.0%
438/567
Psychiatry and Mental Health";362;311;40;0,319;0,269;"Brieflands"
"International Journal of Communication Networks and Distributed Systems";2,5;"38.0%
243/395
Computer Networks and Communications";362;146;70;0,575;0,263;"Inderscience Publishers"
"Nanotechnology, Science and Applications";11,7;"90.0%
29/303
Biomedical Engineering";362;31;74;1,304;0,848;"Dove Medical Press"
"Chinese Journal of Medical Physics";0,3;"9.0%
303/333
Radiology, Nuclear Medicine and Imaging";362;1051;23;"N/A";"N/A";"Editorial Department of Chinese Journal of Medical Physics"
"Tourism Analysis";2,5;"39.0%
89/146
Tourism, Leisure and Hospitality Management";363;148;59;0,613;0,34;"Cognizant Communication Corporation"
"Journal of Special Education";4,3;"77.0%
36/161
Rehabilitation";363;85;76;1,897;0,813;"SAGE"
"Advances in Transport Policy and Planning";5;"61.0%
55/141
Transportation";363;72;75;"N/A";"N/A";"Elsevier"
"Journal of Pharmaceutical Health Services Research";1,5;"56.0%
19/43
Pharmacology, Toxicology and Pharmaceutics (miscellaneous)";363;246;49;0,302;0,206;"Oxford University Press"
"Journal of Beliefs and Values";2,5;"96.0%
22/644
Religious Studies";363;148;72;1,072;0,351;"Taylor & Francis"
"Identity";4,2;"81.0%
18/97
Psychology (miscellaneous)";363;87;80;1,329;0,845;"Taylor & Francis"
"Revista de Educacion";2,2;"51.0%
749/1543
Education";363;168;58;0,921;0,424;"Ministry Education and Science"
"Acta Scientiarum Polonorum, Hortorum Cultus";1,3;"33.0%
77/115
Horticulture";363;288;53;0,359;0,197;"Wydawnictwo Akad Rolniczej W Lublinie"
"Open Economies Review";2,3;"46.0%
384/716
Economics and Econometrics";363;157;58;0,902;0,478;"Springer Nature"
"Scandinavian Journal of Management";4;"56.0%
209/478
Strategy and Management";363;90;79;0,889;0,772;"Elsevier"
"Mountain Research and Development";3,1;"64.0%
109/306
Development";363;119;75;0,534;0,42;"International Mountain Society"
"Environmental Research, Engineering and Management";2,4;"44.0%
110/197
Environmental Engineering";363;154;58;0,445;0,315;"Kaunas University of Technology"
"Frontiers of Engineering Management";4,4;"82.0%
5/25
Decision Sciences (miscellaneous)";363;82;74;1,144;0,953;"Higher Education Press"
"Journal for Research in Mathematics Education";5,2;"93.0%
6/90
Mathematics (miscellaneous)";364;70;90;2,114;1,231;"National Council of Teachers of Mathematics"
"Teruleti Statisztika";3,1;"92.0%
95/1304
Cultural Studies";364;119;63;0,763;0,333;"Hungarian Central Statistical Office"
"International Journal of Forestry Research";2,7;"64.0%
63/174
Forestry";364;136;65;0,824;0,352;"John Wiley & Sons"
"Singapore Journal of Tropical Geography";4,3;"75.0%
205/821
Geography, Planning and Development";364;84;77;0,999;0,589;"John Wiley & Sons"
"European Journal of Applied Mathematics";4,7;"83.0%
108/635
Applied Mathematics";364;78;63;1,135;0,845;"Cambridge University Press"
"Journal of Global History";3,3;"98.0%
26/1760
History";364;109;71;2,486;0,652;"Cambridge University Press"
"Social Psychology Quarterly";4,1;"64.0%
111/310
Social Psychology";364;88;68;1,681;1,049;"SAGE"
"World Trade Review";2,3;"79.0%
208/1025
Law";364;157;64;0,958;0,343;"Cambridge University Press"
"Journal of High Technology Management Research";5,8;"72.0%
41/148
Information Systems and Management";364;63;76;1,208;0,715;"Elsevier"
"Journal of Structural Integrity and Maintenance";3,9;"66.0%
76/223
Building and Construction";364;94;76;0,775;0,619;"Taylor & Francis"
"Feminism and Psychology";3,3;"80.0%
43/213
Gender Studies";364;110;77;1,539;0,777;"SAGE"
"Shenyang Jianzhu Daxue Xuebao (Ziran Kexue Ban)/Journal of Shenyang Jianzhu University (Natural Science)";0,7;"27.0%
124/171
";364;555;33;0,325;0,165;"Editorial Department of Journal of Shenyang Jianzhu University"
"Current HIV Research";1,9;"31.0%
237/344
Infectious Diseases";364;194;51;0,399;0,301;"Bentham Science Publishers"
"Journal d'Analyse Mathematique";1,7;"62.0%
152/399
General Mathematics";364;220;55;1,097;1,004;"Springer Nature"
"International Journal of Artificial Intelligence";4,3;"50.0%
173/350
Artificial Intelligence";364;84;57;0,402;0,362;"Centre for Environment and Socio-Economic Research Publications"
"Journal of Medical Devices";1,8;"44.0%
220/398
Medicine (miscellaneous)";364;206;61;0,349;0,235;
"Construction Economics and Building";3,8;"65.0%
78/223
Building and Construction";364;95;71;0,926;0,411;"Australian Institute of Quantity Surveyors"
"Health Professions Education";3,6;"74.0%
36/139
General Nursing";364;101;60;1,034;0,407;"Association of Medical Education of the Eastern-Mediterranean Region"
"Schmerz";2;"50.0%
68/136
Anesthesiology and Pain Medicine";365;185;56;0,668;0,287;"Springer Nature"
"Mikrobiyoloji Bulteni";1,6;"26.0%
255/344
Infectious Diseases";365;233;47;0,403;0,269;"Ankara Microbiology Society"
"Journal of Emotional and Behavioral Disorders";4,1;"75.0%
375/1543
Education";365;89;81;1,504;0,851;"SAGE"
"Community Health Equity Research and Policy";2,7;"59.0%
618/1543
Education";365;137;66;0,414;"N/A";"SAGE"
"East European Politics and Societies";1,7;"58.0%
606/1466
Sociology and Political Science";365;219;55;"N/A";0,335;"SAGE"
"Enzymes";4,3;"52.0%
73/152
Biophysics";365;84;67;"N/A";"N/A";"Elsevier"
"Australian Journal of Water Resources";5,1;"71.0%
75/261
Water Science and Technology";365;72;97;0,707;0,506;"Taylor & Francis"
"Community Dental Health";2,2;"47.0%
70/132
General Dentistry";365;166;61;0,583;0,39;"FDI World Dental Press Ltd"
"Research Studies in Music Education";3;"94.0%
11/180
Music";365;120;73;1,67;0,661;"SAGE"
"Interventional Cardiology Clinics";2;"36.0%
245/387
Cardiology and Cardiovascular Medicine";365;184;58;0,532;0,432;"Elsevier"
"AIJ Journal of Technology and Design";0,3;"30.0%
131/189
Architecture";365;1058;22;0,916;0,272;"Architectural Institute of Japan"
"Journal of Modern Project Management";2,3;"42.0%
255/443
Business and International Management";365;158;61;0,325;0,202;"Mundo Press"
"Entomological Review";0,8;"14.0%
156/181
Insect Science";365;450;38;0,525;0,328;"Pleiades Publishing"
"European Journal of Politics and Gender";3,9;"85.0%
101/706
Political Science and International Relations";365;94;95;0,931;0,756;"Bristol University Press"
"Journal of Theoretical and Computational Acoustics";2,9;"62.0%
240/635
Applied Mathematics";365;127;67;0,857;0,38;"World Scientific"
"International Journal on Digital Libraries";4,3;"80.0%
56/280
Library and Information Sciences";366;85;82;1,321;0,406;"Springer Nature"
"Australian Mammalogy";2,5;"60.0%
192/490
Animal Science and Zoology";366;149;62;0,497;0,463;"CSIRO Publishing"
"International Criminal Justice Review";4,5;"93.0%
68/1025
Law";366;81;69;1,307;0,522;"SAGE"
"Bangladesh Journal of Botany";0,8;"11.0%
459/516
Plant Science";366;470;37;0,349;0,189;"Bangladesh Botanical Society"
"Marketing Education Review";3,1;"66.0%
514/1543
Education";366;118;76;0,796;0,484;"Taylor & Francis"
"Revista Espanola de Medicina Nuclear e Imagen Molecular";1,1;"23.0%
255/333
Radiology, Nuclear Medicine and Imaging";366;336;39;0,273;0,208;"Elsevier"
"Transactions - Geothermal Resources Council";0,6;"13.0%
143/165
Geophysics";366;616;31;0,443;0,21;
"Nanoscience and Technology";4;"58.0%
164/398
Mechanics of Materials";366;91;57;0,852;0,609;"Begell House"
"Gestao e Producao";1,6;"39.0%
234/384
Industrial and Manufacturing Engineering";366;226;60;0,328;0,2;"Brazilian Institute for Information in Science and Technology"
"South African Geographical Journal";3,4;"67.0%
269/821
Geography, Planning and Development";366;109;66;0,648;0,404;"Taylor & Francis"
"China Review";2,3;"89.0%
143/1304
Cultural Studies";366;162;60;0,974;0,355;"Cluj University Press"
"International Journal of Asian Business and Information Management";2,8;"91.0%
105/1304
Cultural Studies";366;130;65;0,556;0,268;"IGI Global Publishing"
"Alpine Botany";5,1;"79.0%
150/721
Ecology, Evolution, Behavior and Systematics";366;72;81;1,029;0,794;"Springer Nature"
"Journal of Electronic Testing: Theory and Applications (JETTA)";2;"37.0%
495/797
Electrical and Electronic Engineering";366;179;62;0,518;0,271;"Springer Nature"
"Human Nature";3,7;"90.0%
48/502
Anthropology";366;100;70;0,814;0,646;"Springer Nature"
"Pharmacogenetics and Genomics";3,2;"66.0%
27/80
General Pharmacology, Toxicology and Pharmaceutics";366;113;72;0,613;0,563;"Wolters Kluwer Health"
"Russian Journal of Earth Sciences";1,9;"44.0%
108/195
General Earth and Planetary Sciences";366;194;56;0,417;0,244;"Geophysical Center of the Russian Academy of Sciences"
"Journal of Rheumatic Diseases";2,5;"41.0%
43/73
Rheumatology";366;147;50;0,874;0,501;"Korean College of Rheumatology"
"Journal of Knot Theory and its Ramifications";0,8;"25.0%
89/119
Algebra and Number Theory";366;459;37;0,619;0,418;"World Scientific"
"Plant Species Biology";2,7;"55.0%
232/516
Plant Science";367;136;74;0,76;0,438;"John Wiley & Sons"
"Cogitare Enfermagem";0,9;"27.0%
101/139
General Nursing";367;411;34;0,213;0,191;"Universidade Federal do Parana"
"Journal of Cold Regions Engineering - ASCE";3,2;"58.0%
158/384
Industrial and Manufacturing Engineering";367;116;70;0,78;0,424;"American Society of Civil Engineers"
"American Historical Review";0,6;"71.0%
494/1760
History";367;576;18;2,136;0,268;"Oxford University Press"
"Critical Asian Studies";3,2;"75.0%
363/1466
Sociology and Political Science";367;113;62;1,399;0,49;"Taylor & Francis"
"International Review of Automatic Control";2,7;"84.0%
15/92
Discrete Mathematics and Combinatorics";367;134;70;0,485;0,287;"Praise Worthy Prize S.r.l"
"International Journal of Information Security and Privacy";2,5;"36.0%
249/394
Information Systems";367;149;56;0,329;0,207;"IGI Global Publishing"
"International Journal of Central Banking";2,3;"45.0%
172/317
Finance";367;162;60;1,046;1,466;"Association of the International Journal of Central Banking"
"Acta Tabacaria Sinica";1,1;"33.0%
128/193
Agricultural and Biological Sciences (miscellaneous)";367;327;49;0,505;0,447;"Science China Press"
"Clinical Neuropharmacology";1,9;"34.0%
179/272
Pharmacology (medical)";367;190;62;0,286;0,287;"Wolters Kluwer Health"
"Journal of Language and Education";1,7;"79.0%
225/1088
Language and Linguistics";367;218;56;0,55;0,257;"National Research University Higher School of Economics"
"Yuzuncu Yil University Journal of Agricultural Sciences";1,1;"32.0%
149/221
General Agricultural and Biological Sciences";367;342;53;0,398;0,192;"University of Yuzuncu Yil"
"Chinese Journal of Diabetes Mellitus";0,4;"15.0%
141/167
Internal Medicine";367;835;16;0,119;0,132;"Chinese Medical Journals Publishing House Co.Ltd"
"4OR";3,8;"67.0%
58/176
Computational Theory and Mathematics";367;96;74;1,484;0,661;"Springer Nature"
"Journal of Innovation Economics and Management";3,2;"59.0%
290/716
Economics and Econometrics";367;115;71;0,773;0,49;"De Boeck"
"Terrestrial, Atmospheric and Oceanic Sciences";2;"39.0%
88/145
Oceanography";367;188;66;0,4;0,347;"Springer Nature"
"International Journal of Applied Linguistics";3,3;"90.0%
107/1088
Language and Linguistics";368;110;66;1,23;0,798;"John Wiley & Sons"
"ASTIN Bulletin";3,2;"59.0%
292/716
Economics and Econometrics";368;116;78;1,19;0,979;"Cambridge University Press"
"RILEM Technical Letters";5;"76.0%
72/307
General Engineering";368;74;73;0,856;1,272;"RILEM Publications S.A.R.L."
"Techniques and Innovations in Gastrointestinal Endoscopy";2,1;"38.0%
103/167
Gastroenterology";368;177;53;0,37;0,506;"Elsevier"
"Journal of General and Applied Microbiology";2,4;"28.0%
91/127
Applied Microbiology and Biotechnology";368;154;66;0,397;0,286;"Microbiology Research Foundation"
"Canadian Journal of School Psychology";4,3;"67.0%
117/360
Developmental and Educational Psychology";368;85;71;1,275;0,908;"SAGE"
"Visual Communication";3,4;"97.0%
19/667
Visual Arts and Performing Arts";368;109;72;1,553;0,53;"SAGE"
"International Journal of Police Science and Management";2,6;"82.0%
182/1025
Law";368;140;67;0,96;0,511;"SAGE"
"Petroleum and Coal";0,9;"15.0%
62/73
General Energy";368;416;35;0,354;0,175;"Slovnaft VURUP a.s"
"Advances in Heterocyclic Chemistry";5,8;"69.0%
50/161
Polymers and Plastics";368;64;78;"N/A";"N/A";"Elsevier"
"Current Hypertension Reviews";4,8;"64.0%
59/167
Internal Medicine";368;76;64;0,792;0,598;"Bentham Science Publishers"
"Glass and Ceramics (English translation of Steklo i Keramika)";1;"20.0%
102/127
Ceramics and Composites";368;371;43;0,643;0,228;"Springer Nature"
"Journal of Fluency Disorders";3,7;"91.0%
94/1088
Language and Linguistics";368;100;68;1,251;0,758;"Elsevier"
"HEC Forum";3,7;"72.0%
13/46
Issues, Ethics and Legal Aspects";368;100;84;0,623;0,348;"Springer Nature"
"Rubber Chemistry and Technology";3,5;"47.0%
85/161
Polymers and Plastics";368;104;84;0,764;0,267;"Rubber Division of the American Chemical Society"
"Obogashchenie Rud";1,8;"49.0%
90/176
Metals and Alloys";368;206;57;0,469;0,354;"Ore & Metals Publishing House"
"Rambam Maimonides Medical Journal";3,2;"74.0%
164/636
General Medicine";368;115;62;0,601;0,352;"Rambam Health Care Campus"
"Journal of Research in Special Educational Needs";3;"64.0%
544/1543
Education";368;122;68;0,97;0,565;"John Wiley & Sons"
"International Journal of Nursing Knowledge";2,9;"70.0%
5/15
Fundamentals and Skills";368;127;69;0,806;0,479;"John Wiley & Sons"
"Structural Integrity and Life";1,6;"44.0%
98/176
Metals and Alloys";368;234;39;0,601;0,269;"Society for Structural Integrity and Life (DIVK)"
"Geological Survey of China";1,1;"27.0%
234/321
Geology";368;323;46;0,492;"N/A";"Editorial Department of China Geological Survey"
"Mathematical Research Letters";1,4;"53.0%
185/399
General Mathematics";369;263;48;0,77;1,128;"International Press of Boston, Inc."
"Plasma Research Express";3,5;"69.0%
24/77
Nuclear Energy and Engineering";369;105;76;0,861;0,25;"Institute of Physics Publishing"
"Intervention in School and Clinic";1,9;"47.0%
813/1543
Education";369;194;57;0,822;0,389;"SAGE"
"Immunotherapy Advances";5;"40.0%
140/236
Immunology";369;74;74;0,713;"N/A";"Oxford University Press"
"Jordan Journal of Pharmaceutical Sciences";1,7;"41.0%
108/183
Pharmaceutical Science";369;211;57;0,872;0,311;"The University of Jordan"
"Cytokine: X";13,2;"92.0%
34/438
Biochemistry";369;28;100;0,809;0,98;"Elsevier"
"Resonance";0,9;"24.0%
1159/1543
Education";369;419;24;0,369;0,167;"Springer Nature"
"African Journal of Urology";1;"32.0%
82/120
Urology";369;381;43;0,416;0,204;"Springer Nature"
"Qualitative Sociology";3,6;"77.0%
331/1466
Sociology and Political Science";369;103;74;1,43;0,701;"Springer Nature"
"Health SA Gesondheid";1,4;"29.0%
469/665
Public Health, Environmental and Occupational Health";369;264;49;0,471;0,38;"OpenJournals Publishing AOSIS (Pty) Ltd"
"Corpus Linguistics and Linguistic Theory";4,2;"93.0%
70/1088
Language and Linguistics";369;87;76;1,492;1,01;"Walter de Gruyter"
"Sport Mont";1,3;"31.0%
169/247
Physical Therapy, Sports Therapy and Rehabilitation";369;293;53;0,312;0,182;"Montenegrin Sports Academy"
"Sel'skokhozyaistvennaya Biologiya";1;"28.0%
159/221
General Agricultural and Biological Sciences";369;368;46;0,388;0,164;"Russian Academy of Agricultural Sciences"
"CIS Iron and Steel Review";2,5;"58.0%
74/176
Metals and Alloys";369;146;58;0,933;0,472;"Ore and Metals Publishing house"
"World Congress in Computational Mechanics and ECCOMAS Congress";0,5;"11.0%
597/672
Mechanical Engineering";369;785;25;0,14;0,129;
"International Journal of Endocrinology and Metabolism";3,1;"38.0%
151/244
Endocrinology, Diabetes and Metabolism";369;120;68;0,794;0,506;"Brieflands"
"Economic Botany";4,1;"79.0%
24/115
Horticulture";369;89;67;1,048;0,395;"Springer Nature"
"International Journal of Nanoscience";1,6;"29.0%
562/797
Electrical and Electronic Engineering";369;235;52;0,3;0,188;"World Scientific"
"Dementia and Geriatric Cognitive Disorders Extra";4,3;"59.0%
232/567
Psychiatry and Mental Health";370;87;80;0,86;0,551;"Karger"
"Music Perception";3,7;"98.0%
4/180
Music";370;100;60;1,001;0,785;"University of California Press"
"Africa";2,4;"80.0%
99/502
Anthropology";370;156;63;1,391;0,658;"Cambridge University Press"
"Contemporary Political Theory";3,3;"80.0%
137/706
Political Science and International Relations";370;113;65;1,923;0,63;"Springer Nature"
"Culture and Organization";3,2;"93.0%
85/1304
Cultural Studies";370;115;71;0,674;0,577;"Taylor & Francis"
"Health Systems";4,2;"68.0%
99/310
Health Policy";370;89;78;1,063;0,496;"Taylor & Francis"
"Revista Espanola de Sociologia";1,5;"55.0%
652/1466
Sociology and Political Science";370;247;55;0,653;0,319;"Federacion Espanola de Sociologia"
"Theoretical Population Biology";2,5;"51.0%
353/721
Ecology, Evolution, Behavior and Systematics";370;146;68;0,758;0,648;"Elsevier"
"Annals of the Institute of Statistical Mathematics";2;"50.0%
138/278
Statistics and Probability";370;185;60;1,094;0,791;"Springer Nature"
"Oncology Reviews";6,3;"70.0%
118/404
Oncology";370;59;78;1,077;0,747;"Frontiers Media S.A."
"Infektsionnye Bolezni";1,3;"26.0%
109/148
Epidemiology";370;277;51;0,379;0,173;"Dynasty Publishing House"
"Journal of Advanced Research in Numerical Heat Transfer";6,2;"83.0%
29/176
Computational Theory and Mathematics";370;60;60;1,919;0,592;"Penerbit Akademia Baru"
"Annales Scientifiques de l'Ecole Normale Superieure";3;"84.0%
63/399
General Mathematics";370;123;66;2,124;2,419;"Societe Mathematique de France"
"Capillarity";7,1;"76.0%
14/57
Surfaces and Interfaces";370;52;79;1,136;0,645;"Yandy Scientific Press"
"Voprosy Virusologii";2;"32.0%
232/344
Infectious Diseases";370;186;51;0,458;0,211;"Central Research Institute for Epidemiology"
"International Journal of Serious Games";3,8;"75.0%
157/635
Applied Mathematics";370;98;100;0,958;0,441;"Serious Games Society"
"Interaction Design and Architecture(s)";2,5;"80.0%
37/189
Architecture";370;148;54;0,536;0,295;"ASLERD"
"Small-scale Forestry";3,1;"69.0%
54/174
Forestry";370;121;81;0,637;0,458;"Springer Nature"
"Vertebrate Paleobiology and Paleoanthropology";4,8;"88.0%
14/113
Paleontology";370;77;84;"N/A";"N/A";"Springer Nature"
"Environmental Humanities";2,6;"82.0%
88/502
Anthropology";371;142;51;1,392;0,611;"Duke University Press"
"Advances in Motivation Science";17,7;"99.0%
1/97
Psychology (miscellaneous)";371;21;76;"N/A";"N/A";"Elsevier"
"Journal of Mining and Metallurgy, Section B: Metallurgy";2;"54.0%
81/176
Metals and Alloys";371;183;56;0,48;0,263;"Technical Faculty in Bor"
"Contemporary Family Therapy";2,5;"90.0%
123/1304
Cultural Studies";371;147;68;0,713;0,442;"Springer Nature"
"International Journal of Turbomachinery, Propulsion and Power";2,3;"45.0%
84/153
Aerospace Engineering";371;163;63;0,581;0,34;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Fizika Nizkikh Temperatur";0,6;"11.0%
216/243
General Physics and Astronomy";371;614;29;0,46;0,183;"ILTPE-B. Verkin Institute for Low Temperature Physics and Engineering"
"Brain Hemorrhages";2,9;"64.0%
195/551
Surgery";371;126;59;0,427;0,4;"KeAi Communications Co."
"Egyptian Journal of Forensic Sciences";2;"75.0%
256/1025
Law";371;189;58;1,156;0,443;"Springer Nature"
"Gyroscopy and Navigation";2,8;"50.0%
116/232
General Computer Science";371;134;65;0,672;0,311;"Pleiades Publishing"
"Chinese Journal of Network and Information Security";1,2;"14.0%
337/395
Computer Networks and Communications";371;322;43;0,289;0,181;"Beijing Xintong Media Co., Ltd."
"Ultrasonic Imaging";5,1;"71.0%
95/333
Radiology, Nuclear Medicine and Imaging";372;73;79;1,099;0,642;"SAGE"
"Journal of Constructivist Psychology";2,4;"84.0%
178/1167
Linguistics and Language";372;152;61;0,929;0,528;"Taylor & Francis"
"International Interactions";2,4;"73.0%
191/706
Political Science and International Relations";372;152;65;0,742;0,612;"Taylor & Francis"
"Continuum";1,5;"92.0%
49/667
Visual Arts and Performing Arts";372;249;47;0,878;0,31;"Taylor & Francis"
"Acta Politica";2,6;"74.0%
180/706
Political Science and International Relations";372;141;67;1,046;0,585;"Springer Nature"
"Proceedings of the IEEE Symposium on Reliable Distributed Systems";3,2;"55.0%
59/130
Theoretical Computer Science";372;117;65;0,868;0,717;"IEEE"
"Ecopsychology";3;"49.0%
157/310
Social Psychology";372;125;76;0,765;0,452;"Mary Ann Liebert"
"Journal of Ethnic and Cultural Diversity in Social Work";3;"65.0%
538/1543
Education";372;123;73;0,845;0,469;"Taylor & Francis"
"Advances in Applied Mechanics";23,3;"99.0%
1/89
Computational Mechanics";372;16;81;"N/A";0,292;"Elsevier"
"Acta Theriologica Sinica";1,3;"30.0%
339/490
Animal Science and Zoology";372;288;48;0,495;0,283;"Science China Press"
"Advances in Computer Vision and Pattern Recognition";2;"30.0%
74/106
Computer Vision and Pattern Recognition";372;190;49;"N/A";"N/A";"Springer Nature"
"Boletin de la Asociacion de Geografos Espanoles";1,7;"56.0%
122/279
Urban Studies";372;217;53;0,579;0,313;"Radcliffe Cardiology"
"Phycological Research";3,6;"74.0%
50/193
Agricultural and Biological Sciences (miscellaneous)";372;104;74;0,711;0,417;"John Wiley & Sons"
"Tehnicki Glasnik";1,5;"34.0%
201/307
General Engineering";372;254;45;0,431;0,209;"University North"
"International Journal of Web-Based Learning and Teaching Technologies";2,4;"55.0%
689/1543
Education";373;156;53;0,465;0,26;"IGI Global Publishing"
"Journal of Urbanism";4,2;"78.0%
60/279
Urban Studies";373;89;81;0,702;0,405;"Taylor & Francis"
"Accounting Forum";5,2;"78.0%
38/176
Accounting";373;72;86;1,196;0,664;"Taylor & Francis"
"Stanford Law Review";4,8;"94.0%
59/1025
Law";373;78;73;1,743;2,137;"Stanford Law School"
"Journal of Postgraduate Medicine";2;"61.0%
245/636
General Medicine";373;189;44;0,81;0,342;"Wolters Kluwer Health"
"Metroeconomica";2,4;"47.0%
373/716
Economics and Econometrics";373;157;60;1,073;0,775;"John Wiley & Sons"
"Journal of Perioperative Practice";1,6;"75.0%
7/26
Medical and Surgical Nursing";373;232;51;0,505;0,252;"SAGE"
"Journal of Pension Economics and Finance";4,2;"69.0%
220/716
Economics and Econometrics";373;89;66;1,128;0,737;"Cambridge University Press"
