"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Archivio Penale";0,1;"3.0%
993/1025
Law";37;598;5;0,033;0,184;"Pisa University Press"
"Mexican Studies/Estudios Mexicanos";0,6;"69.0%
544/1760
History";37;64;33;0,774;0,173;"University of California Press"
"Bulletin of the Geological Society of Finland";1,3;"30.0%
224/321
Geology";37;28;61;0,449;0,314;"Geological Society of Finland"
"Studies in Church History";0,4;"59.0%
259/644
Religious Studies";37;86;27;0,892;0,188;"Cambridge University Press"
"Iraq";1,4;"96.0%
7/170
Classics";37;27;37;0,61;0,326;"Cambridge University Press"
"Political Science";0,9;"40.0%
871/1466
Sociology and Political Science";37;42;36;0,482;0,175;"Taylor & Francis"
"Journal of Aesthetics and Culture";0,8;"83.0%
110/667
Visual Arts and Performing Arts";37;46;43;1,467;0,122;"Taylor & Francis"
"Research in Labor Economics";1;"44.0%
395/706
Political Science and International Relations";37;38;32;0,693;0,687;"Emerald Publishing"
"Alam Cipta";0,5;"24.0%
210/279
Urban Studies";37;78;22;0,275;0,13;"Universiti Putra Malaysia"
"Ecclesial Practices";0,6;"72.0%
176/644
Religious Studies";37;57;23;0,521;0,233;"Brill"
"Video Journal of Education and Pedagogy";0,9;"25.0%
1150/1543
Education";37;41;41;0,194;0,163;"Brill"
"Religion and Gender";0,7;"76.0%
154/644
Religious Studies";37;53;42;0,256;0,124;"Brill"
"Cahiers de Linguistique Asie Orientale";0,9;"67.0%
359/1088
Language and Linguistics";37;39;44;0,597;0,202;"Brill"
"Indogermanische Forschungen";0,6;"57.0%
460/1088
Language and Linguistics";37;59;31;0,451;0,132;"Walter de Gruyter"
"Altorientalische Forschungen";0,6;"68.0%
556/1760
History";37;65;31;1,144;0,167;"Walter de Gruyter"
"Strategic Comments";0,3;"13.0%
612/706
Political Science and International Relations";37;143;19;"N/A";0,13;"Taylor & Francis"
"Zuchtungskunde";0,5;"6.0%
460/490
Animal Science and Zoology";37;81;22;0,034;0,145;"Verlag Eugen Ulmer"
"Revista Cientifica de la Sociedad Espanola de Enfermeria Neurologica";0,7;"27.0%
33/45
Nursing (miscellaneous)";37;50;32;0,211;0,162;"Elsevier"
"Foucault Studies";0,7;"65.0%
278/806
Philosophy";37;52;35;1,003;0,168;"Copenhagen Business School"
"Edinburgh Law Review";0,3;"51.0%
851/1760
History";37;106;23;0,04;0,103;"Edinburgh University Press"
"Interactive Entertainment Law Review";1;"52.0%
479/1025
Law";37;37;35;0,322;0,198;"Edward Elgar Publishing Ltd."
"Journal of Perinatal Education";0,7;"27.0%
239/330
Pediatrics, Perinatology and Child Health";37;54;43;0,271;0,206;"Springer Publishing Company"
"Journal of Law, Finance, and Accounting";1,5;"67.0%
329/1025
Law";37;25;48;0,418;0,371;"Now Publishers Inc"
"Contemporary Buddhism";0,8;"80.0%
123/644
Religious Studies";37;44;48;0,44;0,169;"Taylor & Francis"
"Virtual Creativity";0,9;"56.0%
241/552
Arts and Humanities (miscellaneous)";37;40;38;0,284;0,124;"Intellect Publishers"
"Historisk Tidskrift";0,2;"30.0%
1224/1760
History";37;192;12;0,182;0,102;"Svenska Historiska Foreningen"
"Applied Theatre Research";0,7;"89.0%
119/1106
Literature and Literary Theory";37;52;40;0,206;0,13;"Intellect Publishers"
"Argumentation and Advocacy";0,7;"32.0%
343/511
Communication";37;52;42;0,488;0,239;"Taylor & Francis"
"Taikomoji Kalbotyra";0,7;"57.0%
501/1167
Linguistics and Language";37;52;46;0,187;0,118;"Vilnius University Press"
"Systemes d'Information et Management";1,2;"18.0%
236/289
Management of Technology and Innovation";37;32;56;0,568;0,193;"Editions ESKA"
"Victorian Naturalist";0,6;"11.0%
195/221
General Agricultural and Biological Sciences";37;64;39;0,192;0,183;"Field Naturalists Club of Victoria"
"Issues in Language Studies";0,5;"52.0%
618/1304
Cultural Studies";37;73;30;0,299;0,135;"Universiti Malaysia Sarawak"
"Applied and Computational Mechanics";0,8;"16.0%
318/379
Civil and Structural Engineering";37;44;34;0,264;0,129;"University of West Bohemia"
"Asparkia";0,3;"40.0%
104/173
General Arts and Humanities";37;126;17;0,538;0,181;"Universitat Jaume I"
"Journal of Cellular Biotechnology";0,7;"12.0%
274/311
Biotechnology";37;55;36;0,335;0,136;"IOS Press"
"Vinculos de Historia";0,4;"54.0%
803/1760
History";37;98;16;0,624;0,136;"Universidad de Castilla la Mancha"
"Indian Journal of Practical Pediatrics";0,4;"13.0%
285/330
Pediatrics, Perinatology and Child Health";37;102;14;0,089;0,106;"The Indian Academy of Pediatrics"
"Revista Cientifica de la Facultad de Veterinaria";0,2;"8.0%
27/29
Immunology and Microbiology (miscellaneous) ";37;194;15;0,131;0,12;"Universidad del Zulia, Facultad de Ciencias Veterinarias"
"Journal of Korean Studies";0,6;"26.0%
202/275
General Social Sciences";37;59;41;0,939;0,189;"Center for Korea Studies, University of Washington"
"SKASE Journal of Theoretical Linguistics";0,6;"58.0%
456/1088
Language and Linguistics";37;58;26;1,112;0,164;"The Slovak Association for the Study of English"
"Electronics";1,1;"20.0%
636/797
Electrical and Electronic Engineering";37;35;31;0,14;0,164;"Faculty of Electrical Engineering Banja Luka"
"International Journal of Statistics in Medical Research";0,4;"27.0%
57/78
Health Professions (miscellaneous)";37;85;24;0,213;0,252;"Lifescience Global"
"Acta Historiae Artis Slovenica";0,6;"74.0%
168/667
Visual Arts and Performing Arts";37;64;42;1,293;0,257;"ZRC SAZU, Zalozba ZRC"
"Veterinary Sciences and Practices";0,3;"7.0%
180/194
General Veterinary";37;110;22;0,22;0,12;"Ataturk Universitesi"
"Primate Biology";1,9;"45.0%
269/490
Animal Science and Zoology";37;20;75;1,445;0,51;"Copernicus Publications"
"Sexual Offending: Theory, Research, and Prevention";0,9;"50.0%
504/1025
Law";37;39;46;"N/A";"N/A";"PsychOpen"
"Slovene";0,3;"48.0%
333/644
Religious Studies";37;115;18;0,687;0,122;"Institute for Slavic Studies of the Russian Academy of Sciences"
"Ural-Altaic Studies";0,4;"40.0%
650/1088
Language and Linguistics";37;101;24;0,489;0,133;"Institute of Linguistics RAS, Department of Ural-Altaic languages"
"Narodopisna Revue";0,3;"38.0%
806/1304
Cultural Studies";37;110;25;0,611;0,253;"The National Institute of Folk Culture"
"Novoe Literaturnoe Obozrenie";0,1;"24.0%
832/1106
Literature and Literary Theory";37;398;7;0,291;0,111;"Novoe Literaturnoe Obozrenie Ltd."
"Perseitas";0,5;"42.0%
319/552
Arts and Humanities (miscellaneous)";37;80;39;0,476;0,138;"Universidad Catolica Luis Amigo"
"Camera Praehistorica";0,6;"55.0%
183/413
Archeology (arts and humanities)";37;62;34;0,861;0,344;"Peter the Great Museum of Anthropology and Ethnography (Kunstkamera), Russian Academy of Sciences"
"Ezikov Svyat";0,2;"39.0%
668/1106
Literature and Literary Theory";37;220;12;0,426;0,111;"South-West University Publishing House, Faculty of Philology"
"Tautosakos Darbai";0,4;"72.0%
305/1106
Literature and Literary Theory";37;93;17;0,471;0,132;"Institute of Lithuanian Literature and Folklore"
"Journal of Language Modelling";1,3;"72.0%
319/1167
Linguistics and Language";37;28;43;0,9;0,163;"Institute of Computer Science, Polish Academy of Sciences"
"Metas de Enfermeria";0,1;"2.0%
136/139
General Nursing";37;336;9;0,026;0,107;"DAE Editorial, Grupo Paradigma"
"Dynamis";0,3;"32.0%
151/223
History and Philosophy of Science";37;107;23;0,709;0,115;"Editorial Universidad de Granada"
"Journal of the Japan Society for Technology of Plasticity";0,2;"4.0%
640/672
Mechanical Engineering";37;244;10;0,283;0,117;"Japan Society for Technology of Plasticity"
"Medijske Studije";0,7;"34.0%
337/511
Communication";37;50;34;0,559;0,17;"Faculty of Political Sciences, University of Zagreb"
"Prispevki za Novejso Zgodovino";0,3;"45.0%
962/1760
History";37;122;20;0,78;0,139;"Institute of Contemporary History"
"Cuadernos de Ilustracion y Romanticismo";0,2;"49.0%
562/1106
Literature and Literary Theory";37;171;15;0,177;0,1;"Universidad de Cadiz"
"Women, Gender and Research";0,6;"34.0%
140/213
Gender Studies";37;64;17;0,372;0,153;"Kobenhavns Universitet"
"Con-textos Kantianos";0,3;"38.0%
495/806
Philosophy";37;125;22;0,541;0,168;"Universidad Compultense Madrid"
"Medicina Clinica y Social";0,4;"14.0%
341/398
Medicine (miscellaneous)";37;94;23;0,121;0,119;"Faculty of Medical Sciences, Santa Rosa del Aguaray Branch, National University of Asuncion"
"Cuadernos de Derecho Local";0,3;"25.0%
763/1025
Law";37;106;17;0,545;0,124;"Fundacion Democracia y Gobierno Local"
"Endokrynologia";0,6;"6.0%
120/128
Endocrinology";37;62;45;0,014;0,123;"Publishing House Medknyha"
"Journal of Public Interest Communications";1,9;"85.0%
185/1304
Cultural Studies";37;20;60;0,802;0,258;"University of Florida College of Journalism and Communications"
"Palgrave Studies in Practice: Global Fashion Brand Management";1,9;"33.0%
293/443
Business and International Management";37;20;65;"N/A";"N/A";"Springer Nature"
"Norsk Antropologisk Tidsskrift";0,6;"38.0%
308/502
Anthropology";38;65;34;0,587;0,275;"Scandinavian University Press"
"Gastroenterological Endoscopy";0,1;"3.0%
162/167
Gastroenterology";38;472;7;0,065;0,109;"Japan Gastroenterological Endoscopy Society"
"Ri-Vista";0,3;"30.0%
131/189
Architecture";38;110;18;0,037;0,113;"Firenze University Press"
"Social Science Forum";0,6;"60.0%
519/1304
Cultural Studies";38;60;35;0,173;0,126;"Univerza v Ljubljani"
"Chirurgia (Turin)";0,1;"3.0%
531/551
Surgery";38;291;8;0,015;0,105;"Minerva Medica"
"American Catholic Philosophical Quarterly";0,4;"60.0%
257/644
Religious Studies";38;88;27;0,31;0,111;"Philosophy Documentation Center"
"Journal of Cultural Marketing Strategy";0,7;"12.0%
184/210
Marketing";38;57;37;0,293;0,153;"Henry Stewart Publications"
"Cientifica";0,5;"8.0%
203/221
General Agricultural and Biological Sciences";38;79;33;0,263;0,125;"Universidade Estadual Paulista (UNESP)"
"Revista de Filologia Espanola";0,5;"79.0%
226/1106
Literature and Literary Theory";38;78;33;1,286;0,199;"CSIC Consejo Superior de Investigaciones Cientificas"
"Church History";0,4;"53.0%
809/1760
History";38;102;21;0,549;0,112;"Cambridge University Press"
"Journal of the Society of Architectural Historians";0,5;"69.0%
204/667
Visual Arts and Performing Arts";38;77;27;0,303;0,137;"University of California Press"
"Journal for Geometry and Graphics";0,5;"8.0%
228/249
Applied Psychology";38;78;22;0,226;0,128;"Heldermann Verlag"
"Irish Theological Quarterly";0,5;"64.0%
225/644
Religious Studies";38;76;28;"N/A";0,111;"SAGE"
"North American Archaeologist";0,9;"71.0%
118/413
Archeology (arts and humanities)";38;41;41;0,211;0,363;"SAGE"
"Think (UK)";0,3;"38.0%
496/806
Philosophy";38;129;15;"N/A";"N/A";"Cambridge University Press"
"Landscape History";0,8;"78.0%
382/1760
History";38;50;42;0,511;0,148;"Taylor & Francis"
"Transnational Screens";0,6;"78.0%
147/667
Visual Arts and Performing Arts";38;60;33;1,11;0,219;"Taylor & Francis"
"Soviet and Post Soviet Review";0,8;"78.0%
382/1760
History";38;50;40;1,05;0,122;"Brill"
"Zeitschrift fur Slawistik";0,4;"70.0%
331/1106
Literature and Literary Theory";38;101;21;0,318;0,125;"Walter de Gruyter"
"Asia-Pacific Review";0,5;"62.0%
653/1760
History";38;77;31;0,188;0,125;"Taylor & Francis"
"Fabrications";0,5;"70.0%
198/667
Visual Arts and Performing Arts";38;76;22;"N/A";0,141;"Taylor & Francis"
"Revista de Antropologia Social";0,5;"32.0%
339/502
Anthropology";38;79;29;0,386;0,14;"Universidad Complutense de Madrid"
"International Journal of Information Systems and Change Management";1,1;"22.0%
169/218
General Business, Management and Accounting";38;36;53;0,295;0,209;"Inderscience Publishers"
"Literature and Medicine";0,4;"72.0%
299/1106
Literature and Literary Theory";38;95;29;0,305;0,113;"Johns Hopkins University Press"
"Esprit Createur";0,2;"50.0%
546/1106
Literature and Literary Theory";38;168;14;0,373;0,12;"Johns Hopkins University Press"
"International Journal of the Classical Tradition";0,5;"73.0%
46/170
Classics";38;80;31;0;0,121;"Transaction Periodicals Consortium"
"Chinese Language and Discourse";0,8;"83.0%
109/667
Visual Arts and Performing Arts";38;47;49;0,402;0,201;"John Benjamins Publishing Company"
