"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Journal of Sound and Music in Games";0,7;"64.0%
64/180
Music";48;71;34;1,139;0,183;"University of California Press"
"Soil and Environmental Health";1,8;"41.0%
128/219
Environmental Science (miscellaneous)";48;26;62;"N/A";"N/A";"Elsevier"
"Social Influence";1,5;"25.0%
233/310
Social Psychology";48;32;44;0,323;0,553;"Taylor & Francis"
"Mathematics Magazine";0,2;"2.0%
390/399
General Mathematics";48;226;14;0,409;0,172;"Taylor & Francis"
"Journal on the Use of Force and International Law";1,1;"55.0%
454/1025
Law";48;45;44;"N/A";0,228;"Taylor & Francis"
"Journal of International Trade Law and Policy";1,1;"56.0%
451/1025
Law";48;44;45;0,419;0,163;"Emerald Publishing"
"Russian Journal of Operative Surgery and Clinical Anatomy";0,4;"37.0%
3/4
Pathophysiology";48;125;26;0,262;"N/A";"Media Sphera Publishing Group"
"Nuncius / Istituto e museo di storia della scienza";0,5;"37.0%
140/223
History and Philosophy of Science";48;103;28;0,58;0,174;"Brill"
"T'oung Pao";0,7;"89.0%
118/1106
Literature and Literary Theory";48;67;48;1,159;0,32;"Brill"
"Journal of International Peacekeeping";0,8;"44.0%
571/1025
Law";48;62;40;0,753;0,216;"Brill"
"Syntax and Semantics";1,8;"80.0%
216/1088
Language and Linguistics";48;27;52;"N/A";"N/A";"Brill"
"Mental Health in Historical Perspective";0,3;"40.0%
1045/1760
History";48;182;10;"N/A";"N/A";"Springer Nature"
"Uniform Law Review";0,5;"34.0%
673/1025
Law";48;93;24;1,602;0,213;"Oxford University Press"
"ICL Journal";0,8;"43.0%
576/1025
Law";48;63;35;0,824;0,135;"Walter de Gruyter"
"Psychologie in Erziehung und Unterricht";0,8;"14.0%
309/360
Developmental and Educational Psychology";48;62;39;0,357;0,21;"Ernst Reinhardt Verlag"
"International Journal of American Linguistics";0,6;"53.0%
502/1088
Language and Linguistics";48;87;30;0,745;0,164;"University of Chicago Press"
"History of Humanities";0,6;"65.0%
60/173
General Arts and Humanities";48;75;28;0,698;0,234;"University of Chicago Press"
"Astropolitics";1,2;"52.0%
336/706
Political Science and International Relations";48;39;36;"N/A";0,282;"Taylor & Francis"
"South Asia Economic Journal";1,1;"40.0%
171/288
General Economics, Econometrics and Finance";48;42;43;0,553;0,197;"SAGE"
"Louisiana Law Review";0,4;"28.0%
729/1025
Law";48;118;25;0,635;0,182;"The LSU Scholarly Repository"
"Pesquisas em Geociencias";0,7;"15.0%
164/195
General Earth and Planetary Sciences";48;72;44;0,303;0,17;"Universidade Federal do Rio Grande do Sul"
"Klinische Neurophysiologie";0,4;"9.0%
364/400
Neurology (clinical)";48;127;19;0,289;0,142;"Thieme"
"Midcontinental Journal of Archaeology";1,5;"80.0%
81/413
Archeology (arts and humanities)";48;33;64;0,502;0,474;"University of Illinois Press"
"International Journal of Postharvest Technology and Innovation";1;"21.0%
321/406
Agronomy and Crop Science";48;50;46;0,196;0,141;"Inderscience Publishers"
"International Journal of Vehicle Noise and Vibration";0,9;"19.0%
541/672
Mechanical Engineering";48;53;38;0,191;0,145;"Inderscience Publishers"
"Irish University Review";0,5;"81.0%
204/1106
Literature and Literary Theory";48;92;26;0,57;0,14;"Edinburgh University Press"
"Belgian Journal of Linguistics";1;"68.0%
340/1088
Language and Linguistics";48;48;42;0,906;0,265;"John Benjamins Publishing Company"
"Logistics Journal";0,6;"8.0%
293/321
Control and Systems Engineering";48;82;32;0,154;0,129;"Wissenschaftliche Gesellschaft fur Technische Logistik"
"Foundations and Trends in Marketing";3,4;"62.0%
266/716
Economics and Econometrics";48;14;64;0,746;0,459;"Now Publishers Inc"
"Clinical Lactation";0,6;"24.0%
250/330
Pediatrics, Perinatology and Child Health";48;77;30;0,166;0,181;"Springer Publishing Company"
"Journal of Ecumenical Studies";0,4;"54.0%
291/644
Religious Studies";48;124;15;0,58;0,161;"University of Pennsylvania Press"
"Visual Communication Quarterly";0,9;"37.0%
321/511
Communication";48;56;32;0,543;0,273;"Taylor & Francis"
"Journal of Holocaust Research";0,5;"64.0%
622/1760
History";48;93;25;"N/A";0,19;"Taylor & Francis"
"Atenea";0,4;"50.0%
86/173
General Arts and Humanities";48;124;23;0,434;0,149;"Universidad de Concepcion"
"Spectroscopy Europe";0,6;"8.0%
143/156
Analytical Chemistry";48;76;36;0,257;0,107;"John Wiley & Sons"
"Przeglad Socjologii Jakosciowej";0,4;"19.0%
221/275
General Social Sciences";48;123;27;0,415;0,193;"Lodz University Press"
"Annals of the Academy of Romanian Scientists: Series on Mathematics and its Applications";0,6;"10.0%
359/399
General Mathematics";48;87;28;0,405;0,17;"Academy of Romanian Scientists"
"International Journal of Transpersonal Studies";0,9;"82.0%
112/644
Religious Studies";48;54;37;0,168;0,129;"International Transpersonal Association"
"Taiwan Water Conservancy";0,4;"8.0%
239/261
Water Science and Technology";48;114;18;0,232;0,117;"Taiwan Joint Irrigation Association"
"Revista Mexicana de Ingenieria Biomedica";0,6;"7.0%
280/303
Biomedical Engineering";48;74;30;0,124;0,135;"Sociedad Mexicana de Ingenieria Biomedica"
"International Journal of Child Health and Nutrition";0,6;"23.0%
252/330
Pediatrics, Perinatology and Child Health";48;80;29;0,108;0,136;"Lifescience Global"
"Rivista di Matematica della Universita di Parma";0,6;"12.0%
350/399
General Mathematics";48;80;23;0,708;0,309;"Universita degli Studi di Parma"
"Journal of Dharma Studies";0,7;"73.0%
167/644
Religious Studies";48;72;28;0,977;0,167;"Springer Nature"
"Video-Assisted Thoracic Surgery";0,4;"17.0%
455/551
Surgery";48;115;27;0,15;0,146;"AME Publishing Company"
"Pediatrics Eastern Europe";0,2;"12.0%
38/43
Pharmacology, Toxicology and Pharmaceutics (miscellaneous)";48;200;17;0,077;0,117;"Professionalnye Izdaniya"
"Anclajes";0,4;"70.0%
329/1106
Literature and Literary Theory";48;127;25;0,364;0,107;"Instituto de Investigaciones Literarias y Discursivas, Universidad Nacional de La Pampa"
"Bonplandia";0,8;"16.0%
87/103
Biochemistry, Genetics and Molecular Biology (miscellaneous)";48;60;40;0,433;0,187;"Instituto de Botanica del Nordeste"
"Food Science and Technology (United States)";0,9;"17.0%
322/389
Food Science";48;52;48;0,365;0,156;"Horizon Research Publishing"
"Approaching Religion";0,6;"69.0%
195/644
Religious Studies";48;83;29;0,284;0,151;"Donner Institute for Research in Religious and Cultural History"
"Text (Australia)";0,2;"52.0%
524/1106
Literature and Literary Theory";48;203;16;0,178;0,195;"Australasian Association of Writing Programs"
"Rivista Internazionale di Filosofia e Psicologia";0,6;"62.0%
302/806
Philosophy";48;75;29;0,353;0,181;"Mimesis Edizioni"
"Apuntes";0,7;"28.0%
197/275
General Social Sciences";48;73;37;0,858;0,233;"Universidad del Pacifico Press"
"Cancer Innovation";0,7;"33.0%
29/43
Pharmacology, Toxicology and Pharmaceutics (miscellaneous)";48;68;28;0,214;0,389;"John Wiley & Sons"
"Fontes Linguae Vasconum";0,7;"59.0%
443/1088
Language and Linguistics";48;72;31;0,449;0,164;"Principe de Viana institution-Government of Navarre"
"Lentera Hukum";0,7;"42.0%
589/1025
Law";48;67;42;0,423;0,142;"University of Jember"
"European Review of International Studies";0,9;"42.0%
408/706
Political Science and International Relations";48;51;45;0,292;0,324;"Brill"
"Indonesian Journal of International Law";0,5;"32.0%
689/1025
Law";48;101;31;0,515;0,19;"Center for International Law Studies, Faculty of Law, Universitas Indonesia"
"Food Materials Research";0,8;"15.0%
330/389
Food Science";48;57;39;0,238;"N/A";"Maximum Academic Press"
"International Journal of Banking, Accounting and Finance";0,8;"18.0%
258/317
Finance";48;58;38;0,167;0,183;"Inderscience Publishers"
"Proceedings of the International Conference on Mine Closure";0,2;"5.0%
218/229
Geotechnical Engineering and Engineering Geology";48;224;16;0,061;0,15;
"International Quarterly for Asian Studies";0,7;"65.0%
449/1304
Cultural Studies";48;66;47;0,362;0,146;"Arnold-Bergstraesser-Institute"
"Prace i Studia Geograficzne";0,4;"46.0%
691/1304
Cultural Studies";48;111;30;0,239;0,132;"Walter de Gruyter"
"Revue Internationale de Politique Comparee";0,6;"30.0%
488/706
Political Science and International Relations";48;75;37;0,426;0,128;"De Boeck"
"Archaologisches Korrespondenzblatt";0,4;"42.0%
238/413
Archeology (arts and humanities)";48;119;29;0,608;0,233;"Leibniz-Zentrum fuer Archaeologie"
"Berichte Geographie und Landeskunde";0,6;"16.0%
685/821
Geography, Planning and Development";48;77;36;0,196;0,168;"Franz Steiner Verlag"
"Archivos Peruanos de Cardiologia y Cirugia Cardiovascular";0,4;"10.0%
348/387
Cardiology and Cardiovascular Medicine";48;132;19;0,073;"N/A";"National Cardiovascular Institute - INCOR"
"Canadian Tax Journal";0,4;"28.0%
735/1025
Law";48;120;23;"N/A";"N/A";"Canadian Tax Foundation"
"Poblacion y Sociedad";0,6;"27.0%
101/139
Demography";48;75;35;0,724;0,143;"Portal de Revistas de la Universidad Nacional de La Pampa"
"ZooNotes";0,6;"12.0%
193/219
Environmental Science (miscellaneous)";48;79;38;0,478;"N/A";"Plovdiv University Press"
"Al-Ahwal";0,8;"81.0%
122/644
Religious Studies";48;57;44;0,326;"N/A";"Al-Ahwal Research Centre Department of Islamic Family Law, Faculty of Sharia and Law, UIN Sunan Kalijaga"
"Journal of Psychopathology and Clinical Science";0,7;"26.0%
295/398
Medicine (miscellaneous)";49;69;43;"N/A";"N/A";"American Psychological Association"
"Acta Comportamentalia";0,3;"8.0%
1405/1543
Education";49;141;24;0,346;0,21;"Universidad Nacional Autonoma de Mexico"
"Pedagogy";0,4;"42.0%
746/1304
Cultural Studies";49;128;25;0,553;0,159;"Duke University Press"
"Ceska a Slovenska Psychiatrie";0,4;"7.0%
524/567
Psychiatry and Mental Health";49;131;24;0,2;0,136;"Czech Medical Association J.E. Purkyne"
"Herpetological Review";1,1;"26.0%
362/490
Animal Science and Zoology";49;43;47;0,596;0,286;"Society for the Study of Amphibians and Reptiles"
"SEPM Special Publications";1,6;"42.0%
32/55
Stratigraphy";49;30;73;0,183;0,159;"SEPM Society for Sedimentary Geology"
"Progress in Reaction Kinetics and Mechanism";2,1;"26.0%
140/189
Physical and Theoretical Chemistry";49;23;52;0,308;0,252;"Science Reviews Ltd"
"RA'E GA - O Espaco Geografico em Analise";0,5;"11.0%
727/821
Geography, Planning and Development";49;107;33;0,173;0,114;"Universidade Federal do Parana"
"Surgical and Cosmetic Dermatology";0,2;"9.0%
129/142
Dermatology";49;239;15;0,091;0,133;"Sociedade Brasileira de Dermatologia"
"Asclepio";0,5;"36.0%
141/223
History and Philosophy of Science";49;107;31;0,79;0,163;"CSIC Consejo Superior de Investigaciones Cientificas"
"Rural History: Economy, Society, Culture";0,7;"76.0%
408/1760
History";49;67;40;1,078;0,151;"Cambridge University Press"
"Annual Reports in Computational Chemistry";2,5;"51.0%
92/189
Computational Mathematics";49;20;55;"N/A";"N/A";"Elsevier"
"Loisir et Societe";0,4;"19.0%
1178/1466
Sociology and Political Science";49;118;28;0,305;0,148;"Taylor & Francis"
"Arab Journal of Mathematical Sciences";1,2;"43.0%
226/399
General Mathematics";49;42;43;0,916;0,234;"Emerald Publishing"
"Leiden Studies in Islam and Society";0,7;"75.0%
428/1760
History";49;69;38;0;0,116;"Brill"
"Early Science and Medicine";0,5;"64.0%
626/1760
History";49;96;36;0,71;0,161;"Brill"
"Pneuma";0,6;"70.0%
191/644
Religious Studies";49;83;27;0,501;0,238;"Brill"
"Studies in Global Social History";0,5;"65.0%
605/1760
History";49;93;25;0;0,133;"Brill"
"Philological Encounters";0,7;"60.0%
432/1088
Language and Linguistics";49;71;38;1,083;0,231;"Brill"
"Rendiconti del Seminario Matematico dell 'Universita' di Padova/Mathematical Journal of the University of Padova";0,6;"12.0%
75/85
Mathematical Physics";49;87;28;0,422;0,33;"European Mathematical Society Publishing House"
"Palgrave Socio-Legal Studies";0,3;"24.0%
769/1025
Law";49;144;17;"N/A";"N/A";"Springer Nature"
"Uspekhi Fiziologicheskikh Nauk";0,9;"6.0%
180/193
Physiology";49;55;42;0,126;0,12;"Izdatel'stvo Nauka"
"Journal of Iberian and Latin American Research";0,6;"84.0%
177/1106
Literature and Literary Theory";49;87;29;0;0,127;"Taylor & Francis"
"Sprache Stimme Gehor";0,4;"6.0%
62/66
Speech and Hearing";49;128;20;0,085;0,158;"Thieme"
"Klinika Oczna";0,3;"13.0%
119/137
Ophthalmology";49;148;18;0,1;0,14;"Termedia Publishing House Ltd."
"Ciencia del Suelo";0,6;"11.0%
142/159
Soil Science";49;82;30;0,229;0,144;"Asociacion Argentina de la Ciencia del Suelo"
"International Journal of Accounting, Auditing and Performance Evaluation";0,7;"15.0%
150/176
Accounting";49;66;18;0,289;0,147;"Inderscience Publishers"
"International Journal of Vehicle Autonomous Systems";1,3;"34.0%
82/125
Automotive Engineering";49;37;41;0,299;0,185;"Inderscience Publishers"
"Copenhagen Journal of Asian Studies";1,8;"61.0%
270/706
Political Science and International Relations";49;28;54;0,462;0,226;"Copenhagen Business School"
"Archives of Natural History";0,4;"58.0%
730/1760
History";49;114;30;0,502;0,196;"Edinburgh University Press"
"Terminology and Lexicography Research and Practice";2;"82.0%
193/1088
Language and Linguistics";49;25;76;"N/A";"N/A";"John Benjamins Publishing Company"
"Acta Geologica Slovaca";1,1;"24.0%
42/55
Stratigraphy";49;46;59;0,401;0,237;"Comenius University in Bratislava"
"Journal of Islamic Studies";1,4;"97.0%
31/1106
Literature and Literary Theory";49;34;56;1,118;0,313;"Oxford University Press"
"Verge: Studies in Global Asias";0,6;"66.0%
59/173
General Arts and Humanities";49;76;29;1,088;0,172;"University of Minnesota Press"
"Christian Education Journal";0,5;"65.0%
223/644
Religious Studies";49;97;32;0,679;0,196;"SAGE"
"Communication Law and Policy";0,6;"39.0%
621/1025
Law";49;77;23;"N/A";0,133;"Taylor & Francis"
"Belleten";0,4;"55.0%
788/1760
History";49;125;24;1,019;0,164;"Turk Tarih Kurumu Basimevi"
"Revista de Historia (Chile)";0,4;"51.0%
847/1760
History";49;140;23;0,761;0,206;"Universidad de Concepcion"
"Journal of Italian Cinema and Media Studies";0,4;"64.0%
237/667
Visual Arts and Performing Arts";49;115;30;1,052;0,217;"Intellect Publishers"
"Mediterranean Journal of Infection, Microbes and Antimicrobials";0,4;"7.0%
320/344
Infectious Diseases";49;138;24;0,05;0,128;"Galenos Publishing House"
"Ecology and Control of Vector-Borne Diseases";1,8;"37.0%
286/461
Ecology";49;28;57;0,409;0,236;"Wageningen Academic Publishers"
"Investigaciones Historicas";0,3;"41.0%
1036/1760
History";49;183;18;0,96;0,169;"Universidad de Valladolid"
"Asiatic";0,4;"77.0%
251/1106
Literature and Literary Theory";49;110;17;0,606;0,133;"International Islamic University Malaysia"
"Radical Teacher";0,5;"12.0%
1353/1543
Education";49;107;23;0,254;0,122;"University Library System, University of Pittsburgh"
"Centro Journal";0,7;"68.0%
55/173
General Arts and Humanities";49;72;28;0,206;0,123;"Hunter College Center for Puerto Rican Studies"
"Secuencia";0,3;"40.0%
1039/1760
History";49;185;16;0,161;0,107;"Instituto de Investigaciones Dr. Jose Maria Luis Mora"
"AFTE Journal";0,9;"48.0%
527/1025
Law";49;56;57;0,14;0,173;"Association of Firearm and Tool Mark Examiners"
"Therapeutic Radiology and Oncology";0,5;"17.0%
17/20
Oncology (nursing)";49;91;33;0,165;0,14;"AME Publishing Company"
"Petrological Journal";0,5;"12.0%
38/43
Economic Geology";49;95;32;0,327;"N/A";"University of Isfahan"
"Journal of Problem Based Learning in Higher Education";0,7;"20.0%
1220/1543
Education";49;66;35;0,38;0,175;"Aalborg University press"
"Historia y Memoria";0,5;"63.0%
651/1760
History";49;99;24;0,668;0,159;"Universidad Pedagogica y Tecnologica de Colombia"
"Studia Aurea";0,5;"80.0%
215/1106
Literature and Literary Theory";49;97;30;2,11;0,429;"Universitat Autonoma de Barcelona"
"Journal on European History of Law";0,3;"45.0%
950/1760
History";49;159;23;1,006;0,223;"STS Science Centre Ltd"
"Journal of Algebra and Related Topics";0,6;"13.0%
103/119
Algebra and Number Theory";49;82;30;1,074;0,27;"University of Guilan"
"Rural Landscapes";3,8;"98.0%
22/1760
History";49;13;69;0,748;0,381;"Stockholm University Press"
"Plant Breeding Reviews";2,6;"54.0%
237/516
Plant Science";49;19;58;3,255;0,618;"John Wiley & Sons"
"Genetics of Aquatic Organisms";0,9;"15.0%
210/247
Aquatic Science";49;54;41;0,274;0,174;"Central Fisheries Research Institute"
"Pneumon";0,6;"11.0%
137/155
Pulmonary and Respiratory Medicine";49;82;26;0,162;0,192;"European Publishing"
"Revista Brasileira de Estudos Politicos";0,4;"30.0%
715/1025
Law";49;114;26;0,526;0,164;"Universidade Federal de Minas Gerais, Faculdade de Letras"
"Journal of Iranian Medical Council";0,2;"12.0%
554/636
General Medicine";49;217;17;0,079;0,125;"slamic Republic of Iran Medical Council"
"Frontier Materials and Technologies";0,4;"14.0%
327/384
Industrial and Manufacturing Engineering";49;112;29;0,295;0,132;"Togliatti State University"
"Neofilolog";0,3;"35.0%
705/1088
Language and Linguistics";49;160;22;0,385;0,2;"Polskie Towarzystwo Neofilologiczne"
"Clinica e Investigacion en Ginecologia y Obstetricia";0,2;"10.0%
188/209
Obstetrics and Gynecology";49;215;14;0,088;0,116;"Elsevier"
"Gastroenterology (Ukraine)";0,3;"13.0%
145/167
Gastroenterology";49;144;19;0,055;0,118;"Zaslavsky Publishing House"
"International Journal of Special Education";0,4;"15.0%
137/161
Rehabilitation";49;113;23;0,245;0,141;"SPED Ltd"
