Journal,OA (%),Specialism (% Category Papers),Average Category Papers / Year,Average Citation Categories,Average News Mentions,Average Twitter Mentions
Hydrobiologia,0.3574423913248441,0.010769230769230769,3,13.58974358974359,0.05128205128205128,7.05128205128205
Andrology,0.7839624953334545,0.09725685785536156,16.714285714285715,13.632162042357221,0.538447637378376,7.050690962089607
Journal of Clinical and Translational Research,0.9182145893023637,0.15224067983848438,6.928571428571427,7.089275568181817,0.06960227272727273,7.047869318181819
Human Molecular Genetics,0.8026696327778264,0.128991452991453,38.066666666666656,16.431624396292218,0.387524681104813,7.046788886670472
JMIR mHealth and uHealth,1,0.027973007334611073,8.53935860058309,16.16692287304532,0.33809376564478605,7.027636422534382
Seminars in Nephrology,0.37237207945050044,0.08470254010695187,4.093750000000001,24.52403273809524,0.29375,7.025223214285714
Journal of Epidemiology & Community Health,0.7759942569437153,0.022874750537366692,4.979591836734694,7.9223540434720565,1.7242289210346,6.982194026027212
Diabetes & Metabolic Syndrome Clinical Research & Reviews,0.2309876501645047,0.029792017987633507,7.571428571428571,10.156167707953424,0.7932870370370372,6.977974340474343
Human Pathology,0.21490992248902965,0.20137331632048186,36.4402332361516,10.71364390693719,0.03372678161175976,6.970244068427549
Antimicrobial Stewardship & Healthcare Epidemiology,1,0.017350157728706624,3.1428571428571432,1.610989010989011,0,6.954945054945055
Disability and Rehabilitation Assistive Technology,0.3323864108723522,0.017283950617283945,2,8.15151515151515,0,6.946969696969697
Frontiers in Marine Science,1,0.014578807994557113,23.27437641723355,12.023365197715167,0.9800270380013477,6.943510618858101
Respiratory Investigation,0.2749345946907773,0.239251040221914,24.64285714285714,7.842819193983455,0.03232131454114213,6.938404309749888
International Journal for Equity in Health,1,0.012327199511767159,2.4489795918367347,9.576190476190478,0,6.938095238095237
Clinical Rheumatology,0.3096169175511545,0.08221512247071351,36.761904761904766,10.85069677401424,0.22527992482097853,6.923360453828717
Biochimica et Biophysica Acta (BBA) - Gene Regulatory Mechanisms,0.3926313437820252,0.11538461538461539,8.571428571428571,9.468253968253968,0.032539682539682535,6.9182539682539685
Ticks and Tick-borne Diseases,0.49068713352878457,0.1364031277150304,22.428571428571423,10.15895900974026,0.1961525974025974,6.9137702922077935
International Journal for Parasitology Parasites and Wildlife,1,0.0859481582537517,9,7.316530910609858,0.656878306878307,6.913616216467094
Breast Cancer Research,1,0.08245243128964057,11.14285714285714,24.17777014652015,0.4745039682539683,6.912281237281239
Frontiers in Psychiatry,1,0.011186379091074254,20.523809523809526,13.001375964997232,0.4905558511870803,6.910805412134315
Journal of Speech Language and Hearing Research,0.533167708392726,0.04593810444874275,13.571428571428573,13.566668465805295,0.12355169340463458,6.9103240110273365
Journal of Allergy and Clinical Immunology,0.7843738650676706,0.0204797708557107,27.238095238095248,18.54222173628764,0.9351630915353321,6.906432898808036
Thyroid,0.3094545024636984,0.2548209366391184,52.857142857142875,20.818722300354388,0.5675600919160437,6.904651565730277
Research in Social and Administrative Pharmacy,0.3494686250164995,0.008184031679352246,1.7936507936507933,6.031944444444444,0.1111111111111111,6.903703703703704
Plant Stress,1,0.12746858168761221,10.14285714285714,10.451127819548873,0,6.898731203007519
Redox Biology,1,0.05576208178438662,19.285714285714285,31.94856393438715,0.3696689183916685,6.893041139162842
Psychopharmacology,0.5412401481771736,0.02768729641693812,7.285714285714283,11.444828889059657,1.7699569661108125,6.877129067513684
The Pediatric Infectious Disease Journal,0.9112271540469974,0.21212121212121207,92,8.585520890780726,0.43560966638497456,6.867231727228691
Haematologica,1,0.15923233560219857,70.5494505494505,17.44333088530184,0.3337319105770664,6.851782745705742
Breastfeeding Medicine,0.1793565375805667,0.020283018867924527,3.0714285714285716,6.742857142857144,3.8833333333333333,6.847619047619048
Current Neuropharmacology,0.7930002771657798,0.05263342590662519,7.16326530612245,32.49971907791457,1.8968097900428726,6.846251618056128
Current Fungal Infection Reports,0.2895925350286405,0.20833333333333331,5.714285714285714,6.815343915343915,0,6.837213403880071
Nutrition Research,0.302618257591641,0.03735694705658196,3.8849206349206358,12.140961199294534,0.15149911816578485,6.825573192239858
Neurosurgical Focus Video,1,0.2434782608695652,12,0.8735207100591715,0,6.820647301416533
Clinical Lung Cancer,0.33052908551702714,0.3888369192391646,59.380952380952394,13.943909462736418,0.16754339289997935,6.817378282368535
Traffic,0.8873693625835609,0.09375,4.285714285714286,16.57857142857143,0.1761904761904762,6.80952380952381
Phytopathology,0.6993814600614949,0.017962741822236603,3.764478764478765,26.433268983268984,0.033783783783783786,6.808622908622908
Critical Pathways in Cardiology A Journal of Evidence-Based Medicine,0.13095138825946404,0.06741573033707865,1.714285714285714,6.653333333333334,0.04000000000000001,6.8
Research,1,0.026590693257359917,4,20.602100840336135,0.11344537815126049,6.7705882352941185
Epigenetics & Chromatin,1,0.08498583569405099,4.285714285714286,18.30185185185185,0.11851851851851852,6.757407407407407
Neuropathology and Applied Neurobiology,0.6799675642730397,0.3570019723865877,25.857142857142854,17.28547877372905,0.32302517924542395,6.7543695409768825
Disease Models & Mechanisms,1,0.10150674430760932,19.11764705882353,15.447147506745186,0.44887359608898675,6.742782380694329
Plastic & Reconstructive Surgery Global Open,1,0.022869955156950676,29.142857142857146,4.478815697185752,0.11994348317537604,6.742443845462715
BMC Primary Care,1,0.010843373493975905,2.5714285714285703,12.499242424242423,0.46212121212121215,6.741666666666668
JMIR Serious Games,1,0.027196652719665263,1.8571428571428574,17.76086956521739,0.043478260869565216,6.739130434782608
Clinical Neurophysiology Practice,1,0.11068702290076335,4.142857142857143,11.251488095238095,0.10416666666666666,6.736607142857143
The American Journal of Surgery,0.14929325276169061,0.038437884378843774,17.857142857142858,8.147517444121219,0.39050135050135054,6.733938969486138
Journal of Medical Genetics,0.5468025202013275,0.2798165137614679,34.85714285714285,17.455411091281164,0.3632406271316599,6.722268879803339
Age and Ageing,0.8396313837565226,0.005511510224446619,3.6680080482897393,3.78943661971831,0.06338028169014084,6.719014084507042
ACS Infectious Diseases,0.5247559785176131,0.289908256880734,67.7142857142857,13.036602565882095,0.6596803617608552,6.718602248783887
Skeletal Muscle,1,0.2926829268292682,8.571428571428571,12.82452917279045,0.005994005994005994,6.695257168166003
Journal of Psychosomatic Research,0.3415884142203312,0.018153526970954355,5,6.106122448979592,0.06190476190476189,6.6945578231292515
Biofabrication,0.5037005314607162,0.03244005641748942,3.285714285714285,22.910416666666666,1.298611111111111,6.68888888888889
Open Biology,1,0.051687852593300596,5.64,16.764460872460873,0.3328338328338328,6.685534465534465
Addiction Neuroscience,1,0.22058823529411764,2.142857142857143,5.678571428571429,0,6.678571428571429
Archives of Physical Medicine and Rehabilitation,0.1718830486579551,0.012973533990659057,10.714285714285712,3.9304399304399307,0,6.67047767047767
Advances in Peritoneal Dialysis,0.33574726052855697,0.030592734225621414,2.285714285714285,5.944444444444445,0,6.666666666666667
Stem Cells,0.7477958199787027,0.1126126126126126,14.285714285714286,14.593744833496388,0.7222517992704327,6.656858462448524
European Heart Journal Supplements,0.9495982072934261,0.05603916305977809,28.583850931677006,6.138647093448677,0.009939151667947711,6.643883617437418
Frontiers in Medicine,1,0.04737636638440475,90.26339285714289,12.844209843380376,0.20679367565440276,6.6311228866979794
Epigenomes,1,0.15609756097560976,4.57142857142857,5.109722222222222,0.041666666666666664,6.6305555555555555
Current Opinion in Clinical Nutrition & Metabolic Care,0.2501084179707766,0.030405395397886153,2.271062271062271,14.356837606837608,0.9423076923076923,6.619658119658118
International Journal of Cancer,0.7975299161370457,0.1674713623023762,84.23809523809521,22.644211488931177,2.084437790715768,6.6185762101851955
Journal of Feline Medicine and Surgery,0.5322915760797771,0.057251908396946556,7.5,6.8033240568954865,0.5271194083694084,6.615558647701505
Advances in Anatomic Pathology,0.11047447137263107,0.27028569153806337,10.917050691244238,15.71097982873237,0.10763794342010742,6.605703143707453
Clinical Science,0.6462038103316317,0.06235995878471989,9.114754098360656,18.017791656726086,0.36582378631558954,6.604320745714189
Journal of Hazardous Materials,0.12627215737375078,0.005710619185113893,12.71428571428571,40.317764217232984,0.41381409554784165,6.60269784512326
BMC Public Health,1,0.028714192045942704,60.47619047619047,12.900361908775865,1.0186961250716422,6.602156483725465
Dysphagia,0.38437807168887206,0.1602787456445993,19.71428571428572,8.851545280116708,0.029851101279672703,6.594365951508809
動物臨床医学,0,0.11167512690355332,3.142857142857143,0,0,6.592592592592592
Journal of Breast Imaging,0.5289518970917217,0.02825515079540433,2.221198156682027,5.6483870967741945,0.6129032258064516,6.587096774193548
Glia,0.6370910073797594,0.09360936093609361,14.85714285714286,19.140157709507555,1.7139206424810138,6.585735360270964
Dystonia,1,0.7843137254901961,5.714285714285714,3.120271033314512,0.006211180124223602,6.582533408620366
Hydrology and Earth System Sciences,1,0.49456521739130427,143,21.416397656707332,0.34403639630902066,6.575328183694806
"Acta Crystallographica Section D, Structural Biology",0.7778344492845347,0.053981106612685556,5.7142857142857135,5.782967032967033,0.04395604395604395,6.563186813186813
Cerebral Cortex,0.6618758600289609,0.018155450458827573,7.655172413793101,10.095566502463056,0.32030651340996164,6.55807334428024
Health Policy,0.5931759101688499,0.025052283759424913,3.095238095238096,9.624074074074075,0.3462962962962963,6.555291005291006
Frontiers in Bioinformatics,1,0.057220708446866476,3,2.3412698412698414,0.20833333333333334,6.537698412698412
Turkish Journal of Emergency Medicine,1,0.09157509157509157,3.5714285714285716,4.383333333333335,0.225,6.520833333333333
Journal of Medical Radiation Sciences,1,0.04626335094346935,2.999999999999999,7.924725274725274,0.14945054945054945,6.518498168498169
Expert Opinion on Drug Discovery,0.3519385572382632,0.15620827770360482,16.71428571428572,14.420964856902359,0.11091645622895623,6.509306607744108
Movement Disorders Clinical Practice,0.8707786885245902,0.24274406332453824,52.57142857142856,7.305558869321671,0.12915881156542874,6.508372550017715
Viruses,1,0.0593888090294415,106.23809523809521,14.18535900087248,0.25560021931309906,6.489549018738162
Environmental Research,0.290064949720204,0.0195883134130146,30.904761904761916,18.87013352003605,1.262151601441402,6.488528480845031
Nitric Oxide,0.377696208440576,0.06333973128598848,4.714285714285715,16.310380116959067,4.472368421052631,6.487719298245615
Current Obesity Reports,0.524648872445384,0.06993006993006992,2.8571428571428568,41.2625,1.0125,6.4875
Food and Chemical Toxicology,0.16260443379167944,0.02220807695027938,14.952380952380956,15.40343809568817,0.5547256256164221,6.481620056812079
Journal of Market Access & Health Policy,1,0.10810810810810811,1.7142857142857142,16.354166666666664,0.4322916666666667,6.479166666666666
Nefrología,1,0.0372809085864313,1.938775510204082,1.8673469387755102,0.16666666666666666,6.471088435374149
Salud Pública de México,1,0.03712043136945502,4.133928571428571,5.986160714285714,0.03125,6.470982142857142
Cephalalgia,0.5606918212244324,0.029440420996007424,3.94,10.046888888888889,0.3144444444444444,6.47088888888889
Journal of Cardiac Failure,0.32135954552728413,0.03151246175220042,17.879464285714285,2.649340816164476,0.2514628375052591,6.470419939891752
Journal of Proteome Research,0.4808923758936702,0.043068297655453606,16.095238095238095,12.245165485467005,0.15642420202253285,6.4668500428394085
International Journal for Parasitology Drugs and Drug Resistance,1,0.43515850144092216,21.571428571428577,14.185357142857143,0.24348214285714284,6.4642857142857135
Journal of the International Neuropsychological Society,0.7406442957763775,0.06544077879935101,17.28571428571428,7.211717221135029,0.44565696649029984,6.463651518446039
JMIR Cancer,1,0.07540052082789953,3.4983388704318945,5.754919499105546,0.2968694096601073,6.450685748360167
Stem Cell Reviews and Reports,0.46955880026545543,0.0717234262125903,9.928571428571423,14.231929392156665,0.7251243705789159,6.444026596299324
Current Opinion in Genetics & Development,0.6424519722109202,0.07966457023060797,5.428571428571429,14.620833333333334,0.016666666666666666,6.4375
Journal of Medical Imaging and Radiation Oncology,0.39092854046038766,0.09471153846153844,14.071428571428575,6.6144138847263845,0.03980938416422287,6.433119267144409
Frontiers in Microbiology,1,0.028674520603835175,107.0952380952381,25.172600414129114,0.5075144727465382,6.430528194630652
Bone Research,1,0.07871720116618075,3.8571428571428568,40.20512820512821,0.41025641025641024,6.429487179487181
Women's Health,1,0.051339285714285705,3.285714285714285,19.191176470588236,2.5955882352941178,6.426470588235294
Metabolism Open,1,0.05647840531561462,2.4285714285714284,5.409259259259259,0.6518518518518519,6.425925925925927
Current Infectious Disease Reports,0.4202568040420624,0.17842323651452283,6.142857142857144,12.31625344352617,0.3326446280991735,6.424793388429752
WIREs Mechanisms of Disease,0.6040017256479995,0.09225092250922508,3.571428571428572,27.977272727272727,0.022727272727272728,6.424242424242423
Physiologia Plantarum,0.33012788695556594,0.12140391254315307,30.14285714285715,18.702787431860013,0.029690981303884527,6.4095283479960905
Structural Heart,0.9886453236479769,0.05893909626719057,8.57142857142857,3.0551083591331265,0.026470588235294117,6.407120743034055
Retrovirology,1,0.14393939393939395,5.42857142857143,12.895307239057239,0.07407407407407407,6.391835016835017
The FEBS Journal,0.8212655300202619,0.04527402700555997,16.28571428571429,14.456205509519299,0.18500560043609246,6.391300976970314
Medicines,1,0.13553113553113552,10.571428571428571,10.453974909801977,0.4531521110468478,6.385496708804981
British Journal of Ophthalmology,0.3989385252057098,0.0741543644115199,20.95918367346938,14.026020445097643,0.3663069123029194,6.376756889467626
Hospital Pediatrics,0.5423715504160773,0.03545586107091171,7,5.4557920340529025,0.27151109759805414,6.37094861660079
Journal of Investigative Medicine High Impact Case Reports,1,0.1754656265281166,24.04918032786886,4.085916900227042,0.08126279085900143,6.369504912159597
Journal of Cardiothoracic and Vascular Anesthesia,0.38425083650341796,0.03261433548291454,20.952380952380967,4.414293651633692,0.00827719705768486,6.363827779617712
Frontiers in Cellular and Infection Microbiology,1,0.07984690510756236,86.42857142857147,22.92610869010688,0.2542097946503866,6.360868156355296
Frontiers in Reproductive Health,1,0.10792951541850224,7,5.2365768422753725,3.658734647705236,6.351779654169359
Diagnostic Cytopathology,0.12481948576018119,0.15721138242156318,30.741758241758234,5.181582003529389,0.0036130068245684463,6.3389930047343155
Pathogens and Disease,1,0.28140703517587934,16,12.842491515837104,0.030308661926308985,6.316569368131868
British Dental Journal,0.8350696118779113,0.010601548540798093,12.714285714285712,7.175444021308682,0.029684601113172542,6.315567056168561
Annals of Nutrition and Metabolism,0.6136248347111217,0.027291000927739412,1.8571428571428572,14.052083333333336,1.2994791666666665,6.315104166666667
RNA,0.932411403754072,0.047567567567567574,6.285714285714286,14.412103174603175,0.1763888888888889,6.307341269841269
Anaesthesia Critical Care & Pain Medicine,0.43494207948201424,0.02848722986247543,4.142857142857143,8.026984126984127,0.15416666666666667,6.305753968253968
Epileptic Disorders,0.520232126965304,0.16903225806451608,18.71428571428572,6.518397727928283,0.34266961871080864,6.3047114152505195
The Neuroscientist,0.399380975587116,0.052980132450331126,2.2857142857142856,27.45555555555556,0.9037037037037037,6.303703703703704
Nanoscale Horizons,0.3662215843735817,0.025139664804469275,2.5714285714285716,24.71666666666667,2.65,6.291666666666667
Transfusion,0.3403937345443924,0.05607234413930198,28.269841269841276,8.011795577999498,0.025169980919333854,6.278796987401685
Journal of Biological Chemistry,0.9997260201039271,0.03222369786721001,56.91714285714286,15.004804576549382,0.36235149572022296,6.278311987500506
Zoo Biology,0.30366258929461465,0.06829268292682927,4,3.4888392857142856,0,6.272321428571429
Weather Climate and Society,0.6067486508049869,0.39565217391304347,26,8.56967732201666,1.8253718529369238,6.2699277082482086
Microbiology Spectrum,0.9394489254039816,0.056735319311064424,47.5879120879121,14.097827809288454,0.8939157559415492,6.265054974713995
International Health,0.9541525976708867,0.15091463414634146,14.14285714285714,9.415476190476191,0.35093984962406016,6.264494569757727
Journal of Geophysical Research Biogeosciences,0.5993221419591173,0.20796197266785502,50,13.669819971152231,0.865632883759897,6.252109365298505
Current Treatment Options in Cardiovascular Medicine,0.2158226630922455,0.07829065702818994,4.584415584415584,7.6498926998927,0.006993006993006993,6.2477744477744475
Medical Care,0.5540465372260472,0.011324041811846692,1.8571428571428572,14.688888888888888,0.2857142857142857,6.234920634920635
Cellular and Molecular Neurobiology,0.30374891258631287,0.08265180283786486,10.67195767195767,16.28985725603373,0.3055638080147884,6.234626611587396
JBMR Plus,1,0.12029569892473117,12.785714285714285,11.249330623229765,0.4175542515973962,6.233825084622927
Seminars in Cardiothoracic and Vascular Anesthesia,0.3180530798177857,0.21888412017167386,7.285714285714287,4.861538461538461,0.04444444444444444,6.211907536907536
Journal of Fungi,1,0.03586854100697663,24.571428571428577,15.660747913062512,0.24271278173708546,6.205492852997635
Atmospheric and Climate Sciences,0.9965811965811966,0.6722689075630253,22.857142857142854,2.9593482158866777,0.030839160839160835,6.203301506186121
Journal of the American Veterinary Medical Association,0.27822968762699674,0.022252818229718016,8.756097560975611,7.565434655014999,0.8278906351897742,6.201480370418677
The World Journal of Men's Health,1,0.10714285714285712,6.857142857142856,24.281818181818185,4.42979797979798,6.20050505050505
Frontiers in Nephrology,1,0.08805031446540881,2,1.0857142857142859,0.04285714285714286,6.200000000000001
Frontiers in Synaptic Neuroscience,1,0.041666666666666664,2,21.116666666666667,0.06666666666666667,6.199999999999999
Medical Clinics of North America,0.08902703843260347,0.049340338816350665,4.4472049689440984,29.645009881422926,0.24397233201581028,6.193991665234576
Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,0.7093553240673175,0.039912208579001456,6.151020408163265,4.962448979591836,0.18265306122448982,6.190850340136055
International Journal of Cardiology,0.21154562869048232,0.029707702026427227,29.67582417582418,13.269712494770689,5.984793222408911,6.189398465180725
Acta Neuropathologica Communications,1,0.22236941815910782,41.989010989010985,24.615599652009912,0.9067770975463284,6.184254757588091
Journal of Medical Entomology,0.42781353317258697,0.24292297564186965,52.7142857142857,7.725048355440935,0.3168289319867034,6.178249345256002
Journal of Critical Care,0.31325624481248565,0.043526581357998195,11.623100303951366,9.023285792221962,0.06480871374488398,6.167797072903457
Seminars in Cell and Developmental Biology,0.4886080152118892,0.04319852941176471,6.714285714285714,36.76949333346392,0.35913318707436354,6.1654427272074335
Neurologic Clinics,0.1239894768358168,0.22506393861892576,12.571428571428571,18.641737891737893,0.10760073260073262,6.160866910866911
Current Diabetes Reports,0.4909196143397992,0.044078947368421044,3.2857142857142865,24.697619047619046,1.0633333333333335,6.157142857142856
Respiratory Research,1,0.2503364737550471,79.71428571428572,22.575112519005774,0.6055381908549277,6.155489439308681
Ecancermedicalscience,1,0.11592775041050901,16.809523809523814,6.3840288056344985,1.2971235609195608,6.149056414138354
Journal of Experimental Pharmacology,1,0.16591928251121077,5.285714285714286,13.274074074074074,0.06666666666666667,6.144444444444444
Health & Place,0.6078733376726023,0.029668411867364745,4.857142857142856,10.269047619047619,1,6.142857142857143
Emerging Microbes & Infections,1,0.22128683102826227,52.57142857142857,18.93141182086026,0.23094380077880872,6.141429821368479
Biogeochemistry,0.513012538674059,0.1282051282051282,13.571428571428571,16.15051896044459,0.20277967646388698,6.139129320336414
The Journal of the American Board of Family Medicine,0.9756812262071729,0.013765978367748278,2,14.097222222222221,0.16666666666666666,6.138888888888889
Pharmacology & Therapeutics,0.46043739579342574,0.08721542867364879,12.387475538160475,44.40606994894264,0.6809375614089553,6.138494929727808
Journal of Hematology & Oncology,1,0.32211538461538464,47.857142857142854,61.17654178619168,2.4962680504818624,6.129769183225191
Cortex,0.6153257768719025,0.06764374295377677,17.142857142857142,12.310834209363618,0.6898108155461097,6.122162614074379
Remote Sensing of Environment,0.5506877927936416,0.11880578639581409,55.142857142857146,34.688329142796384,0.09927072387764743,6.122016152190254
Medical Decision Making,0.7233496346016508,0.03202061792232931,2.662698412698412,9.266203703703702,0,6.12037037037037
Journal of the American College of Radiology,0.2781539122342794,0.03338846523706534,11.351648351648347,14.349136685335779,0.6485460241116351,6.1201480520485045
Environmental Science Atmospheres,1,0.5861111111111111,30.142857142857142,5.440254190972582,0.1656800478639559,6.1179735770253005
Current Opinion in Microbiology,0.588227470310941,0.07868383404864093,7.857142857142857,14.407692307692308,0,6.114102564102565
Critical Reviews in Clinical Laboratory Sciences,0.23044619152999118,0.14830508474576273,5,55.61778711484594,0.22745098039215683,6.112675070028011
Wiley Interdisciplinary Reviews - RNA,0.5497054315290432,0.09433962264150944,4.285714285714286,39.35863095238095,0.025,6.1104166666666675
Clinical Hematology International,1,0.517857142857143,12.428571428571429,4.790196078431372,0.06890756302521008,6.10812324929972
Acta Tropica,0.21652736424916216,0.3471810089020772,117,9.317073638986079,0.14422630798122163,6.10360702712642
Forensic Science International Reports,1,0.054380664652567974,2.5714285714285716,1.0285714285714287,0,6.1000000000000005
História Ciências Saúde-Manguinhos,1,0.026016260162601623,2.2857142857142856,1.6333333333333333,0.26666666666666666,6.083333333333334
Journal of Analytical Toxicology,0.4262747241799433,0.029411764705882353,2.714285714285715,14.214285714285714,0.42346938775510207,6.076530612244897
Frontiers in Neuroscience,1,0.029979919639222186,48.82142857142857,15.326518053391567,0.5100027090453996,6.06874449918012
PLOS Digital Health,1,0.05543237250554324,3.5714285714285716,4.05,3.6333333333333337,6.066666666666666
History of Geo- and Space Sciences,1,0.15217391304347827,2,4.229166666666666,0.7916666666666666,6.0625
Bioinformatics,0.8686723760617238,0.011310592535134193,9.590062111801243,20.27169696600643,0.08032831050733864,6.056958975948745
Muscle & Nerve,0.3456039858253263,0.1482416288069998,41.95238095238096,10.122485899052405,0.6337141084293174,6.05545395006208
Immunological Medicine,1,0.2524752475247524,7.2857142857142865,6.342694805194805,0.05811688311688312,6.054924242424243
Seminars in Radiation Oncology,0.28581914984594253,0.1722962130937099,7.184668989547037,14.428258327038813,0.031707317073170725,6.053294672806868
International Journal of Chronic Obstructive Pulmonary Disease,1,0.05867572999971243,16.222857142857148,12.430454676099687,0.45301960784313716,6.029160292733693
Immunology Letters,0.2542524202974202,0.0937072503419973,9.785714285714288,17.931369026230687,0.05611051223699445,6.023287505204502
Seminars in Fetal and Neonatal Medicine,0.2605863930082273,0.1534246575342466,8,18.118045112781957,0.03007518796992481,6.021804511278195
Liver International,0.4955790550285999,0.15289021486823084,47.588571428571434,17.226908802885575,0.12280734411798697,6.01729346633844
JMIR Formative Research,1,0.017097142971011062,7.185328185328185,7.138274143227704,0.21522257551669316,6.015401281422955
British Journal of Dermatology,0.510548370075701,0.030517941471139353,35.542857142857144,10.129035652072693,1.3972139279285467,6.008401946331551
Nutrition,0.24495012871905614,0.03847324293113139,11.053571428571425,10.934113427399135,0.1826851445208933,6.001534419272365
BMC Palliative Care,1,0.030757097791798107,5.57142857142857,7.551924348799349,0.24868678774928776,5.9942244098494095
Physical Therapy,0.8933687964698059,0.01800327332242226,3.1428571428571423,6,0.24060150375939848,5.992481203007519
Antimicrobial Agents and Chemotherapy,0.9336189724508586,0.1293803666744024,79.64285714285714,14.712123603687786,0.46340947235921376,5.990466777952951
Natural Hazards and Earth System Science,1,0.3534545454545455,69.42857142857144,19.47278709231918,0.5710510168210939,5.969488327367078
Journal of Experimental & Clinical Cancer Research,1,0.21445497677871062,75.62406015037593,33.433326892795755,0.38483010580497795,5.951576485551553
International Journal of Gynecological Cancer,0.48666040750397016,0.1534644133495823,114.78571428571428,6.009367994175222,0.06551863649234524,5.942366152204504
The Journal of Rheumatology,0.682555037609331,0.0887734915924827,25.642857142857146,13.590240451269864,0.26633968886290865,5.940407227791129
The American Journal of Cardiology,0.21531345607456875,0.02307358568858878,16.2386018237082,10.095265051429138,0.10483871504018176,5.936777354355646
Annual Review of Cancer Biology,0.7333479724784073,0.3070866141732283,5.57142857142857,16.1328125,0.1578125,5.934374999999999
Current Opinion in Cell Biology,0.6464107271668059,0.024566473988439308,2.4285714285714284,37.209523809523816,0.19047619047619047,5.933333333333333
Acta Crystallographica Section F: Structural Biology Communications,0.9235449735449736,0.10441767068273092,7.428571428571429,4.1865554198887525,0.18333333333333332,5.93224121557455
Health Policy and Planning,0.7772167076557708,0.029442691903259724,4,9.073376623376623,0.4090909090909091,5.931818181818182
Public Health Reports,0.9391229962435377,0.0444810603980154,5.175510204081633,10.83952380952381,2.1108843537414965,5.931360544217687
Oncogene,0.6295337583612186,0.17929815430035928,77.83368869936037,27.458319745599244,0.6135152812823494,5.930616718450107
Mammalian Genome,0.5784166698044892,0.12422360248447205,5.714285714285714,16.524444444444445,0.15555555555555556,5.915555555555557
Inflammatory Bowel Diseases,0.582778915044427,0.015053078086022516,7.590733590733592,11.83409053056112,0.4072200083964789,5.91492429404194
Earth Interactions,0.9732620320855616,0.8588235294117645,10.428571428571429,6.164190607372427,1.0922865013774106,5.913636363636363
Foregut The Journal of the American Foregut Society,0.2393201302771935,0.23145400593471813,11.14285714285714,0.5474598930481284,0.01515151515151515,5.9106506238859176
Journal of Sleep Research,0.6699039458092212,0.014795924754323689,3.984472049689441,8.931677018633541,2.6711180124223604,5.904192546583851
Journal of Palliative Care,0.27056262833547506,0.08108108108108109,3.857142857142857,5.310294117647058,0.07352941176470588,5.902941176470588
Chemistry - A European Journal,0.5216522058641435,0.0038680288483436864,9.005714285714287,11.212570614570614,0.3165820105820105,5.902049145299145
Soft Matter,0.449191241930036,0.0035081564637782846,2.857142857142857,8.282051282051281,0.06153846153846154,5.897435897435898
Journal of Extracellular Biology,1,0.09420289855072464,1.8571428571428572,3.2916666666666665,0.08333333333333333,5.895833333333334
Stroke,0.31889944558543654,0.009512950747324202,16.689795918367356,7.463835279644275,1.1825870514409098,5.891088988577628
Insect Biochemistry and Molecular Biology,0.38589393728135574,0.09224806201550388,8.5,12.859559422059425,0.23611111111111108,5.89000178062678
European Journal of Pain,0.6457664433579321,0.01898101898101898,2.714285714285715,10.009090909090908,1.8454545454545452,5.881818181818182
JMIR Pediatrics and Parenting,1,0.06862745098039215,3,7.479166666666668,0.020833333333333332,5.880208333333334
Paleoceanography and Paleoclimatology,0.754037864199067,0.030944625407166127,2.7142857142857144,8.186666666666666,0.26,5.88
Clinical Drug Investigation,0.47976512046680453,0.05285667634876166,5.508571428571428,10.159597883597883,0.6631746031746032,5.878328042328042
Annals of Glaciology,1,0.07569721115537849,2.7142857142857144,7.648148148148148,0.07407407407407407,5.87037037037037
Translational Andrology and Urology,0.9905498232237301,0.09050792345581125,24.580547112462003,9.775706765835299,0.9269459334704949,5.869780688368154
ESMO Open,1,0.07366662623159809,44.45535714285717,19.979468560517844,0.4680294236199634,5.860649140367038
Journal of Geography Environment and Earth Science International,0.9223691597529786,0.057866184448462935,4.57142857142857,0.9484848484848485,0,5.858823529411765
Journal of Functional Morphology and Kinesiology,1,0.019812371886716397,2.023166023166023,7.341441441441441,1.0756756756756756,5.8567567567567576
Journal of Child and Adolescent Psychopharmacology,0.3163457495053237,0.03583617747440272,3,6.702564102564102,0.1282051282051282,5.8538461538461535
Respirology,0.8346924979517836,0.11512766512198344,71.0266343825666,5.59042276481955,0.2547762308114084,5.84263018244316
Expert Opinion on Biological Therapy,0.32091609739797783,0.10616885158288532,13.842857142857145,15.839514952014952,0.2450626925626925,5.838026980526981
Urologic Oncology Seminars and Original Investigations,0.17284624320660955,0.05538392250778769,17.1043956043956,8.104146361824117,0.2916127510590828,5.836671537742817
Immunity & Ageing,1,0.040229885057471264,2,16.27777777777778,0.6944444444444444,5.833333333333333
Journal of the American Nutrition Association,0.2032498158441879,0.04061405067790586,2.8809523809523814,10.29861111111111,0.8055555555555557,5.833333333333332
Asia Pacific Journal of Clinical Nutrition,0,0.04506802721088435,3.785714285714285,4.860714285714286,0.42857142857142855,5.830576441102757
Neuropsychology Review,0.5439992767110952,0.06130268199233717,2.285714285714285,12.578571428571431,0.3428571428571429,5.821428571428571
Tropical Medicine and Infectious Disease,1,0.42536905412793874,111.14285714285712,12.226144082407986,0.15686605042834187,5.813633247796207
Bone & Joint Open,1,0.021505376344086027,1.7142857142857142,4.4625,0,5.8125
Diversity,1,0.005101337192189737,2.9629629629629624,23.218518518518522,0,5.809259259259259
