"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"GAMM Mitteilungen";8,8;"96.0%
21/635
Applied Mathematics";513;58;95;1,561;1,052;"John Wiley & Sons"
"International Journal of Mathematics and Mathematical Sciences";2,3;"72.0%
25/90
Mathematics (miscellaneous)";513;225;56;0,812;0,255;"John Wiley & Sons"
"Journal of Economics and Management Strategy";3,2;"59.0%
287/716
Economics and Econometrics";513;160;66;1,225;0,961;"John Wiley & Sons"
"Design Science";4,8;"98.0%
11/667
Visual Arts and Performing Arts";513;107;75;1,25;0,662;"Cambridge University Press"
"Journal of Management Education";4,1;"75.0%
373/1543
Education";513;124;78;1,219;0,584;"SAGE"
"Journal of Environmental Economics and Policy";4,7;"73.0%
192/716
Economics and Econometrics";513;109;75;0,83;0,616;"Taylor & Francis"
"Romanian Journal of Internal Medicine";4;"79.0%
133/636
General Medicine";513;128;70;"N/A";0,441;"Walter de Gruyter"
"Statistical Journal of the IAOS";1,3;"28.0%
120/168
Statistics, Probability and Uncertainty";513;399;47;0,411;0,366;"IOS Press"
"Journal of Moral Education";3,9;"99.0%
6/644
Religious Studies";513;130;83;1,847;0,8;"Taylor & Francis"
"MIS Quarterly Executive";10,3;"92.0%
52/716
Economics and Econometrics";513;50;90;1,629;1,152;"Association for Information Systems"
"Semigroup Forum";1,5;"58.0%
50/119
Algebra and Number Theory";513;342;52;1,269;0,735;"Springer Nature"
"World Transactions on Engineering and Technology Education";2,2;"52.0%
145/307
General Engineering";513;234;64;0,53;0,322;"World Institute for Engineering and Technology Education (WIETE)"
"Journal of Biosafety and Biosecurity";6;"96.0%
39/1167
Linguistics and Language";513;85;75;0,759;0,577;"KeAi Communications Co."
"Acoustical Physics";1,6;"30.0%
31/44
Acoustics and Ultrasonics";513;328;57;1,002;0,281;"Pleiades Publishing"
"Narra J";3,9;"63.0%
144/398
Medicine (miscellaneous)";513;131;40;1,661;0,967;"Narra Sains Indonesia"
"Macromolecular Theory and Simulations";3;"42.0%
248/434
Condensed Matter Physics";514;174;73;0,689;0,304;"John Wiley & Sons"
"Pesquisa Agropecuaria Brasileira";1,2;"39.0%
118/194
General Veterinary";514;424;47;0,457;0,234;"Embrapa"
"International Journal of Disaster Resilience in the Built Environment";3,4;"60.0%
82/207
Safety, Risk, Reliability and Quality";514;152;78;0,662;0,338;"Emerald Publishing"
"Journal of Sports Economics";3,2;"72.0%
68/242
Economics, Econometrics and Finance (miscellaneous)";514;161;68;1,378;0,777;"SAGE"
"Social Work in Health Care";3,8;"83.0%
7/40
Community and Home Care";514;136;68;0,837;0,713;"Taylor & Francis"
"Advances in Immunology";9,9;"78.0%
51/233
Immunology and Allergy";514;52;73;"N/A";"N/A";"Elsevier"
"Elektronika ir Elektrotechnika";2,4;"40.0%
473/797
Electrical and Electronic Engineering";514;217;64;0,302;0,267;"Kauno Technologijos Universitetas"
"JPRAS Open";1,6;"46.0%
298/551
Surgery";514;322;49;0,8;0,382;"Elsevier"
"Acta Virologica";3,1;"42.0%
197/344
Infectious Diseases";514;165;68;0,324;0,31;"Frontiers Media S.A."
"Philosophies";1,3;"78.0%
176/806
Philosophy";514;401;45;0,533;0,263;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Administratie si Management Public";6;"91.0%
123/1466
Sociology and Political Science";514;86;70;0,616;0,363;"Academy of Economic Studies from Bucharest"
"JMIR Infodemiology";4,8;"75.0%
78/310
Health Policy";514;106;62;0,958;0,931;"JMIR Publications Inc."
"Plastic and Aesthetic Research";2;"52.0%
264/551
Surgery";514;254;53;0,602;0,321;"OAE Publishing Inc."
"Lubrication Science";3,6;"47.0%
166/317
Materials Chemistry";515;145;74;0,673;0,388;"John Wiley & Sons"
"Police Quarterly";5,9;"96.0%
41/1025
Law";515;88;84;2,118;1,431;"SAGE"
"Chang'an Daxue Xuebao (Ziran Kexue Ban)/Journal of Chang'an University (Natural Science Edition)";1,8;"41.0%
131/223
Building and Construction";515;290;58;0,611;0,289;"Xi'an Highway University"
"Bottom Line";9,9;"94.0%
17/280
Library and Information Sciences";515;52;98;1,394;1,01;"Emerald Publishing"
"WSEAS Transactions on Systems and Control";1,8;"37.0%
82/130
Control and Optimization";515;283;50;0,483;0,199;"WSEAS Press"
"Medical Reference Services Quarterly";4;"78.0%
62/280
Library and Information Sciences";515;129;66;1,066;0,706;"Taylor & Francis"
"Journal of International Food and Agribusiness Marketing";4,9;"67.0%
146/443
Business and International Management";515;106;85;0,671;0,413;"Taylor & Francis"
"Breast Cancer: Basic and Clinical Research";5,1;"58.0%
167/404
Oncology";515;101;75;0,781;0,662;"Libertas Academica"
"Journal of Dual Diagnosis";4,9;"64.0%
200/567
Psychiatry and Mental Health";515;105;85;0,919;0,911;"Taylor & Francis"
"Programming and Computer Software";1,6;"16.0%
341/407
Software";515;321;52;0,716;0,296;"Pleiades Publishing"
"Samarah";2,4;"80.0%
201/1025
Law";515;212;74;1,465;0,484;"Universitas Islam Negeri Ar-Raniry"
"International Journal of Mathematics";1,2;"43.0%
226/399
General Mathematics";516;442;46;0,89;0,56;"World Scientific"
"Journal of Applied Economics";3;"72.0%
81/288
General Economics, Econometrics and Finance";516;171;57;0,74;0,437;"Taylor & Francis"
"Journal of Research on Educational Effectiveness";4;"75.0%
385/1543
Education";516;128;73;1,468;1,067;"Taylor & Francis"
"Quarterly Journal of Nuclear Medicine and Molecular Imaging";3,4;"53.0%
156/333
Radiology, Nuclear Medicine and Imaging";516;154;76;0,376;0,382;"Edizioni Minerva Medica"
"Advances in Data Analysis and Classification";3,4;"75.0%
68/278
Statistics and Probability";516;153;72;1,405;0,594;"Springer Nature"
"EuroChoices";5,2;"84.0%
37/242
Economics, Econometrics and Finance (miscellaneous)";516;99;70;0,81;0,849;"John Wiley & Sons"
"Climate Change Management";1,5;"35.0%
300/461
Ecology";516;337;49;"N/A";"N/A";"Springer Nature"
"Revista Brasileira de Zootecnia";1,9;"46.0%
263/490
Animal Science and Zoology";517;271;57;0,554;0,325;"Sociedade Brasileira de Zootecnia"
"Sustainable Technology and Entrepreneurship";12,3;"98.0%
3/242
Economics, Econometrics and Finance (miscellaneous)";517;42;83;2,947;3,328;"Elsevier"
"Journal of Asian Business and Economic Studies";7,6;"95.0%
14/288
General Economics, Econometrics and Finance";517;68;84;1,464;0,574;"Emerald Publishing"
"Advanced Nonlinear Studies";3;"84.0%
64/399
General Mathematics";517;175;64;1,704;1,976;"Walter de Gruyter"
"Canadian Review of Sociology";3,3;"78.0%
119/552
Arts and Humanities (miscellaneous)";517;159;48;0,753;0,559;"John Wiley & Sons"
"Journal of Medicine and Philosophy (United Kingdom)";2,9;"92.0%
57/806
Philosophy";517;178;83;0,876;0,406;"Oxford University Press"
"Philosophia (United States)";0,9;"71.0%
229/806
Philosophy";517;558;44;0,877;0,321;"Springer Nature"
"Journal of Technology and Science Education";3,1;"66.0%
510/1543
Education";517;166;64;1,001;0,396;"OmniaScience"
"Management and Production Engineering Review";2,8;"55.0%
173/384
Industrial and Manufacturing Engineering";517;187;56;0,524;0,307;"Polish Academy of Sciences, Production Engineering Committee"
"Journal of Vertebrate Biology";3,4;"74.0%
125/490
Animal Science and Zoology";517;151;75;0,785;0,53;"Institute of Vertebrate Biology Czech Academy of Sciences"
"Malaysian Journal of Fundamental and Applied Sciences";1,4;"54.0%
184/399
General Mathematics";517;366;43;0,369;0,181;"Penerbit UTM Press"
"City and Environment Interactions";6;"87.0%
35/279
Urban Studies";518;87;71;1,172;1,166;"Elsevier"
"Econometrics Journal";4,2;"69.0%
218/716
Economics and Econometrics";518;123;62;1,871;3,244;"Oxford University Press"
"Planning Practice and Research";3,6;"68.0%
259/821
Geography, Planning and Development";518;144;76;0,885;0,496;"Taylor & Francis"
"International Journal on Communications Antenna and Propagation";2,9;"67.0%
21/63
Media Technology";518;181;75;0,386;0,241;"Praise Worthy Prize S.r.l"
"Chongqing Daxue Xuebao/Journal of Chongqing University";0,9;"20.0%
156/196
Materials Science (miscellaneous)";518;606;42;0,396;0,173;"Editorial Board of Journal of Chongqing University"
"Journal of the Architectural Institute of Korea";0,4;"39.0%
114/189
Architecture";518;1170;29;0,522;0,204;"Architectural Institute of Korea"
"Chinese Journal of General Practitioners";0,5;"31.0%
39/56
Family Practice";518;987;25;0,196;0,144;"Chinese Medical Journals Publishing House Co.Ltd"
"Mathematics in Engineering";2,2;"62.0%
73/193
Analysis";519;238;66;0,798;0,844;"American Institute of Mathematical Sciences"
"Contemporary Economic Policy";3,1;"60.0%
92/232
Public Administration";519;167;72;0,997;0,601;"John Wiley & Sons"
"Journal of Marketing Education";6;"87.0%
197/1543
Education";519;87;86;1,696;0,939;"SAGE"
"BMJ Neurology Open";3,2;"45.0%
220/400
Neurology (clinical)";519;160;64;0,772;0,753;"BMJ Publishing Group"
"Feminist Criminology";4,8;"94.0%
60/1025
Law";519;109;74;1,495;0,946;"SAGE"
"Bioinformatics Advances";1,6;"23.0%
628/817
Computer Science Applications";519;323;44;0,709;1,329;"Oxford University Press"
"Signals";3,2;"62.0%
78/204
Engineering (miscellaneous)";519;160;68;0,877;"N/A";"Multidisciplinary Digital Publishing Institute (MDPI)"
"Metallofizika i Noveishie Tekhnologii";1,2;"44.0%
220/399
General Mathematics";519;440;41;0,382;0,221;"G.V. Kurdyumov Institute for Metal Physics of N.A.S. of Ukraine"
"Cardiac Failure Review";5,6;"75.0%
97/387
Cardiology and Cardiovascular Medicine";519;93;78;0,993;0,975;"Radcliffe Cardiology"
"Psychosocial Intervention";8;"91.0%
31/360
Developmental and Educational Psychology";519;65;89;1,944;1,225;"Colegio Oficial de Psicologos de Madrid"
"European Annals of Allergy and Clinical Immunology";4;"38.0%
143/233
Immunology and Allergy";519;129;85;0,68;0,521;"Edra s.p.a."
"Journal of Mammary Gland Biology and Neoplasia";5,3;"62.0%
154/404
Oncology";519;98;84;0,765;0,964;"Springer Nature"
"Asia-Pacific Journal of Operational Research";2;"35.0%
135/207
Management Science and Operations Research";520;255;59;0,504;0,348;"World Scientific"
"Numerical Mathematics";2,8;"61.0%
244/635
Applied Mathematics";520;183;66;0,66;0,67;"Cambridge University Press"
"Information Economics and Policy";5;"75.0%
173/716
Economics and Econometrics";520;103;69;1,421;1,511;"Elsevier"
"Supramolecular Chemistry";3,6;"52.0%
194/408
General Chemistry";520;144;67;0,398;0,257;"Taylor & Francis"
"International Journal of Law and Management";3,9;"91.0%
85/1025
Law";520;133;65;0,872;0,377;"Emerald Publishing"
"Laryngo- Rhino- Otologie";1;"36.0%
78/123
Otorhinolaryngology";520;538;33;0,254;0,16;"Thieme"
"EvoDevo";7,5;"89.0%
75/721
Ecology, Evolution, Behavior and Systematics";520;69;80;1,286;1,904;"Springer Nature"
"ACM Transactions on Algorithms";3,3;"83.0%
15/90
Mathematics (miscellaneous)";520;158;68;1,232;1,555;
"Journal of Early Childhood Literacy";5;"82.0%
271/1543
Education";520;103;80;1,489;0,708;"SAGE"
"Pharmaceutical Nanotechnology";4,2;"57.0%
79/183
Pharmaceutical Science";520;123;72;0,566;0,371;"Bentham Science Publishers"
"Comprehensive Psychoneuroendocrinology";3,1;"72.0%
27/97
Psychology (miscellaneous)";520;168;72;0,633;0,636;"Elsevier"
"Applications in Engineering Science";3,6;"66.0%
30/89
Computational Mechanics";520;146;67;0,878;0,484;"Elsevier"
"Promet - Traffic and Transportation";1,9;"57.0%
118/279
Urban Studies";520;275;60;0,507;0,296;"Faculty of Transport and Traffic Engineering"
"Set-Valued and Variational Analysis";2,9;"87.0%
14/106
Geometry and Topology";521;177;59;1,437;1,164;"Springer Nature"
"Fluid Dynamics Research";2,9;"53.0%
113/243
General Physics and Astronomy";521;182;63;0,63;0,322;"Institute of Physics Publishing"
"PPAR Research";6,2;"74.0%
70/272
Pharmacology (medical)";521;84;82;0,586;0,698;"John Wiley & Sons"
"Forum Qualitative Sozialforschung";2,2;"64.0%
99/275
General Social Sciences";521;233;64;0,946;0,425;"Institut fur Klinische Sychologie and Gemeindesychologie"
"Space and Culture";2,8;"92.0%
103/1304
Cultural Studies";521;184;67;1,123;0,482;"SAGE"
"Journal of Statistics and Data Science Education";3,9;"81.0%
51/278
Statistics and Probability";521;135;72;1,581;0,606;"Taylor & Francis"
"Zebrafish";3,6;"76.0%
118/490
Animal Science and Zoology";521;145;71;0,507;0,492;"Mary Ann Liebert"
"Journal of Evidence-Based Integrative Medicine";5,9;"80.0%
21/105
Complementary and Alternative Medicine";521;88;81;0,771;0,564;"SAGE"
"Journal of Deaf Studies and Deaf Education";3,4;"75.0%
17/66
Speech and Hearing";521;153;71;1,112;0,615;"Oxford University Press"
"Theoretical and Experimental Plant Physiology";4,2;"69.0%
157/516
Plant Science";521;125;70;0,68;0,534;"Springer Nature"
"Annales Pharmaceutiques Francaises";1,7;"40.0%
109/183
Pharmaceutical Science";521;306;49;0,548;0,219;"Elsevier"
"Agricultural and Resource Economics";2,8;"66.0%
65/193
Agricultural and Biological Sciences (miscellaneous)";521;188;72;0,583;0,305;"Institute of Eastern European Research and Consulting"
"Journal of Planar Chromatography - Modern TLC";2,2;"31.0%
107/156
Analytical Chemistry";522;233;57;0,508;0,352;"Research Institute for Medicinal Plants"
"Ethology Ecology and Evolution";3,1;"70.0%
145/490
Animal Science and Zoology";522;167;77;0,845;0,507;"Taylor & Francis"
"IEEE Electrical Insulation Magazine";4,6;"63.0%
288/797
Electrical and Electronic Engineering";522;113;57;1,238;0,426;"IEEE"
"Communication Monographs";5,4;"96.0%
42/1088
Language and Linguistics";522;97;74;1,948;1,261;"Taylor & Francis"
"Assay and Drug Development Technologies";3,6;"36.0%
100/157
Drug Discovery";522;147;63;0,525;0,317;"Mary Ann Liebert"
"Neurotrauma Reports";2,4;"17.0%
31/37
Developmental Neuroscience";522;215;62;0,652;0,498;"Mary Ann Liebert"
"Electromagnetic Biology and Medicine";3,6;"61.0%
152/398
Medicine (miscellaneous)";522;145;73;0,564;0,326;"Taylor & Francis"
"European Journal of Breast Health";2,6;"59.0%
225/551
Surgery";522;204;64;0,782;0,431;"Galenos Publishing House"
"Indian Journal of Agricultural Research";1;"23.0%
309/406
Agronomy and Crop Science";522;500;49;0,595;0,217;"Agricultural Research Communication Centre"
"Scientia Geologica Sinica";1,7;"41.0%
187/321
Geology";522;299;58;0,514;0,417;"Science China Press"
"Radiation Oncology Journal";3,8;"58.0%
140/333
Radiology, Nuclear Medicine and Imaging";522;136;75;0,945;0,704;"Korean Society for Therapeutic Radiology and Oncology"
"Current Transplantation Reports";3,4;"71.0%
158/551
Surgery";522;154;58;0,483;0,653;"Springer Nature"
"Animal Reproduction";2,3;"62.0%
73/194
General Veterinary";522;231;59;0,579;0,407;"Colegio Brasileiro de Reproducao Animal"
"Computational Brain and Behavior";4,3;"67.0%
119/360
Developmental and Educational Psychology";522;121;71;1,048;1,1;"Springer Nature"
"American Journal of Medical Quality";1,9;"60.0%
253/636
General Medicine";522;278;45;0,615;0,421;"Wolters Kluwer Health"
"Physics and Chemistry of Minerals";2,9;"50.0%
77/154
Geochemistry and Petrology";523;182;68;0,72;0,368;"Springer Nature"
"International Journal of Social Welfare";3,8;"79.0%
308/1466
Sociology and Political Science";523;137;72;1,23;0,657;"John Wiley & Sons"
"ACM Transactions on the Web";4,9;"61.0%
154/395
Computer Networks and Communications";523;106;64;1,433;0,787;
"Journal of Intellectual and Developmental Disability";3,4;"79.0%
115/552
Arts and Humanities (miscellaneous)";523;153;74;1,076;0,628;"Taylor & Francis"
"South African Journal of Education";1,6;"42.0%
883/1543
Education";523;322;49;0,691;0,292;"Foundation for Education Science and Technology"
"Urban Review";3,8;"79.0%
305/1466
Sociology and Political Science";523;136;72;1,51;0,916;"Springer Nature"
"Arab Journal of Gastroenterology";2,7;"42.0%
97/167
Gastroenterology";523;194;60;0,452;0,343;"Elsevier"
"Journal of Membrane Science and Research";4;"62.0%
74/196
Materials Science (miscellaneous)";523;131;76;0,383;0,264;"Amirkabir University of Technology - Membrane Processes Research Laboratory"
"International Journal of Number Theory";1,1;"39.0%
73/119
Algebra and Number Theory";524;491;44;0,832;0,549;"World Scientific"
"International Journal of Disclosure and Governance";4,8;"75.0%
79/317
Finance";524;110;74;1,019;0,527;"Springer Nature"
"Journal of Engineering Thermophysics";2,3;"43.0%
111/197
Environmental Engineering";524;227;57;0,677;0,276;"Pleiades Publishing"
"Biosystems Diversity";2,4;"48.0%
369/721
Ecology, Evolution, Behavior and Systematics";524;218;58;0,65;0,246;"Oles Honchar Dnipro National University"
"Journal of Phonetics";3,5;"90.0%
102/1088
Language and Linguistics";524;149;69;1,742;0,849;"Elsevier"
"Telecommunications and Radio Engineering (English translation of Elektrosvyaz and Radiotekhnika)";1,7;"30.0%
551/797
Electrical and Electronic Engineering";525;317;45;0,236;0,146;"Begell House"
"Social and Legal Studies";3,3;"88.0%
117/1025
Law";525;161;72;1,412;0,469;"SAGE"
"Advances in Parallel Computing";1,2;"19.0%
187/232
General Computer Science";525;456;44;0,389;0,133;"Elsevier"
"Cardiovascular Digital Health Journal";4,2;"68.0%
35/110
Critical Care and Intensive Care Medicine";525;124;73;0,772;0,636;"Elsevier"
"Journal of Environmental and Occupational Medicine";0,6;"14.0%
571/665
Public Health, Environmental and Occupational Health";525;824;41;0,14;0,13;"Shanghai Municipal Center for Disease Control and Prevention"
"International Journal of Horticultural Science and Technology";3,3;"71.0%
33/115
Horticulture";525;157;71;0,844;0,34;"University of Tehran, College of Aburaihan"
"International Journal on Artificial Intelligence Tools";2,1;"27.0%
256/350
Artificial Intelligence";525;249;59;0,456;0,288;"World Scientific"
"BDJ Open";3,7;"64.0%
48/132
General Dentistry";525;142;65;0,986;0,518;"Springer Nature"
"Tunisie Medicale";1;"43.0%
358/636
General Medicine";525;537;37;0,347;0,229;"Societe Tunisienne des Sciences Medicales"
"Transnational Corporations Review";5,2;"82.0%
54/306
Development";526;102;78;0,703;0,431;"Elsevier"
"Vacunas";3,9;"50.0%
172/344
Infectious Diseases";526;135;58;0,421;0,423;"Elsevier"
"International Journal of Industrial and Systems Engineering";1,7;"39.0%
231/384
Industrial and Manufacturing Engineering";526;314;49;0,422;0,27;"Inderscience Publishers"
"International Review on Modelling and Simulations";2,8;"86.0%
6/41
Logic";526;188;71;0,451;0,3;"Praise Worthy Prize S.r.l"
"Clinical and Experimental Reproductive Medicine";3,3;"52.0%
43/90
Reproductive Medicine";526;161;69;0,673;0,493;"Korean Society for Reproductive Medicine"
"Journal of Electronic Science and Technology";4,3;"62.0%
301/797
Electrical and Electronic Engineering";526;122;63;0,76;0,329;"KeAi Communications Co."
"Botany";2,2;"48.0%
267/516
Plant Science";526;235;63;0,603;0,356;"Canadian Science Publishing"
"Journal of Experimental Nanoscience";4,1;"50.0%
228/463
General Materials Science";527;129;73;0,53;0,376;"Taylor & Francis"
"Clinical and Experimental Hepatology";2,8;"40.0%
49/82
Hepatology";527;189;61;0,561;0,479;"Termedia Publishing House Ltd."
"Medicine, Science and the Law";2,9;"85.0%
154/1025
Law";527;184;69;0,723;0,384;"SAGE"
"Philosophical Psychology";2,4;"89.0%
86/806
Philosophy";527;221;62;0,8;0,554;"Taylor & Francis"
"Economia Politica";3,9;"79.0%
295/1466
Sociology and Political Science";527;134;72;0,922;0,701;"Springer Nature"
"Inland Water Biology";1,3;"24.0%
188/247
Aquatic Science";527;416;49;0,802;0,295;"Pleiades Publishing"
"Brodogradnja";4,3;"67.0%
219/672
Mechanical Engineering";527;123;81;1,191;0,735;
"Group Dynamics";6,5;"84.0%
50/310
Social Psychology";528;81;81;0,964;0,809;"American Psychological Association"
"Parallel Architectures and Compilation Techniques - Conference Proceedings, PACT";3,4;"58.0%
55/130
Theoretical Computer Science";528;154;57;0,591;0,413;"IEEE"
"Annals of Thoracic Medicine";4,1;"77.0%
126/551
Surgery";528;128;76;0,602;0,565;"Wolters Kluwer Health"
"Electronic Journal of Information Systems in Developing Countries";3,6;"49.0%
200/394
Information Systems";528;146;71;0,882;0,441;"John Wiley & Sons"
"Canadian Journal of Economics";2,2;"43.0%
405/716
Economics and Econometrics";528;243;53;0,914;0,787;"John Wiley & Sons"
"Minerva";5,2;"91.0%
52/604
Social Sciences (miscellaneous)";528;102;79;1,709;0,93;"Springer Nature"
"Metal Science and Heat Treatment";1,2;"33.0%
118/176
Metals and Alloys";528;445;42;0,418;0,219;"Springer Nature"
"Revista de Psicodidactica";6,6;"90.0%
153/1543
Education";528;80;83;1,752;0,938;"Escuela Universitaria de Magisterio"
"Neues Jahrbuch fur Geologie und Palaontologie - Abhandlungen";1,7;"41.0%
67/113
Paleontology";528;308;63;0,577;0,344;"Schweizerbart Science Publishers"
"World Academy of Sciences Journal";2,9;"71.0%
184/636
General Medicine";528;182;49;0,371;0,379;"Spandidos Publications"
"Journal of Infusion Nursing";4;"77.0%
32/139
General Nursing";529;131;45;1,679;0,232;"Wolters Kluwer Health"
"Computational Methods and Function Theory";3,2;"78.0%
42/193
Analysis";529;163;44;1,165;0,448;"Springer Nature"
"Exceptional Children";5,9;"86.0%
202/1543
Education";529;90;88;2,105;1,369;"SAGE"
"Journal of Mass Spectrometry and Advances in the Clinical Lab";4,3;"76.0%
10/41
Medical Laboratory Technology";529;123;78;0,96;0,762;"Elsevier"
"Quantitative InfraRed Thermography Journal";6,8;"81.0%
26/141
Instrumentation";529;78;96;1,861;1,053;"Taylor & Francis"
"Przeglad Menopauzalny";3,4;"58.0%
88/209
Obstetrics and Gynecology";529;156;62;1,247;0,628;"Termedia Publishing House Ltd."
"Social Work";3,9;"79.0%
299/1466
Sociology and Political Science";529;136;71;1,224;0,726;"Oxford University Press"
"Food and Waterborne Parasitology";5,1;"71.0%
23/79
Parasitology";529;103;79;1,252;0,795;"Elsevier"
"Analytical and Bioanalytical Electrochemistry";2,2;"31.0%
108/156
Analytical Chemistry";529;243;55;0,249;0,195;"Center of Excellence in Electrochemistry, Faculty of Chemistry, University of Tehran"
"Tellus, Series A: Dynamic Meteorology and Oceanography";4;"65.0%
51/145
Oceanography";529;131;77;0,711;0,682;"Stockholm University Press"
"Revista Mexicana de Biodiversidad";1,5;"29.0%
511/721
Ecology, Evolution, Behavior and Systematics";530;362;55;0,664;0,294;"Universidad Nacional Autonoma de Mexico"
"Advances in Public Health";4,6;"68.0%
213/665
Public Health, Environmental and Occupational Health";530;116;63;0,771;0,567;"John Wiley & Sons"
"Comptes Rendus Chimie";2,1;"38.0%
251/408
General Chemistry";530;247;60;0,398;0,244;"Elsevier"
"AKCE International Journal of Graphs and Combinatorics";2;"69.0%
29/92
Discrete Mathematics and Combinatorics";530;267;50;1,171;0,366;"Taylor & Francis"
"IEEE Journal on Multiscale and Multiphysics Computational Techniques";4,3;"84.0%
14/85
Mathematical Physics";530;124;77;0,894;0,827;"IEEE"
