"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"IEEE Transactions on Haptics";5,9;"68.0%
257/817
Computer Science Applications";2019;343;76;1,294;0,896;"IEEE"
"Research in Autism Spectrum Disorders";4,2;"67.0%
101/311
Clinical Psychology";2019;482;71;1,034;0,832;"Elsevier"
"Tunnel Construction";1,5;"37.0%
140/223
Building and Construction";2020;1323;49;0,625;0,365;"Editorial Office of Tunnel Construction"
"Animal Production Science";3;"68.0%
155/490
Animal Science and Zoology";2021;679;69;0,573;0,406;"CSIRO Publishing"
"Interface Focus";9,2;"89.0%
16/152
Biophysics";2022;220;91;1,18;1,15;"The Royal Society"
"European Journal of Work and Organizational Psychology";8;"85.0%
34/230
Organizational Behavior and Human Resource Management";2023;252;83;1,732;1,799;"Taylor & Francis"
"Tehnicki Vjesnik";1,9;"46.0%
165/307
General Engineering";2023;1051;59;0,452;0,262;"Strojarski Facultet, Sveuciliste Josipa Jurja Strossmayera u Osijeki"
"Journal of Geo-Information Science";2,7;"50.0%
37/73
Computers in Earth Sciences";2023;754;69;0,655;0,33;"Science China Press"
"Surveys in Geophysics";10;"96.0%
6/165
Geophysics";2023;203;91;2,177;1,368;"Springer Nature"
"Information Systems Journal";14,6;"96.0%
15/395
Computer Networks and Communications";2024;139;100;2,55;2,768;"John Wiley & Sons"
"ACS Food Science and Technology";3,3;"51.0%
188/389
Food Science";2025;613;67;0,67;0,487;"American Chemical Society"
"CAD Computer Aided Design";5,5;"74.0%
28/106
Computer Graphics and Computer-Aided Design";2025;370;79;1,376;0,791;"Elsevier"
"Recycling";6,8;"78.0%
88/399
Management, Monitoring, Policy and Law";2025;297;75;1,376;0,869;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Lithosphere";3,8;"72.0%
88/321
Geology";2025;536;69;0,556;0,49;"Geoscienceworld"
"Optimization Letters";3,4;"67.0%
43/130
Control and Optimization";2027;588;69;1,197;0,723;"Springer Nature"
"Cogent Education";2,3;"53.0%
720/1543
Education";2027;895;55;1,094;0,47;"Taylor & Francis"
"Journal of Applied Laboratory Medicine";3,7;"61.0%
80/208
Pathology and Forensic Medicine";2028;541;67;0,586;0,506;"Oxford University Press"
"Interdisciplinary Sciences - Computational Life Sciences";8,6;"82.0%
142/817
Computer Science Applications";2028;235;83;0,895;0,694;"Springer Nature"
"Brazilian Oral Research";3,8;"65.0%
46/132
General Dentistry";2029;538;60;0,785;0,508;"University of Sao Paolo"
"Journal of Neuro-Ophthalmology";2,8;"54.0%
63/137
Ophthalmology";2029;722;57;0,75;0,566;"Wolters Kluwer Health"
"Applied Cognitive Psychology";4,3;"85.0%
80/552
Arts and Humanities (miscellaneous)";2029;473;73;1,072;0,761;"John Wiley & Sons"
"Remote Sensing Letters";4,1;"66.0%
53/159
Earth and Planetary Sciences (miscellaneous)";2029;494;72;0,598;0,458;"Taylor & Francis"
"Asia Pacific Journal of Management";9,7;"98.0%
5/242
Economics, Econometrics and Finance (miscellaneous)";2029;210;93;1,985;1,64;"Springer Nature"
"International Organization";14,5;"99.0%
4/1025
Law";2031;140;82;4,36;4,932;"Cambridge University Press"
"Nuclear Technology";3,4;"66.0%
26/77
Nuclear Energy and Engineering";2031;590;66;1,218;0,636;"Taylor & Francis"
"Online Learning Journal";7,5;"92.0%
110/1543
Education";2031;272;69;1,754;1,098;"The Online Learning Consortium"
"Pediatric Rheumatology";4,1;"73.0%
87/330
Pediatrics, Perinatology and Child Health";2031;497;69;0,966;0,835;"Springer Nature"
"Journal of Ocean Engineering and Science";11,5;"97.0%
3/105
Ocean Engineering";2031;177;94;1,389;0,836;"Shanghai Jiaotong University"
"Ecological Monographs";12,2;"96.0%
23/721
Ecology, Evolution, Behavior and Systematics";2032;166;93;2,235;2,697;"John Wiley & Sons"
"Journal of Diabetes";6,5;"68.0%
78/244
Endocrinology, Diabetes and Metabolism";2032;312;82;0,839;0,951;"John Wiley & Sons"
"Acta Geologica Sinica (English Edition)";3;"62.0%
122/321
Geology";2032;684;72;0,64;0,505;"John Wiley & Sons"
"Molecular Human Reproduction";8,3;"93.0%
14/209
Obstetrics and Gynecology";2033;244;88;0,944;1,201;"Oxford University Press"
"Frontiers in Big Data";5,2;"75.0%
33/133
Computer Science (miscellaneous)";2033;394;68;1,067;0,686;"Frontiers Media S.A."
"Systematic Entomology";10,5;"99.0%
2/181
Insect Science";2034;194;94;2,897;2,123;"John Wiley & Sons"
"Engineering Computations";3,4;"64.0%
109/307
General Engineering";2035;598;69;0,767;0,381;"Emerald Publishing"
"Journal of Public Health Research";3,7;"59.0%
270/665
Public Health, Environmental and Occupational Health";2035;546;66;0,762;0,514;"SAGE"
"Frontiers in Sustainable Cities";4;"77.0%
64/279
Urban Studies";2035;509;67;0,689;0,599;"Frontiers Media S.A."
"Neuroepidemiology";9,9;"89.0%
44/400
Neurology (clinical)";2036;205;78;1,948;1,635;"Karger"
"IEEJ Transactions on Electrical and Electronic Engineering";2,7;"43.0%
447/797
Electrical and Electronic Engineering";2036;749;63;0,649;0,371;"John Wiley & Sons"
"Journal of the International Neuropsychological Society";5,4;"76.0%
73/311
Clinical Psychology";2037;379;86;1,108;1,028;"Cambridge University Press"
"Displays";4,6;"63.0%
291/797
Electrical and Electronic Engineering";2037;447;70;1,271;0,629;"Elsevier"
"Inflammation and Regeneration";11;"81.0%
52/285
Cell Biology";2037;185;81;1,199;1,72;"Springer Nature"
"Journal of Nonlinear Science";5;"84.0%
98/635
Applied Mathematics";2037;410;71;1,4;1,179;"Springer Nature"
"Mathematical Biosciences";7,5;"95.0%
12/278
Statistics and Probability";2037;270;71;0,946;0,639;"Elsevier"
"Journal of Neuropathology and Experimental Neurology";5,4;"77.0%
48/208
Pathology and Forensic Medicine";2038;374;76;0,672;1,026;"Oxford University Press"
"Journal of Network and Systems Management";7,6;"80.0%
76/395
Computer Networks and Communications";2038;268;78;1,334;1,043;"Springer Nature"
"Annual Review of Sociology";18,7;"99.0%
4/1466
Sociology and Political Science";2039;109;86;5,502;3,11;"Annual Reviews Inc."
"Polar Biology";3,6;"69.0%
69/221
General Agricultural and Biological Sciences";2039;570;77;0,614;0,566;"Springer Nature"
"Cleft Palate Craniofacial Journal";2,7;"61.0%
29/74
Oral Surgery";2040;745;75;1,107;0,574;"SAGE"
"Tumu Gongcheng Xuebao/China Civil Engineering Journal";2,5;"81.0%
36/189
Architecture";2041;801;64;0,961;0,487;"Editorial Office of China Civil Engineering Journal"
"Biology Open";3,9;"72.0%
62/221
General Agricultural and Biological Sciences";2042;527;77;0,68;0,758;"Company of Biologists Ltd"
"Tien Tzu Hsueh Pao/Acta Electronica Sinica";1,6;"29.0%
560/797
Electrical and Electronic Engineering";2042;1286;50;0,524;0,227;"Chinese Institute of Electronics"
"Asian Journal of Andrology";4,9;"77.0%
27/120
Urology";2042;416;81;0,981;0,689;"Wolters Kluwer Health"
"Proceedings of the Institution of Mechanical Engineers, Part F: Journal of Rail and Rapid Transit";4,8;"71.0%
192/672
Mechanical Engineering";2042;425;80;1,531;0,644;"SAGE"
"Meitiandizhi Yu Kantan/Coal Geology and Exploration";2,3;"50.0%
159/321
Geology";2042;878;65;0,654;0,414;"Science China Press"
"International Journal of Renewable Energy Research";2,8;"47.0%
143/272
Energy Engineering and Power Technology";2042;723;68;0,416;0,281;"International Journal of Renewable Energy Research"
"Clinical Neuroradiology";5;"69.0%
101/333
Radiology, Nuclear Medicine and Imaging";2043;412;79;1,111;0,794;"Springer Nature"
"Scandinavian Journal of Caring Sciences";4,6;"68.0%
212/665
Public Health, Environmental and Occupational Health";2044;446;80;1,172;0,789;"John Wiley & Sons"
"Journal of Clinical and Experimental Hepatology";4,9;"60.0%
33/82
Hepatology";2044;413;75;0,772;0,787;"Elsevier"
"Mineral Processing and Extractive Metallurgy Review";10,3;"93.0%
41/672
Mechanical Engineering";2044;198;93;1,795;0,962;"Taylor & Francis"
"Biotropica";4,1;"70.0%
215/721
Ecology, Evolution, Behavior and Systematics";2044;503;76;0,857;0,782;"John Wiley & Sons"
"Journal of Behavioral Medicine";5,7;"82.0%
39/216
General Psychology";2046;358;80;1,008;1,044;"Springer Nature"
"Journal of Environmental Science and Health - Part A Toxic/Hazardous Substances and Environmental Engineering";4,1;"54.0%
90/197
Environmental Engineering";2047;494;74;0,536;0,42;"Taylor & Francis"
"Dental Traumatology";6,4;"93.0%
5/74
Oral Surgery";2047;321;88;1,75;1,032;"John Wiley & Sons"
"Journal of Financial Stability";7,7;"95.0%
13/288
General Economics, Econometrics and Finance";2048;265;77;1,821;1,837;"Elsevier"
"Molecular and Clinical Oncology";2,8;"38.0%
250/404
Oncology";2048;743;71;0,55;0,446;"Spandidos Publications UK"
"Bio-protocol";1,5;"32.0%
347/516
Plant Science";2049;1351;54;0,287;0,505;"Bio-protocol LLC"
"Developmental Dynamics";5,1;"53.0%
39/82
Developmental Biology";2050;399;85;0,747;0,917;"John Wiley & Sons"
"Journal of Health Communication";5,6;"87.0%
62/511
Communication";2050;363;70;1,08;0,982;"Taylor & Francis"
"Science and Technology of Welding and Joining";6,1;"76.0%
101/434
Condensed Matter Physics";2052;336;82;1,349;0,865;"SAGE"
"Clinics in Dermatology";4,6;"79.0%
30/142
Dermatology";2052;444;81;1,083;0,644;"Elsevier"
"Microbiology and Molecular Biology Reviews";18,8;"94.0%
10/182
Microbiology";2053;109;84;2,375;3,264;"American Society for Microbiology"
"Animal Genetics";4,6;"85.0%
74/490
Animal Science and Zoology";2053;444;74;0,812;0,546;"John Wiley & Sons"
"Chinese Journal of Experimental Traditional Medical Formulae";0,7;"25.0%
60/80
General Pharmacology, Toxicology and Pharmaceutics";2053;3034;34;0,202;0,138;"China Academy of Chinese Medical Sciences Institute of Chinese Materia Medica"
"IEEE Transactions on Learning Technologies";7,5;"93.0%
107/1543
Education";2054;273;81;1,852;1,493;"IEEE"
"Business and Information Systems Engineering";13,6;"93.0%
26/394
Information Systems";2054;151;88;2,754;1,611;"Springer Nature"
"Clinical and Experimental Pediatrics";8;"98.0%
1/25
Pediatrics";2054;256;83;1,336;0,877;"Korean Pediatric Society"
"Binggong Xuebao/Acta Armamentarii";1,4;"31.0%
462/672
Mechanical Engineering";2055;1422;54;0,733;0,292;"China Ordnance Society"
"Medical Decision Making";6,5;"86.0%
43/310
Health Policy";2055;318;76;1,316;1,165;"SAGE"
"Journal of Pharmacy Practice";3,2;"43.0%
154/272
Pharmacology (medical)";2055;633;73;0,604;0,38;"SAGE"
"Current Pain and Headache Reports";6,1;"80.0%
27/136
Anesthesiology and Pain Medicine";2055;338;79;1,452;0,767;"Springer Nature"
"IEEE Software";5,5;"61.0%
159/407
Software";2055;373;71;1,369;0,955;"IEEE"
"Bulletin of Volcanology";6,4;"75.0%
39/154
Geochemistry and Petrology";2056;321;83;1,122;1,237;"Springer Nature"
"IFMBE Proceedings";1;"12.0%
265/303
Biomedical Engineering";2056;2043;33;0,113;0,137;"Springer Nature"
"Revista da Sociedade Brasileira de Medicina Tropical";3,4;"50.0%
40/79
Parasitology";2056;597;72;0,574;0,465;"Sociedade Brasileira de Medicina Tropical"
"Frontiers in Computer Science";4,3;"69.0%
41/133
Computer Science (miscellaneous)";2056;482;64;0,973;0,746;"Frontiers Media S.A."
"Journal of Marine Systems";6,2;"86.0%
33/247
Aquatic Science";2057;334;89;0,908;0,836;"Elsevier"
"Journal of Criminal Justice";6,9;"97.0%
27/1025
Law";2057;298;70;1,656;1,332;"Elsevier"
"Journal of Hydraulic Engineering";5,1;"73.0%
178/672
Mechanical Engineering";2060;402;82;1,173;0,657;"American Society of Civil Engineers"
"Fishes";1,9;"41.0%
271/461
Ecology";2060;1102;57;0,622;0,398;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Regulation and Governance";7,8;"98.0%
20/1025
Law";2061;265;93;1,827;1,381;"John Wiley & Sons"
"Speech Communication";6,8;"97.0%
25/1088
Language and Linguistics";2061;303;75;1,648;0,769;"Elsevier"
"International Journal of Modern Physics C";3;"72.0%
24/85
Mathematical Physics";2062;679;64;0,476;0,293;"World Scientific"
"General Thoracic and Cardiovascular Surgery";2,7;"60.0%
216/551
Surgery";2062;757;68;0,708;0,411;"Springer Nature"
"Fungal Biology";5,8;"83.0%
119/721
Ecology, Evolution, Behavior and Systematics";2063;355;85;0,948;0,696;"Elsevier"
"PCIM Europe Conference Proceedings";1,7;"31.0%
543/797
Electrical and Electronic Engineering";2063;1209;38;0,978;"N/A";
"Journal of Sport Rehabilitation";3,2;"69.0%
49/161
Rehabilitation";2064;639;72;0,714;0,58;"Human Kinetics Publishers Inc."
"Psychology in the Schools";3;"64.0%
545/1543
Education";2065;687;62;1,081;0,756;"John Wiley & Sons"
"European Journal of Social Psychology";6,1;"81.0%
58/310
Social Psychology";2065;336;76;1,727;1,63;"John Wiley & Sons"
"Mechanisms and Machine Science";0,7;"15.0%
571/672
Mechanical Engineering";2065;2973;34;0,237;0,166;"Springer Nature"
"Wood Science and Technology";5,9;"86.0%
24/174
Forestry";2065;349;81;1,066;0,615;"Springer Nature"
"Child Indicators Research";4,9;"86.0%
199/1466
Sociology and Political Science";2067;422;74;1,366;1,021;"Springer Nature"
"Globalizations";5,7;"90.0%
27/288
General Economics, Econometrics and Finance";2068;364;81;1,428;0,727;"Taylor & Francis"
"Aircraft Engineering and Aerospace Technology";3,2;"59.0%
62/153
Aerospace Engineering";2068;650;69;0,834;0,417;"Emerald Publishing"
"BMC Emergency Medicine";3,5;"72.0%
30/109
Emergency Medicine";2069;586;70;0,936;0,745;"Springer Nature"
"Meditari Accountancy Research";7,8;"94.0%
13/242
Economics, Econometrics and Finance (miscellaneous)";2070;266;87;1,323;0,932;"Emerald Publishing"
"Minerva Anestesiologica";4,5;"69.0%
42/136
Anesthesiology and Pain Medicine";2070;457;83;0,592;0,55;"Edizioni Minerva Medica"
"Geopolitics";7,6;"97.0%
21/706
Political Science and International Relations";2070;273;92;2,177;1,211;"Taylor & Francis"
"CJC Open";3,3;"50.0%
191/387
Cardiology and Cardiovascular Medicine";2070;631;63;0,533;0,646;"Elsevier"
"European Stroke Journal";7,5;"83.0%
65/387
Cardiology and Cardiovascular Medicine";2074;278;68;2,319;2,201;"SAGE"
"Bulletin of Mathematical Biology";3,9;"89.0%
42/399
General Mathematics";2074;529;73;0,825;0,61;"Springer Nature"
"European Transport Research Review";9,7;"92.0%
50/672
Mechanical Engineering";2075;214;86;1,64;1,106;"Springer Nature"
"Marketing Intelligence and Planning";8;"75.0%
52/210
Marketing";2075;260;82;1,11;0,955;"Emerald Publishing"
"Auris Nasus Larynx";3,4;"70.0%
163/551
Surgery";2075;619;71;1,135;0,56;"Elsevier"
"Journal of Medicinal and Pharmaceutical Chemistry Research";4,7;"64.0%
40/111
Chemistry (miscellaneous)";2076;446;73;0,704;0,266;"Sami Publishing Company"
"IEEE Open Journal of Power Electronics";8,6;"84.0%
122/797
Electrical and Electronic Engineering";2077;242;79;1,88;1,977;"IEEE"
"Decision Sciences";12,4;"96.0%
9/218
General Business, Management and Accounting";2078;167;86;2,036;2,145;"John Wiley & Sons"
"Biodiversity Data Journal";2,2;"59.0%
74/181
Insect Science";2079;931;60;0,705;0,367;"Pensoft Publishers"
"Przeglad Elektrotechniczny";1;"19.0%
644/797
Electrical and Electronic Engineering";2080;2134;38;0,393;0,17;"Wydawnictwo SIGMA - N O T Sp. z o.o."
"ACM Transactions on Computer-Human Interaction";8,5;"79.0%
30/145
Human-Computer Interaction";2080;245;83;1,789;1,842;
"Journal of Control, Automation and Electrical Systems";4,1;"61.0%
123/321
Control and Systems Engineering";2080;512;71;0,685;0,443;"Springer Nature"
"Monatshefte fur Chemie";3,7;"53.0%
191/408
General Chemistry";2080;565;72;0,51;0,316;"Springer Nature"
"Fundamental Research";7,4;"91.0%
15/171
";2080;282;91;1,058;0,849;"KeAi Communications Co."
"Growth and Change";6,4;"67.0%
40/120
Global and Planetary Change";2081;324;85;0,955;0,854;"John Wiley & Sons"
"Political Psychology";8;"99.0%
7/806
Philosophy";2081;259;83;2,182;2,161;"John Wiley & Sons"
"Journal of the European Economic Association";7,8;"96.0%
12/288
General Economics, Econometrics and Finance";2081;267;85;2,834;6,658;"John Wiley & Sons"
"Journal of Applied Learning and Teaching";9;"95.0%
70/1543
Education";2081;232;55;1,297;0,574;"Kaplan Singapore"
"Conservation Physiology";5,1;"78.0%
46/211
Nature and Landscape Conservation";2082;407;75;1,006;0,906;"Oxford University Press"
"TechTrends";5,7;"85.0%
217/1543
Education";2082;367;71;1,482;0,871;"Springer Nature"
"Pervasive and Mobile Computing";7,7;"81.0%
73/395
Computer Networks and Communications";2084;269;84;1,071;0,915;"Elsevier"
"Journal of Research in Science Teaching";8,8;"95.0%
76/1543
Education";2084;236;88;2,852;1,906;"John Wiley & Sons"
"Annals of Nuclear Medicine";4,9;"68.0%
104/333
Radiology, Nuclear Medicine and Imaging";2084;425;80;0,768;0,69;"Springer Nature"
"Respiratory Medicine Case Reports";2,1;"33.0%
103/155
Pulmonary and Respiratory Medicine";2085;981;58;0,488;0,28;"Elsevier"
"BMJ Evidence-Based Medicine";8,9;"93.0%
44/636
General Medicine";2085;234;82;1,519;1,317;"BMJ Publishing Group"
"BMJ Paediatrics Open";4,1;"73.0%
89/330
Pediatrics, Perinatology and Child Health";2085;514;65;0,871;0,724;"BMJ Publishing Group"
"International Journal of Healthcare Management";5,4;"88.0%
5/40
Leadership and Management";2087;390;78;0,779;0,448;"Taylor & Francis"
"Journal of Further and Higher Education";5,2;"83.0%
256/1543
Education";2087;398;74;1,635;0,911;"Taylor & Francis"
"Endocrine Pathology";12,3;"96.0%
8/208
Pathology and Forensic Medicine";2087;170;85;2,949;2,566;"Springer Nature"
"International Journal on Interactive Design and Manufacturing";4;"66.0%
109/324
Modeling and Simulation";2088;521;71;1,079;0,394;"Springer Nature"
"Resources and Environment in the Yangtze Basin";2,1;"48.0%
110/211
Nature and Landscape Conservation";2089;982;64;0,621;0,327;"Editorial office of Resources and Environment in the Yangtze Basin"
"Bulletin of Chinese Academy of Sciences";2,9;"58.0%
96/232
Public Administration";2090;713;56;1,05;0,469;"Science China Press"
"IEEE Transactions on Nanobioscience";7;"83.0%
66/398
Medicine (miscellaneous)";2092;299;84;1,005;0,659;"IEEE"
"Energy Efficiency";5,8;"65.0%
26/73
General Energy";2092;360;76;0,869;0,734;"Springer Nature"
"Aggression and Violent Behavior";7,5;"88.0%
36/311
Clinical Psychology";2092;280;80;1,676;1,002;"Elsevier"
"Journal for Nature Conservation";3,7;"68.0%
67/211
Nature and Landscape Conservation";2093;559;73;0,823;0,666;"Elsevier"
"International Journal of Sport and Exercise Psychology";7,3;"87.0%
38/310
Social Psychology";2094;287;85;1,389;0,94;"Taylor & Francis"
"International Journal of Corrosion and Scale Inhibition";4,9;"77.0%
40/176
Metals and Alloys";2095;426;70;0,711;0,395;"Russian Association of Corrosion Engineers"
"Annals of Diagnostic Pathology";3,9;"65.0%
73/208
Pathology and Forensic Medicine";2095;536;71;0,819;0,575;"Elsevier"
"Stress and Health";6,4;"84.0%
48/311
Clinical Psychology";2096;327;83;1,255;1,303;"John Wiley & Sons"
"CBE Life Sciences Education";6,5;"89.0%
159/1543
Education";2097;322;80;1,781;1,318;"American Society for Cell Biology"
"Annals of Family Medicine";3,7;"74.0%
15/56
Family Practice";2098;573;53;1,565;0,897;"Annals of Family Medicine, Inc"
"Societies";3,1;"71.0%
78/275
General Social Sciences";2098;672;65;0,997;0,486;"Multidisciplinary Digital Publishing Institute (MDPI)"
"International Nursing Review";7,9;"96.0%
5/139
General Nursing";2099;266;81;1,558;1,165;"John Wiley & Sons"
"Irish Journal of Psychological Medicine";9,1;"98.0%
4/223
History and Philosophy of Science";2101;232;75;1,034;1,035;"Cambridge University Press"
"Acta Crystallographica Section E: Crystallographic Communications";1,9;"35.0%
263/408
General Chemistry";2101;1117;48;0,439;0,233;"International Union of Crystallography"
"Qualitative Research";8,1;"97.0%
5/223
History and Philosophy of Science";2102;261;86;3,484;1,839;"SAGE"
"Annual Review of Public Health";26,6;"99.0%
5/665
Public Health, Environmental and Occupational Health";2103;79;99;5,11;5,44;"Annual Reviews Inc."
"Journal of Outdoor Recreation and Tourism";6,7;"72.0%
41/146
Tourism, Leisure and Hospitality Management";2104;316;81;1,227;0,853;"Elsevier"
"Galaxies";4,9;"66.0%
31/90
Astronomy and Astrophysics";2104;431;77;0,857;0,98;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Inventions";4,8;"75.0%
76/307
General Engineering";2104;435;70;0,875;0,471;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Bulletin of the Malaysian Mathematical Sciences Society";2,4;"77.0%
90/399
General Mathematics";2104;887;56;1,042;0,508;"Springer Nature"
"Advances in Geo-Energy Research";12,3;"98.0%
5/229
Geotechnical Engineering and Engineering Geology";2104;171;88;1,98;1,565;"Yandy Scientific Press"
"Oryx";5,3;"80.0%
141/721
Ecology, Evolution, Behavior and Systematics";2106;399;89;0,982;0,775;"Cambridge University Press"
"Global Challenges";8,7;"92.0%
13/171
";2106;242;76;1,033;0,901;"John Wiley & Sons"
"Clinical and Experimental Nephrology";4,1;"63.0%
30/81
Nephrology";2106;514;76;0,795;0,62;"Springer Nature"
"Socius";5,1;"86.0%
38/275
General Social Sciences";2107;417;58;1,207;1,349;"SAGE"
"Disability and Society";5,5;"89.0%
30/275
General Social Sciences";2107;383;83;1,787;0,882;"Taylor & Francis"
"South African Medical Journal";3;"72.0%
174/636
General Medicine";2108;693;62;0,449;0,469;"South African Medical Association"
"Communications in Computational Physics";4,7;"88.0%
10/85
Mathematical Physics";2108;446;67;1,111;1,176;"Global Science Press"
"Breastfeeding Medicine";4,2;"94.0%
2/25
Pediatrics";2109;506;70;0,869;0,705;"Mary Ann Liebert"
"Journal of Wildlife Management";4;"70.0%
62/211
Nature and Landscape Conservation";2109;528;76;0,875;0,804;"John Wiley & Sons"
"Cancer Control";3,8;"47.0%
72/137
Hematology";2111;556;70;0,692;0,698;"SAGE"
"Employee Relations";6,5;"85.0%
9/60
Industrial Relations";2112;325;78;1,395;0,892;"Emerald Publishing"
"Journal of Refractive Surgery";5,1;"85.0%
78/551
Surgery";2112;413;78;1,486;1,477;"Slack, Inc."
"Russian Journal of Physical Chemistry A";1,2;"17.0%
157/189
Physical and Theoretical Chemistry";2112;1703;50;0,367;0,198;"Pleiades Publishing"
"Journal of Nursing Scholarship";6,3;"93.0%
9/139
General Nursing";2113;333;81;1,285;1,102;"John Wiley & Sons"
"Journal of Product Innovation Management";17;"98.0%
5/289
Management of Technology and Innovation";2113;124;88;3,741;3,402;"John Wiley & Sons"
"Developmental Psychobiology";4,2;"64.0%
129/360
Developmental and Educational Psychology";2113;509;76;0,68;0,787;"John Wiley & Sons"
"European Journal of Integrative Medicine";4,7;"75.0%
26/105
Complementary and Alternative Medicine";2113;446;69;0,642;0,416;"Elsevier"
