"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Industrial Biotechnology";2,2;"30.0%
216/311
Biotechnology";301;135;56;0,334;0,258;"Mary Ann Liebert"
"Journal of Health Care Chaplaincy";2,9;"98.0%
13/644
Religious Studies";301;104;74;1,103;0,632;"Taylor & Francis"
"Geographica Pannonica";2,8;"61.0%
316/821
Geography, Planning and Development";301;106;66;0,64;0,326;"University of Novi Sad"
"Neuropsychiatrie";3,8;"63.0%
115/311
Clinical Psychology";301;80;70;0,915;0,516;"Springer Nature"
"Verbum et Ecclesia";1;"85.0%
95/644
Religious Studies";301;306;36;0,921;0,347;"OpenJournals Publishing AOSIS (Pty) Ltd"
"Medical Science Monitor Basic Research";6;"88.0%
73/636
General Medicine";301;50;68;"N/A";0,495;"International Scientific Information, Inc."
"World Journal of Acupuncture - Moxibustion";1,3;"30.0%
74/105
Complementary and Alternative Medicine";301;224;52;0,301;0,219;"KeAi Communications Co."
"CIRIEC-Espana Revista de Economia Publica, Social y Cooperativa";2,5;"68.0%
463/1466
Sociology and Political Science";301;121;64;0,818;0,331;"CIRIEC-ESPANA"
"Journal of Korean Academy of Nursing Administration";1,5;"40.0%
921/1543
Education";301;203;53;0,728;0,329;"Korean Academy of Nursing Administration"
"International Journal of Cardiovascular Sciences";1;"20.0%
308/387
Cardiology and Cardiovascular Medicine";301;307;52;0,157;0,154;"Sociedade Brasileira de Cardiologia"
"Algebraic Combinatorics";1,3;"45.0%
51/92
Discrete Mathematics and Combinatorics";301;239;51;1,198;0,876;"Combinatorics Consortium"
"Journal of Human Rights, Culture and Legal System";4,9;"94.0%
57/1025
Law";301;62;97;0,929;0,421;"Lembaga Contrarius Indonesia"
"Asia-Pacific Journal of Financial Studies";2,6;"51.0%
155/317
Finance";302;118;53;0,754;0,526;"John Wiley & Sons"
"Estudios Pedagogicos";1;"27.0%
1116/1543
Education";302;301;38;0,563;0,205;"Universidad Austral de Chile"
"European Surgical Research";2,3;"56.0%
239/551
Surgery";302;129;64;0,374;0,367;"Karger"
"European Journal of Microbiology and Immunology";5;"51.0%
68/140
Microbiology (medical)";302;61;69;0,832;0,601;"Akademiai Kiado"
"Ad-Hoc and Sensor Wireless Networks";2;"37.0%
145/232
General Computer Science";302;154;56;0,227;0,265;"Old City Publishing"
"Journal of Photonics for Energy";3,2;"45.0%
122/224
Atomic and Molecular Physics, and Optics";302;95;73;0,366;0,298;
"Pharmaceutical Journal";0,2;"9.0%
167/183
Pharmaceutical Science";302;1681;10;0,09;0,115;"Pharmaceutical Press"
"European Journal of Obstetrics and Gynecology and Reproductive Biology: X";2,2;"46.0%
112/209
Obstetrics and Gynecology";302;137;47;0,755;0,527;"Elsevier"
"Journal of Project Management (Canada)";3,7;"78.0%
108/511
Communication";302;82;71;0,845;"N/A";"Growing Science"
"World Affairs";3,2;"72.0%
76/275
General Social Sciences";302;94;91;0,818;0,355;"John Wiley & Sons"
"Farmakoekonomika";1,7;"33.0%
442/665
Public Health, Environmental and Occupational Health";302;174;49;0,537;0,162;"IRBIS LLC"
"Springer International Handbooks of Education";0,8;"36.0%
385/604
Social Sciences (miscellaneous)";302;371;34;"N/A";"N/A";"Springer Nature"
"Leonardo";0,9;"85.0%
96/667
Visual Arts and Performing Arts";302;336;36;0,613;0,278;"MIT Press"
"Cognitive and Behavioral Neurology";2,4;"40.0%
340/567
Psychiatry and Mental Health";303;128;56;0,601;0,479;"Wolters Kluwer Health"
"Business and Society Review";2,7;"71.0%
421/1466
Sociology and Political Science";303;111;63;0,534;0,437;"John Wiley & Sons"
"MDM Policy and Practice";2,5;"44.0%
174/310
Health Policy";303;121;68;0,685;0,696;"SAGE"
"Parenting";5,5;"85.0%
231/1543
Education";303;55;76;1,274;0,979;"Wolters Kluwer Health"
"Revista Espanola de Cirugia Ortopedica y Traumatologia";1,1;"38.0%
337/551
Surgery";303;275;47;0,349;0,228;"Elsevier"
"Journal of Experiential Education";3,2;"67.0%
495/1543
Education";303;95;66;1,356;0,553;"SAGE"
"Mining";2,8;"59.0%
132/321
Geology";303;108;60;1,176;"N/A";"Multidisciplinary Digital Publishing Institute (MDPI)"
"Journal of Remanufacturing";5,3;"70.0%
112/384
Industrial and Manufacturing Engineering";303;57;77;0,936;0,59;"Springer Nature"
"Geologica Carpathica";2,4;"53.0%
150/321
Geology";303;124;66;0,68;0,42;"The Earth Science Institute of SAS"
"Frontiers in Bioscience - Elite";3,3;"51.0%
30/61
General Immunology and Microbiology";303;91;70;0,597;0,412;"IMR Press Limited"
"Journal of Chinese Mass Spectrometry Society";0,9;"11.0%
199/224
Atomic and Molecular Physics, and Optics";303;330;44;0,341;0,178;"Chinese Society for Mass Spectrometry"
"Chemicke Listy";0,9;"16.0%
342/408
General Chemistry";304;344;40;0,259;0,165;"Czech Society of Chemical Engineering"
"Psychoanalytic Dialogues";1,5;"33.0%
206/311
Clinical Psychology";304;205;43;0,794;0,674;"Taylor & Francis"
"Journal of Digital Learning in Teacher Education";4,9;"82.0%
277/1543
Education";304;62;76;1,041;0,753;"Taylor & Francis"
"Transformation Groups";1,6;"66.0%
40/119
Algebra and Number Theory";304;186;62;0,834;0,844;"Springer Nature"
"International Journal of Business Intelligence and Data Mining";1,5;"36.0%
107/168
Statistics, Probability and Uncertainty";304;199;52;0,321;0,224;"Inderscience Publishers"
"Saudi Endodontic Journal";1,6;"39.0%
81/132
General Dentistry";304;189;54;0,571;0,241;"Wolters Kluwer Health"
"Cultural Sociology";3,3;"93.0%
83/1304
Cultural Studies";304;93;75;1,792;0,67;"SAGE"
"Journal of Social Work Practice";2,5;"90.0%
1/5
Drug Guides";304;124;51;0,784;0,401;"Taylor & Francis"
"Micropaleontology";3,2;"64.0%
41/113
Paleontology";304;95;74;0,646;0,468;"Micropaleontology Press"
"Space and Polity";4,1;"87.0%
89/706
Political Science and International Relations";304;74;70;0,937;0,533;"Taylor & Francis"
"Proceedings of the Institution of Civil Engineers: Municipal Engineer";3,7;"57.0%
160/379
Civil and Structural Engineering";304;83;83;0,529;0,329;"ICE Publishing Ltd."
"Mathematical Physics Analysis and Geometry";2,1;"79.0%
22/106
Geometry and Topology";304;144;66;1,208;0,621;"Springer Nature"
"Guangxue Jishu/Optical Technique";0,6;"6.0%
209/224
Atomic and Molecular Physics, and Optics";304;478;34;0,278;0,13;"Optical Technique"
"Journal of Biological Research (Greece)";5,2;"81.0%
41/221
General Agricultural and Biological Sciences";304;59;71;0,403;0,424;"Aristotle University of Thessaloniki"
"Bioactive Compounds in Health and Disease";3,5;"52.0%
185/389
Food Science";304;88;73;0,655;0,355;"Functional Food Institute"
"Distributed Computing";3,2;"54.0%
80/176
Computational Theory and Mathematics";305;96;74;0,977;1,025;"Springer Nature"
"Business and Politics";3,6;"84.0%
113/706
Political Science and International Relations";305;84;65;1,23;0,648;"Cambridge University Press"
"Advances in Sample Preparation";3,5;"46.0%
60/111
Chemistry (miscellaneous)";305;88;81;1,041;0,598;"Elsevier"
"Journal of Law and Economics";2,4;"80.0%
202/1025
Law";305;127;56;1,347;1,295;"University of Chicago Press"
"Handchirurgie Mikrochirurgie Plastische Chirurgie";1;"37.0%
347/551
Surgery";305;291;38;0,349;0,212;"Thieme"
"Clay Minerals";3;"52.0%
74/154
Geochemistry and Petrology";305;103;73;0,637;0,307;"Mineralogical Society"
"Security Studies";2,7;"75.0%
173/706
Political Science and International Relations";305;113;63;1,099;0,65;"Taylor & Francis"
"Teacher Development";2,1;"50.0%
761/1543
Education";305;146;60;0,783;0,465;"Taylor & Francis"
"Journal of Computational Physics: X";6,1;"85.0%
12/81
Physics and Astronomy (miscellaneous)";305;50;86;1,828;1,104;"Elsevier"
"Entomological Science";2;"53.0%
85/181
Insect Science";305;155;63;0,636;0,369;"John Wiley & Sons"
"Topics in Mining, Metallurgy and Materials Engineering";1,9;"50.0%
88/176
Metals and Alloys";305;162;42;"N/A";"N/A";"Springer Nature"
"Perioperative Care and Operating Room Management";1,3;"55.0%
12/26
Medical and Surgical Nursing";305;239;47;0,328;0,221;"Elsevier"
"Leukemia Research Reports";1,7;"30.0%
280/404
Oncology";305;178;58;0,368;0,299;"Elsevier"
"Journal of Animal Health and Production";1,3;"41.0%
114/194
General Veterinary";305;243;53;0,527;0,252;"ResearchersLinks Ltd"
"Asian Fisheries Science";2,2;"44.0%
258/461
Ecology";305;139;63;0,545;0,344;"Asian Fisheries Society"
"Industrial Laboratory. Materials Diagnostics";0,6;"10.0%
566/635
Applied Mathematics";305;483;31;0,376;0,173;"TEST-ZL Publishing, LLC"
"Proceedings of the International CDIO Conference";1;"27.0%
1115/1543
Education";305;303;39;0,533;0,215;
"Interfaces";3,2;"52.0%
139/289
Management of Technology and Innovation";305;95;72;0,882;0,581;"INFORMS Inst.for Operations Res.and the Management Sciences"
"Corrections: Policy, Practice, and Research";3,3;"89.0%
108/1025
Law";305;92;72;0,956;"N/A";"Taylor & Francis"
"Clinics in Podiatric Medicine and Surgery";1,5;"44.0%
306/551
Surgery";305;210;52;0,612;0,267;"Elsevier"
"Journal of Social and Clinical Psychology";2,9;"53.0%
144/311
Clinical Psychology";306;105;58;0,708;0,684;"Guilford Publications"
"Plant Ecology and Evolution";2,2;"48.0%
268/516
Plant Science";306;137;69;0,686;0,383;"Societe Royale de Botanique de Belgique"
"Teaching and Learning Inquiry";2,4;"55.0%
683/1543
Education";306;127;65;1,018;0,466;"University of Calgary Press"
"Journal of Race, Ethnicity and Politics";3,4;"88.0%
60/502
Anthropology";306;90;62;1,095;0,976;"Cambridge University Press"
"Home Health Care Management and Practice";2,3;"56.0%
18/40
Community and Home Care";306;135;60;0,556;0,365;"SAGE"
"South African Journal of Plant and Soil";1,9;"42.0%
295/516
Plant Science";306;157;61;0,431;0,296;"Taylor & Francis"
"Revista de Gestao";3,3;"53.0%
208/443
Business and International Management";306;94;70;0,645;0,418;"Emerald Publishing"
"Violence and Victims";1,7;"71.0%
294/1025
Law";306;179;49;0,538;0,454;"Springer Publishing Company"
"European Journal of Science and Theology";1;"87.0%
84/644
Religious Studies";306;295;37;0,421;0,193;"ACAD Organisation"
"Central European Forestry Journal";3,2;"70.0%
51/174
Forestry";306;96;71;0,576;0,401;"Walter de Gruyter"
"Messenger of Anesthesiology and Resuscitation";1,1;"38.0%
67/109
Emergency Medicine";306;269;45;0,307;0,172;"New Terra Publishing House"
"International Journal of Electrical and Computer Engineering Systems";1,2;"22.0%
620/797
Electrical and Electronic Engineering";306;257;45;0,273;0,206;"J.J. Strossmayer University of Osijek , Faculty of Electrical Engineering, Computer Science and Information Technology"
"International Journal on Magnetic Particle Imaging";1,2;"25.0%
249/333
Radiology, Nuclear Medicine and Imaging";306;264;49;0,508;0,273;"Infinite Science Publishing"
"Informatics and Automation";1,6;"36.0%
406/635
Applied Mathematics";306;189;56;0,506;0,239;"St. Petersburg Federal Research Center of the Russian Academy of Sciences"
"AIDS Reviews";3,4;"44.0%
190/344
Infectious Diseases";306;90;63;0,399;0,445;"Permanyer Publications"
"Ornithology Research";2,2;"53.0%
226/490
Animal Science and Zoology";306;138;51;1,148;0,505;"Springer Nature"
"ASHRAE Journal";1;"26.0%
164/223
Building and Construction";306;294;30;0,406;0,211;"American Society of Heating Refrigerating and Air-Conditioning Engineers"
"Proceedings of Meetings on Acoustics";0,9;"14.0%
38/44
Acoustics and Ultrasonics";307;347;45;0,259;0,312;"Acoustical Society of America"
"European Journal of Archaeology";3,4;"92.0%
30/413
Archeology (arts and humanities)";307;91;75;1,32;1,027;"Cambridge University Press"
"Javnost";2,5;"67.0%
166/511
Communication";307;123;54;0,923;0,661;"Taylor & Francis"
"Academia Revista Latinoamericana de Administracion";2,6;"69.0%
89/288
General Economics, Econometrics and Finance";307;117;68;0,567;0,356;"Emerald Publishing"
"Journal of Financial Management of Property and Construction";3,7;"66.0%
242/716
Economics and Econometrics";307;82;73;1,039;0,437;"Emerald Publishing"
"Texas Heart Institute Journal";1,1;"23.0%
298/387
Cardiology and Cardiovascular Medicine";307;272;44;0,478;0,25;"Texas Heart Institute"
"Mycotaxon";1,2;"23.0%
396/516
Plant Science";307;254;45;0,321;0,216;"Mycotaxon Ltd"
"Nuklearmedizin - NuclearMedicine";1,7;"32.0%
226/333
Radiology, Nuclear Medicine and Imaging";307;183;43;0,283;0,246;"Thieme"
"Quarterly Journal of Mathematics";1,3;"48.0%
207/399
General Mathematics";307;241;49;0,792;0,378;"Oxford University Press"
"Journal of Cosmetic and Laser Therapy";2,5;"57.0%
233/551
Surgery";307;124;63;0,505;0,399;"Taylor & Francis"
"Family Medicine and Primary Care Review";1,2;"50.0%
317/636
General Medicine";307;256;39;0,296;0,222;"Wydawnictwo Continuo"
"International Journal of Computational Intelligence and Applications";2,6;"45.0%
71/130
Theoretical Computer Science";307;118;64;0,353;0,279;"World Scientific"
"Journal of Optoelectronics and Advanced Materials";0,9;"17.0%
657/797
Electrical and Electronic Engineering";307;330;44;0,19;0,177;"National Institute of Optoelectronics"
"African Journal of Laboratory Medicine";1,7;"50.0%
21/41
Medical Laboratory Technology";307;179;51;0,416;0,316;"OpenJournals Publishing AOSIS (Pty) Ltd"
"Malaysian Journal of Public Health Medicine";0,7;"17.0%
550/665
Public Health, Environmental and Occupational Health";307;429;34;0,229;0,162;"Malaysian Public Health Physicians Association"
"Advanced Electromagnetics";2,4;"45.0%
32/58
Radiation";307;129;62;0,491;0,227;"Advance Electromagnetics"
"Gravitation and Cosmology";1,7;"35.0%
59/90
Astronomy and Astrophysics";307;186;52;0,484;0,333;"Pleiades Publishing"
"World Journal of Clinical Pediatrics";3,2;"61.0%
129/330
Pediatrics, Perinatology and Child Health";307;95;64;1,338;0,638;"Baishideng Publishing Group"
"Journal of Water and Environmental Nanotechnology";2,4;"47.0%
104/196
Materials Science (miscellaneous)";307;128;63;0,341;0,293;"Iranian Environmental Mutagen Society"
"International Journal of Media and Information Literacy";2;"63.0%
104/280
Library and Information Sciences";307;155;66;0,496;0,215;"Cherkas Global University Press"
"Structural Heart";1,6;"30.0%
268/387
Cardiology and Cardiovascular Medicine";307;193;51;0,377;0,531;"Cardiovascular Research Foundation"
"Feminist Anthropology";3;"85.0%
72/502
Anthropology";307;101;63;1,625;0,729;"John Wiley & Sons"
"Journal of Biological Physics";3;"43.0%
127/224
Atomic and Molecular Physics, and Optics";307;103;72;0,536;0,323;"Springer Nature"
"Finance and Stochastics";2,9;"68.0%
88/278
Statistics and Probability";308;106;72;1,366;0,922;"Springer Nature"
"Journal of Law and Society";2;"75.0%
251/1025
Law";308;154;55;"N/A";0,255;"John Wiley & Sons"
"Annual Review of Applied Linguistics";6,7;"97.0%
26/1088
Language and Linguistics";308;46;67;1,937;1,386;"Cambridge University Press"
"International Journal of Astrobiology";3,7;"67.0%
27/81
Physics and Astronomy (miscellaneous)";308;84;80;0,688;0,37;"Cambridge University Press"
"British Journal of Visual Impairment";1,9;"43.0%
78/137
Ophthalmology";308;160;64;1,063;0,292;"SAGE"
"Studies on Neotropical Fauna and Environment";2,2;"52.0%
232/490
Animal Science and Zoology";308;143;71;0,541;0,31;"Taylor & Francis"
"Canadian Journal of Veterinary Research";1,8;"56.0%
85/194
General Veterinary";308;174;56;0,495;0,364;"Canadian Veterinary Medical Association"
"Curved and Layered Structures";2,6;"81.0%
35/189
Architecture";308;118;60;0,669;0,359;"Walter de Gruyter"
"Social History of Medicine";1,6;"92.0%
132/1760
History";308;193;57;0,915;0,28;"Oxford University Press"
"Asia Pacific Journal of Public Administration";4,5;"71.0%
67/232
Public Administration";308;69;78;0,961;0,595;"Taylor & Francis"
"Journal of Time Series Analysis";2;"50.0%
137/278
Statistics and Probability";308;153;64;1,095;0,875;"John Wiley & Sons"
"Clinical Pediatric Endocrinology";2,4;"51.0%
160/330
Pediatrics, Perinatology and Child Health";308;126;56;0,656;0,339;"Jeff Corporation Co. Ltd"
"Bulletin of the American Museum of Natural History";7,9;"95.0%
9/193
Agricultural and Biological Sciences (miscellaneous)";308;39;90;2,843;1,306;"American Museum of Natural History Library"
"Revista Ceres";1,1;"35.0%
126/194
General Veterinary";308;291;40;0,411;0,212;"Universidade Federal de Vicosa"
"Springer Series on Cultural Computing";1,7;"24.0%
616/817
Computer Science Applications";308;183;43;"N/A";"N/A";"Springer Nature"
"Bulletin of Insectology";2,2;"56.0%
79/181
Insect Science";308;141;60;0,808;0,399;"Department of Agricultural and Food Sciences, University of Bologna"
"Folia Parasitologica";2,7;"41.0%
47/79
Parasitology";309;116;73;0,767;0,39;"Czech Academy of Sciences"
"Canadian Journal of Philosophy";2,4;"89.0%
88/806
Philosophy";309;130;63;0,982;0,668;"Cambridge University Press"
"Molecular Imaging";4,5;"64.0%
118/333
Radiology, Nuclear Medicine and Imaging";309;69;87;0,697;0,514;"SAGE"
"Russian Journal of Anesthesiology and Reanimatology /Anesteziologiya i Reanimatologiya";1,1;"55.0%
452/1025
Law";309;284;47;0,475;0,191;"Media Sphera Publishing Group"
"Pesquisa Agropecuaria Tropical";1,4;"32.0%
273/406
Agronomy and Crop Science";309;220;49;0,451;0,256;"Universidade Federal De Goias (UFG)"
"Clinical Medicine Insights: Cardiology";5,2;"71.0%
112/387
Cardiology and Cardiovascular Medicine";309;60;63;0,825;0,677;"Libertas Academica"
"Clinical Pharmacology: Advances and Applications";4,6;"59.0%
110/272
Pharmacology (medical)";309;67;79;0,865;0,695;"Dove Medical Press"
"Journal of Technology in Human Services";4,2;"85.0%
87/604
Social Sciences (miscellaneous)";309;74;70;1,127;0,521;"Taylor & Francis"
"Nuclear Technology and Radiation Protection";2;"47.0%
41/77
Nuclear Energy and Engineering";309;155;59;0,698;0,357;"Vinca Inst Nuclear Sci"
"Current Optics and Photonics";1,2;"18.0%
183/224
Atomic and Molecular Physics, and Optics";309;253;47;0,404;0,252;"Optical Society of Korea"
"Families, Relationships and Societies";2,1;"64.0%
517/1466
Sociology and Political Science";309;145;63;0,922;0,523;"The Policy Press"
"Genetica";2,7;"65.0%
63/181
Insect Science";309;115;70;0,527;0,39;"Springer Nature"
"Archives of Foundry Engineering";1,1;"31.0%
121/176
Metals and Alloys";309;277;48;0,47;0,205;"Polish Academy of Sciences, Katowice Branch"
"International Journal of Language Studies";2,8;"87.0%
138/1088
Language and Linguistics";309;110;79;0,732;0,257;"Lulu Press Inc"
"Electrica";2,1;"38.0%
490/797
Electrical and Electronic Engineering";309;148;55;0,361;0,25;"Istanbul University Press"
"Evidence-based HRM";2,7;"43.0%
130/230
Organizational Behavior and Human Resource Management";309;113;69;0,919;0,381;"Emerald Publishing"
"Journal of Applied Engineering and Technological Science";1,5;"37.0%
242/384
Industrial and Manufacturing Engineering";309;200;51;0,329;0,139;"Intellectual Research and Development Education Foundation (YRPI)"
"International Journal of Politics, Culture and Society";2,8;"76.0%
169/706
Political Science and International Relations";310;110;65;1,557;0,417;"Human Sciences Press"
"Transgender Studies Quarterly";1,9;"86.0%
180/1304
Cultural Studies";310;164;49;1,553;0,425;"Duke University Press"
"Networks and Heterogeneous Media";1,8;"46.0%
150/278
Statistics and Probability";310;168;54;0,736;0,502;"American Institute of Mathematical Sciences"
"Seed Science Research";3,6;"66.0%
175/516
Plant Science";310;86;84;0,787;0,528;"Cambridge University Press"
"Research Methods in Applied Linguistics";4,1;"92.0%
92/1167
Linguistics and Language";310;75;53;3,85;1,537;"Elsevier"
"Communicative and Integrative Biology";3,5;"68.0%
70/221
General Agricultural and Biological Sciences";310;89;75;0,596;0,511;"Taylor & Francis"
"Human Service Organizations Management, Leadership and Governance";2,7;"71.0%
425/1466
Sociology and Political Science";310;114;64;1,028;0,505;"Taylor & Francis"
"World Archaeology";2,6;"89.0%
43/413
Archeology (arts and humanities)";310;121;79;0,95;0,758;"Taylor & Francis"
"Violence and Gender";2,9;"92.0%
101/1304
Cultural Studies";310;108;58;0,618;0,506;"Mary Ann Liebert"
"International Journal of Cross Cultural Management";3,5;"94.0%
74/1304
Cultural Studies";310;88;61;1,017;0,577;"SAGE"
"Journal of the Canadian Academy of Child and Adolescent Psychiatry";3,9;"70.0%
97/330
Pediatrics, Perinatology and Child Health";310;80;86;0,882;0,648;"Canadian Academy of Child and Adolescent Psychiatry"
"Quality Innovation Prosperity";3,1;"48.0%
150/289
Management of Technology and Innovation";310;101;63;0,823;0,329;"Technical University of Kosice"
"Journal of Limnology";2,7;"52.0%
221/461
Ecology";310;116;70;0,579;0,404;"PagePress"
"ASM Science Journal";0,6;"26.0%
126/171
";310;486;33;0,157;0,13;"Akademi Sains Malaysia"
"Lecture Notes in Computational Vision and Biomechanics";2,3;"44.0%
375/672
Mechanical Engineering";310;137;54;"N/A";"N/A";"Springer Nature"
"Transactions of the International Society for Music Information Retrieval";4,7;"99.0%
1/180
Music";310;66;73;1,312;0,567;"Ubiquity Press"
"Journal of Applied Biotechnology Reports";1,9;"28.0%
223/311
Biotechnology";310;166;54;0,275;0,234;"Baqiyatallah University of Medical Sciences"
"Comptes Rendus - Mecanique";1,4;"25.0%
299/398
Mechanics of Materials";310;229;44;0,58;0,25;"Academie des sciences"
"Droplet";6,6;"88.0%
28/247
Aquatic Science";310;47;77;3,304;"N/A";"John Wiley & Sons"
"Baltic Journal of Health and Physical Activity";1,5;"64.0%
28/78
Health Professions (miscellaneous)";310;206;53;0,39;0,246;"Gdansk University of Physical Education and Sport"
"Public Administration and Development";3,3;"68.0%
97/306
Development";311;94;69;1,09;0,641;"John Wiley & Sons"
"Behavioral Disorders";3,9;"74.0%
401/1543
Education";311;80;76;1,735;0,833;"SAGE"
"Journal of Co-operative Organization and Management";4,4;"62.0%
167/443
Business and International Management";311;70;76;1,17;0,583;"Elsevier"
"Porn Studies";2,7;"91.0%
113/1304
Cultural Studies";311;116;57;1,249;0,538;"Taylor & Francis"
"Journal of Energy and Natural Resources Law";3,8;"91.0%
89/1025
Law";311;81;73;0;0,435;"Taylor & Francis"
"Journal of Clinical Sport Psychology";3,2;"52.0%
120/249
Applied Psychology";311;97;70;0,897;0,613;"Human Kinetics Publishers Inc."
"Quaestiones Geographicae";2;"47.0%
102/195
General Earth and Planetary Sciences";311;155;59;0,434;0,267;"Adam Mickiewicz University"
"Applied Ontology";4,8;"95.0%
53/1088
Language and Linguistics";311;65;69;2,076;0,831;"IOS Press"
"IEEE Nanotechnology Magazine";2,9;"52.0%
321/672
Mechanical Engineering";311;108;65;0,719;0,409;"IEEE"
"Review of Higher Education";4,1;"75.0%
379/1543
Education";311;76;66;1,917;1,187;"Johns Hopkins University Press"
"World Earthquake Engineering";0,8;"21.0%
254/321
Geology";311;376;39;0,494;0,249;"Science and Technology Periodical Press"
