"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Journal of Chemical Sciences";3,1;"47.0%
215/408
General Chemistry";1608;520;68;0,446;0,322;"Springer Nature"
"Current Organic Chemistry";3,7;"43.0%
120/211
Organic Chemistry";1608;430;67;0,435;0,314;"Bentham Science Publishers"
"Development and Change";6,8;"89.0%
33/306
Development";1610;236;75;2,236;1,318;"John Wiley & Sons"
"Journal of Pure and Applied Algebra";1,7;"68.0%
38/119
Algebra and Number Theory";1610;957;61;1,27;0,897;"Elsevier"
"Sport Management Review";9;"88.0%
26/230
Organizational Behavior and Human Resource Management";1610;178;89;2,281;1,429;"Taylor & Francis"
"Diagnosis";7,2;"88.0%
35/310
Health Policy";1610;225;76;1,001;1,022;"Walter de Gruyter"
"Experimental and Applied Acarology";3,9;"77.0%
42/181
Insect Science";1611;412;77;0,805;0,541;"Springer Nature"
"Management Review Quarterly";12,9;"97.0%
6/189
Business, Management and Accounting (miscellaneous)";1611;125;93;3,295;1,83;"Springer Nature"
"Current Genetics";6;"61.0%
134/347
Genetics";1612;269;90;0,657;0,838;"Springer Nature"
"International Journal of Civil Engineering";3,9;"63.0%
84/229
Geotechnical Engineering and Engineering Geology";1612;418;75;0,938;0,462;"Springer Nature"
"Flexible and Printed Electronics";4,8;"65.0%
275/797
Electrical and Electronic Engineering";1612;335;73;0,678;0,652;"Institute of Physics Publishing"
"Fangzhi Xuebao/Journal of Textile Research";1,2;"28.0%
140/196
Materials Science (miscellaneous)";1612;1340;49;0,527;0,2;"China Textile Engineering Society"
"ES Energy and Environment";10,7;"89.0%
21/197
Environmental Engineering";1612;150;83;0,718;0,449;"Engineered Science Publisher"
"eLight";30,4;"98.0%
4/224
Atomic and Molecular Physics, and Optics";1612;53;96;7,55;8,65;"Springer Nature"
"Journal of Physiology and Biochemistry";6,6;"71.0%
56/193
Physiology";1612;244;86;0,718;0,953;"Springer Nature"
"Current Opinion in Toxicology";10,4;"94.0%
8/133
Toxicology";1613;155;81;1,048;0,972;"Elsevier"
"China Geology";7,8;"93.0%
22/321
Geology";1613;206;78;1,835;1,081;"KeAi Communications Co."
"Veterinary and Comparative Oncology";4,8;"90.0%
18/194
General Veterinary";1614;337;76;1,029;0,769;"John Wiley & Sons"
"Journal of Asian Natural Products Research";3,2;"64.0%
38/105
Complementary and Alternative Medicine";1614;497;72;0,658;0,339;"Taylor & Francis"
"International Journal of Sustainable Energy";5,7;"73.0%
26/96
Fluid Flow and Transfer Processes";1614;282;73;0,721;0,57;"Taylor & Francis"
"Dermatitis";5,3;"84.0%
22/142
Dermatology";1614;302;70;0,826;0,691;"Mary Ann Liebert"
"Ultraschall in der Medizin";5,3;"74.0%
84/333
Radiology, Nuclear Medicine and Imaging";1615;303;67;1,155;0,53;"Thieme"
"Journal of Navigation";6,1;"83.0%
24/145
Oceanography";1617;266;79;1,082;0,518;"Cambridge University Press"
"Administration and Policy in Mental Health and Mental Health Services Research";5,2;"81.0%
9/45
Psychiatric Mental Health";1618;309;74;1,225;0,942;"Springer Nature"
"Surface and Interface Analysis";3,3;"49.0%
208/408
General Chemistry";1619;489;75;0,532;0,366;"John Wiley & Sons"
"Bioanalysis";3,3;"68.0%
26/80
General Pharmacology, Toxicology and Pharmaceutics";1619;497;67;0,593;0,43;"Taylor & Francis"
"Designs, Codes, and Cryptography";2,8;"87.0%
12/92
Discrete Mathematics and Combinatorics";1619;575;64;1,74;1,142;"Springer Nature"
"Current Research in Environmental Sustainability";7,5;"80.0%
47/233
General Environmental Science";1620;217;88;1,26;0,966;"Elsevier"
"Biogerontology";8;"91.0%
4/39
Gerontology";1620;202;84;0,867;1,007;"Springer Nature"
"International Journal of Educational Management";4,3;"78.0%
334/1543
Education";1621;373;72;1,108;0,615;"Emerald Publishing"
"Natural Hazards Review";4,9;"85.0%
40/275
General Social Sciences";1621;330;75;0,905;0,517;"American Society of Civil Engineers"
"Nigerian Journal of Clinical Practice";1,4;"53.0%
295/636
General Medicine";1621;1173;48;0,452;0,27;"Wolters Kluwer Health"
"Progress in Electromagnetics Research M";2,5;"36.0%
274/434
Condensed Matter Physics";1621;652;62;0,553;0,254;"Electromagnetics Academy"
"Esophagus";4,9;"64.0%
60/167
Gastroenterology";1621;331;82;1,146;0,859;"Springer Nature"
"Biotechnology and Biotechnological Equipment";3,1;"38.0%
193/311
Biotechnology";1622;530;66;0,474;0,332;"Taylor & Francis"
"Future Science OA";5;"84.0%
100/636
General Medicine";1622;327;71;0,657;0,527;"Taylor & Francis"
"Journal of Hazardous, Toxic, and Radioactive Waste";5,4;"74.0%
67/261
Water Science and Technology";1623;302;81;0,699;0,516;"American Society of Civil Engineers"
"ACM Transactions on Sensor Networks";5,9;"69.0%
121/395
Computer Networks and Communications";1624;276;78;1,051;1,13;
"Engineering Letters";2,2;"53.0%
142/307
General Engineering";1625;728;63;0,637;0,245;"International Association of Engineers"
"Annals of Gastroenterology";4,3;"53.0%
78/167
Gastroenterology";1626;378;73;0,776;0,68;"Hellenic Society of Gastroenterology"
"Health Technology Assessment";6,9;"87.0%
38/310
Health Policy";1626;235;85;1,503;1,182;"NIHR Journals Library"
"Open Life Sciences";2,5;"60.0%
88/221
General Agricultural and Biological Sciences";1627;661;52;0,42;0,393;"Walter de Gruyter"
"Applied Network Science";4,6;"83.0%
29/171
";1627;357;67;0,955;0,526;"Springer Nature"
"Area";5,2;"81.0%
154/821
Geography, Planning and Development";1628;315;80;1,055;0,901;"John Wiley & Sons"
"Sensors and Actuators Reports";9,6;"93.0%
9/133
Computer Science (miscellaneous)";1628;170;86;1,315;0,9;"Elsevier"
"IEEE Transactions on Sustainable Computing";7,7;"91.0%
12/130
Control and Optimization";1629;212;83;1,133;0,98;"IEEE"
"International Health";4,5;"75.0%
92/371
Health (social science)";1630;366;76;0,982;0,733;"Oxford University Press"
"Mammal Review";12,2;"98.0%
3/193
Agricultural and Biological Sciences (miscellaneous)";1631;134;88;2,133;1,735;"John Wiley & Sons"
"Journal of Analytical Chemistry";2,1;"29.0%
111/156
Analytical Chemistry";1631;793;60;0,45;0,242;"Pleiades Publishing"
"Forensic Chemistry";5,7;"95.0%
44/1025
Law";1632;286;83;1,092;0,986;"Elsevier"
"Conference Record of the Asilomar Conference on Signals, Systems and Computers";1,4;"21.0%
103/131
Signal Processing";1632;1195;46;0,408;0,376;"IEEE"
"Counselling and Psychotherapy Research";4,4;"69.0%
95/311
Clinical Psychology";1632;368;62;1,569;1,009;"John Wiley & Sons"
"European Sport Management Quarterly";7,8;"79.0%
98/478
Strategy and Management";1632;209;91;2,199;1,237;"Taylor & Francis"
"Pakistan Journal of Pharmaceutical Sciences";1,4;"36.0%
116/183
Pharmaceutical Science";1632;1151;51;0,244;0,209;"Pakistan Journal of Pharmaceutical Sciences"
"Journal of Industrial Integration and Management";17;"98.0%
5/307
General Engineering";1632;96;80;1,508;1,136;"World Scientific"
"Journal of Organizational Change Management";5,8;"74.0%
60/230
Organizational Behavior and Human Resource Management";1633;282;71;1,058;0,698;"Emerald Publishing"
"Sexual Medicine Reviews";7,6;"90.0%
12/120
Urology";1633;215;81;1,611;1,015;"Oxford University Press"
"International Journal of Technology and Design Education";5,3;"83.0%
250/1543
Education";1633;309;85;1,538;0,812;"Springer Nature"
"Indonesian Journal of Science and Technology";12,1;"97.0%
6/229
Geotechnical Engineering and Engineering Geology";1633;135;85;2,322;0,9;"Universitas Pendidikan Indonesia"
"BioMetals";5,9;"86.0%
30/221
General Agricultural and Biological Sciences";1633;275;84;0,804;0,618;"Springer Nature"
"Journal of Intelligent Transportation Systems: Technology, Planning, and Operations";8,8;"96.0%
22/635
Applied Mathematics";1635;185;91;1,555;1,076;"Taylor & Francis"
"Proceedings - International Symposium on Computers and Communications";2,1;"73.0%
108/399
General Mathematics";1635;793;51;0,456;0,339;"IEEE"
"Journal of Business Economics and Management";5,8;"83.0%
31/189
Business, Management and Accounting (miscellaneous)";1635;283;75;0,895;0,568;"Vilnius Gediminas Technical University"
"Journal of Innate Immunity";10,5;"80.0%
47/233
Immunology and Allergy";1637;156;79;1,08;1,458;"Karger"
"Journal of Applied Developmental Psychology";5,1;"74.0%
93/360
Developmental and Educational Psychology";1637;323;72;1,372;1,335;"Elsevier"
"Urban Water Journal";4,4;"75.0%
201/821
Geography, Planning and Development";1637;373;73;0,918;0,605;"Taylor & Francis"
"JAMIA Open";4,1;"50.0%
69/138
Health Informatics";1637;395;72;0,804;0,824;"Oxford University Press"
"Journal of Fluorine Chemistry";3,8;"51.0%
39/79
Inorganic Chemistry";1638;427;72;0,516;0,355;"Elsevier"
"International Journal of Speech Technology";5;"95.0%
48/1088
Language and Linguistics";1638;325;74;1,097;0,485;"Springer Nature"
"Anais Brasileiros de Dermatologia";2,4;"50.0%
71/142
Dermatology";1639;695;57;0,897;0,429;"Elsevier"
"Acta Oto-Laryngologica";2,5;"50.0%
62/123
Otorhinolaryngology";1640;653;65;0,732;0,498;"Taylor & Francis"
"Experimental Hematology";5,3;"66.0%
46/137
Hematology";1640;310;78;0,667;1,157;"Elsevier"
"Synthetic and Systems Biotechnology";6,9;"70.0%
103/347
Genetics";1640;238;78;0,932;0,952;"KeAi Communications Co."
"Comunicar";10,1;"99.0%
5/1304
Cultural Studies";1640;162;86;2,462;1,147;"Grupo Comunicar Ediciones"
"High Power Laser Science and Engineering";7,1;"88.0%
9/77
Nuclear Energy and Engineering";1641;232;73;1,933;1,125;"Cambridge University Press"
"Journal of the European Mathematical Society";4,5;"92.0%
32/399
General Mathematics";1641;362;80;2,568;3,251;"European Mathematical Society Publishing House"
"Socio-Economic Review";6,8;"93.0%
18/288
General Economics, Econometrics and Finance";1641;243;77;2,138;1,505;"Oxford University Press"
"Journal of Cardiopulmonary Rehabilitation and Prevention";5,4;"87.0%
21/161
Rehabilitation";1642;303;77;1,001;1,183;"Wolters Kluwer Health"
"Results in Mathematics";1,9;"67.0%
30/90
Mathematics (miscellaneous)";1642;879;52;1,067;0,618;"Springer Nature"
"IEEE International Conference on Fuzzy Systems";2,3;"52.0%
305/635
Applied Mathematics";1642;723;64;0,472;0,316;"IEEE"
"CRISPR Journal";6,3;"64.0%
122/347
Genetics";1642;262;76;0,809;1,866;"Mary Ann Liebert"
"HardwareX";4,1;"65.0%
232/672
Mechanical Engineering";1642;397;74;0,905;0,511;"Elsevier"
"Granular Matter";4,3;"67.0%
79/243
General Physics and Astronomy";1643;386;77;1,05;0,606;"Springer Nature"
"Urban Planning";3,6;"74.0%
71/279
Urban Studies";1643;459;94;0,938;0,6;"Cogitatio Press"
"Medical Principles and Practice";6,1;"89.0%
70/636
General Medicine";1644;269;75;1,331;0,698;"Karger"
"Inquiry (United States)";2,5;"43.0%
176/310
Health Policy";1644;665;62;0,613;0,58;"SAGE"
"Applied Health Economics and Health Policy";6,1;"82.0%
54/310
Health Policy";1644;270;77;1,098;0,99;"Springer Nature"
"European Journal of Ageing";6,5;"88.0%
42/371
Health (social science)";1644;254;80;1,395;1,239;"Springer Nature"
"Social Networks";5,9;"97.0%
13/502
Anthropology";1645;280;84;1,279;1,157;"Elsevier"
"Current Opinion in Gastroenterology";5,3;"67.0%
54/167
Gastroenterology";1645;311;78;0,782;0,887;"Wolters Kluwer Health"
"Computational Linguistics";15,8;"99.0%
4/1088
Language and Linguistics";1645;104;85;3,771;1,367;"MIT Press"
"Journal of Gambling Studies";5;"86.0%
197/1466
Sociology and Political Science";1646;331;82;1,249;0,939;"Springer Nature"
"Annual Review of Genetics";18,3;"96.0%
14/347
Genetics";1647;90;82;2,695;7,366;"Annual Reviews Inc."
"IEEE Journal of Radio Frequency Identification";5,7;"72.0%
39/141
Instrumentation";1647;288;92;0,719;0,609;"IEEE"
"Substance Abuse: Treatment, Prevention, and Policy";5,2;"78.0%
66/310
Health Policy";1647;318;75;1,301;1,068;"Springer Nature"
"International Journal of Managing Projects in Business";7;"79.0%
92/443
Business and International Management";1647;235;85;1,394;0,757;"Emerald Publishing"
"IEEE Journal of Translational Engineering in Health and Medicine";7,4;"74.0%
77/303
Biomedical Engineering";1648;222;84;1,266;0,854;"IEEE"
"International Journal of Behavioral Medicine";5,2;"65.0%
86/249
Applied Psychology";1648;314;81;1,001;1,013;"Taylor & Francis"
"African Journal of Hospitality, Tourism and Leisure";2,7;"59.0%
329/821
Geography, Planning and Development";1649;610;64;0,453;0,271;"Africa Journals"
"Cancer Drug Resistance";6,6;"75.0%
66/272
Pharmacology (medical)";1649;251;85;0,723;1,035;"OAE Publishing Inc."
"China Agricultural Economic Review";9,8;"97.0%
5/193
Agricultural and Biological Sciences (miscellaneous)";1650;168;85;1,339;1,151;"Emerald Publishing"
"Aqua Water Infrastructure, Ecosystems and Society";4,1;"69.0%
141/461
Ecology";1650;401;63;0,851;0,538;"IWA Publishing"
"Journal of School Health";3,7;"94.0%
42/806
Philosophy";1650;441;71;0,888;0,715;"John Wiley & Sons"
"Fungal Genetics and Biology";6,2;"64.0%
123/347
Genetics";1650;266;84;0,826;0,705;"Elsevier"
"Hsi-An Chiao Tung Ta Hsueh/Journal of Xi'an Jiaotong University";1,7;"40.0%
182/307
General Engineering";1651;985;58;0,485;0,253;"Xi'an Jiaotong University"
"International Journal of Environmental Research";5,4;"70.0%
69/233
General Environmental Science";1651;306;77;0,637;0,553;"Springer Nature"
"Revista Latino-Americana de Enfermagem";2,9;"67.0%
45/139
General Nursing";1652;569;56;0,764;0,491;"Escola de Enfermagem de Ribeirao Preto, Universidade de Sao Paulo"
"Psicothema";6,5;"85.0%
32/216
General Psychology";1653;256;79;1,256;1,07;"Colegio Oficial de Psicologos Asturias"
"Open Engineering";3,9;"69.0%
47/153
Aerospace Engineering";1653;429;60;0,982;0,283;"Walter de Gruyter"
"Japanese Journal of Infectious Diseases";4,5;"54.0%
156/344
Infectious Diseases";1653;369;70;0,515;0,494;"National Institute of Health"
"IEEE Journal of Quantum Electronics";4,7;"65.0%
151/434
Condensed Matter Physics";1653;349;77;0,893;0,563;"IEEE"
"Infectious Disease Reports";5,1;"59.0%
140/344
Infectious Diseases";1653;321;71;0,844;0,68;"Multidisciplinary Digital Publishing Institute (MDPI)"
"Philosophical Magazine";3,2;"45.0%
237/434
Condensed Matter Physics";1654;512;69;0,71;0,366;"Taylor & Francis"
"Nanotechnology for Environmental Engineering";6,5;"69.0%
60/197
Environmental Engineering";1654;253;76;0,743;0,588;"Springer Nature"
"Journal of Mammalogy";3,3;"72.0%
133/490
Animal Science and Zoology";1656;498;74;0,831;0,637;"Oxford University Press"
"Frontiers of Architectural Research";6,2;"98.0%
5/354
Archeology";1656;266;77;1,785;0,639;"KeAi Communications Co."
"Altex";7,7;"93.0%
3/41
Medical Laboratory Technology";1656;214;80;0,931;0,745;"Springer Nature"
"International Journal of Urban and Regional Research";6,7;"93.0%
97/1466
Sociology and Political Science";1657;249;80;1,95;1,636;"John Wiley & Sons"
"SPE Reservoir Evaluation and Engineering";5,3;"82.0%
58/321
Geology";1657;310;76;0,927;0,725;
"Journal of Traffic and Transportation Engineering";3,3;"63.0%
46/125
Automotive Engineering";1658;506;64;1,116;0,459;"Chang'an University"
"Advances in Medical Education and Practice";3,1;"66.0%
517/1543
Education";1658;536;63;0,859;0,493;"Dove Medical Press"
"Journal of Intelligent Information Systems";7,2;"78.0%
84/395
Computer Networks and Communications";1658;230;80;1,699;0,835;"Springer Nature"
"Clinical Otolaryngology";4;"71.0%
35/123
Otorhinolaryngology";1659;420;72;0,985;0,646;"John Wiley & Sons"
"MycoKeys";5,9;"90.0%
19/193
Agricultural and Biological Sciences (miscellaneous)";1659;283;80;1,099;0,997;"Pensoft Publishers"
"Guangzi Xuebao/Acta Photonica Sinica";1,3;"20.0%
179/224
Atomic and Molecular Physics, and Optics";1659;1243;51;0,445;0,21;"Chinese Optical Society"
"Russian Journal of Physical Chemistry B";2,2;"26.0%
139/189
Physical and Theoretical Chemistry";1659;765;64;0,604;0,28;"Pleiades Publishing"
"European Journal of Dental Education";4,1;"75.0%
376/1543
Education";1660;405;74;1,264;0,633;"John Wiley & Sons"
"Tijdschrift Voor Economische en Sociale Geografie";10,6;"95.0%
39/821
Geography, Planning and Development";1660;157;80;1,546;1,191;"John Wiley & Sons"
"Issues in Mental Health Nursing";3,3;"65.0%
16/45
Psychiatric Mental Health";1660;508;68;0,651;0,562;"Taylor & Francis"
"Journal of Innovation and Entrepreneurship";7,2;"94.0%
79/1466
Sociology and Political Science";1660;229;72;2,068;0,895;"Springer Nature"
"Journal of Nervous and Mental Disease";2,9;"45.0%
310/567
Psychiatry and Mental Health";1661;570;63;0,673;0,655;"Wolters Kluwer Health"
"Clinical Gerontologist";6,2;"87.0%
48/371
Health (social science)";1661;266;99;0,982;0,932;"Taylor & Francis"
"Labour Economics";3,6;"64.0%
253/716
Economics and Econometrics";1662;459;70;1,477;1,818;"Elsevier"
"Frontiers in Agronomy";4,8;"84.0%
30/193
Agricultural and Biological Sciences (miscellaneous)";1662;346;70;1,094;0,738;"Frontiers Media S.A."
"Journal of Computing in Higher Education";15,1;"98.0%
18/1543
Education";1662;110;91;2,7;1,411;"Springer Nature"
"Australasian Psychiatry";2,8;"43.0%
319/567
Psychiatry and Mental Health";1663;588;58;0,579;0,504;"SAGE"
"Medicina Oral Patologia Oral y Cirugia Bucal";4,5;"80.0%
108/551
Surgery";1664;368;77;1,159;0,63;"Medicina Oral S.L."
"Surface Science";3,3;"45.0%
236/434
Condensed Matter Physics";1664;512;75;0,557;0,385;"Elsevier"
"Computer Aided Chemical Engineering";0,9;"18.0%
224/273
General Chemical Engineering";1664;1860;39;0,061;0,103;"Elsevier"
"Educational Review";7,9;"93.0%
96/1543
Education";1664;211;91;1,985;1,246;"Taylor & Francis"
"European Thyroid Journal";6,7;"71.0%
71/244
Endocrinology, Diabetes and Metabolism";1665;248;73;1,359;0,962;"BioScientifica Ltd."
"Applied Vegetation Science";6;"83.0%
36/211
Nature and Landscape Conservation";1665;278;76;1,519;0,894;"John Wiley & Sons"
"International Journal of Nursing Sciences";6,1;"92.0%
11/139
General Nursing";1665;271;74;1,336;0,953;"Chinese Nursing Association"
"Journal of Insect Science";3,7;"75.0%
44/181
Insect Science";1666;447;67;0,894;0,571;"Oxford University Press"
"Transportation Engineering";8,1;"89.0%
16/153
Aerospace Engineering";1666;205;76;1,741;0,873;"Elsevier"
"Journal of Entrepreneurship in Emerging Economies";7,7;"93.0%
16/242
Economics, Econometrics and Finance (miscellaneous)";1667;217;85;1,268;0,811;"Emerald Publishing"
"Dianji yu Kongzhi Xuebao/Electric Machines and Control";2,1;"38.0%
487/797
Electrical and Electronic Engineering";1667;787;61;0,655;0,274;"Editorial Department of Electric Machines and Control"
"Epilepsia Open";4,4;"55.0%
177/400
Neurology (clinical)";1668;378;71;0,957;0,937;"John Wiley & Sons"
"International Journal of Energy Sector Management";6,8;"76.0%
18/73
General Energy";1669;244;85;1,013;0,648;"Emerald Publishing"
"Indian Journal of Orthopaedics";1,8;"38.0%
196/321
Orthopedics and Sports Medicine";1669;929;54;0,717;0,437;"Wolters Kluwer Health"
"Expert Review of Pharmacoeconomics and Outcomes Research";4;"65.0%
106/310
Health Policy";1670;415;71;0,812;0,671;"Taylor & Francis"
"IEEE Open Access Journal of Power and Energy";7,8;"82.0%
142/797
Electrical and Electronic Engineering";1670;214;86;1,449;1,61;"IEEE"
"Journal of Refugee Studies";4,4;"88.0%
81/706
Political Science and International Relations";1670;376;80;1,373;0,974;"Oxford University Press"
"Annual Review of Organizational Psychology and Organizational Behavior";24,2;"99.0%
2/310
Social Psychology";1671;69;97;6,897;7,706;"Annual Reviews Inc."
"Therapeutic Innovation and Regulatory Science";3,4;"77.0%
10/43
Pharmacology, Toxicology and Pharmaceutics (miscellaneous)";1671;492;71;0,94;0,637;"SAGE"
"Journal of Transportation Safety and Security";6;"84.0%
17/109
Safety Research";1671;280;86;1,057;0,699;"Taylor & Francis"
"Journal of Surgical Case Reports";0,7;"26.0%
406/551
Surgery";1671;2432;35;0,423;0,18;"Oxford University Press"
"Micron";4,3;"41.0%
29/49
Structural Biology";1671;390;78;0,884;0,451;"Elsevier"
"Best Practice and Research in Clinical Anaesthesiology";9,4;"95.0%
7/136
Anesthesiology and Pain Medicine";1672;177;79;1,56;1,17;"Elsevier"
"Journal of Neuromuscular Diseases";5,1;"63.0%
145/400
Neurology (clinical)";1672;330;69;0,957;0,949;"IOS Press"
"Acta Oceanologica Sinica";2,5;"48.0%
75/145
Oceanography";1673;680;62;0,635;0,411;"Springer Nature"
"Systems Research and Behavioral Science";6,1;"92.0%
20/275
General Social Sciences";1673;275;76;1,053;0,614;"John Wiley & Sons"
"Asia-Pacific Journal of Clinical Oncology";3,4;"41.0%
235/404
Oncology";1673;499;71;0,577;0,531;"John Wiley & Sons"
"IEEE Robotics and Automation Magazine";8,8;"85.0%
48/321
Control and Systems Engineering";1673;191;76;1,895;1,453;"IEEE"
"Learning, Media and Technology";11,4;"97.0%
34/1543
Education";1673;147;92;2,493;1,852;"Taylor & Francis"
"International Journal of Mass Spectrometry";3,6;"51.0%
210/434
Condensed Matter Physics";1675;470;76;0,68;0,394;"Elsevier"
"Integrative Zoology";6,4;"94.0%
27/490
Animal Science and Zoology";1675;263;92;1,239;0,856;"John Wiley & Sons"
"Early Education and Development";5,5;"84.0%
236/1543
Education";1677;307;81;1,831;1,252;"Taylor & Francis"
"Global Strategy Journal";14,2;"95.0%
24/478
Strategy and Management";1678;118;92;2,57;3,209;"John Wiley & Sons"
"Digestive Diseases";4,8;"63.0%
62/167
Gastroenterology";1680;347;77;0,961;0,744;"Karger"
"Epidemics";6;"81.0%
15/79
Parasitology";1680;282;80;0,714;0,927;"Elsevier"
"Psychology of Addictive Behaviors";4,9;"73.0%
82/311
Clinical Psychology";1681;342;77;1,063;1,151;"Educational Publishing Foundation"
"Information Technology and Tourism";18,1;"96.0%
27/817
Computer Science Applications";1681;93;84;3,046;1,901;"Springer Nature"
"Current Vascular Pharmacology";9,2;"86.0%
42/313
Pharmacology";1681;183;80;1,289;0,991;"Bentham Science Publishers"
"High Performance Polymers";4,2;"55.0%
142/317
Materials Chemistry";1682;404;77;0,668;0,407;"SAGE"
"Burns and Trauma";8,4;"97.0%
16/551
Surgery";1682;201;80;1,646;1,261;"Oxford University Press"
"European Journal of Taxonomy";2,3;"47.0%
380/721
Ecology, Evolution, Behavior and Systematics";1683;721;65;0,846;0,649;"Museum National d'Histoire Naturelle"
"Behavioral Sleep Medicine";7,2;"93.0%
7/97
Psychology (miscellaneous)";1684;234;86;1,188;1,025;"Taylor & Francis"
"Journal of Head Trauma Rehabilitation";4,8;"83.0%
27/161
Rehabilitation";1685;351;81;1,054;0,886;"Wolters Kluwer Health"
"Pathogens and Disease";7,4;"77.0%
14/61
General Immunology and Microbiology";1685;227;84;0,698;0,759;"Oxford University Press"
"Research in Social Stratification and Mobility";7,8;"95.0%
25/604
Social Sciences (miscellaneous)";1685;216;74;1,738;1,753;"Emerald Publishing"
"Orthodontics and Craniofacial Research";5,3;"91.0%
4/39
Orthodontics";1686;319;78;1,68;0,967;"John Wiley & Sons"
"Current HIV/AIDS Reports";8,1;"80.0%
69/344
Infectious Diseases";1686;207;81;1,47;1,658;"Springer Nature"
"Clinical Journal of Gastroenterology";2;"37.0%
105/167
Gastroenterology";1687;841;59;0,596;0,351;"Springer Nature"
"Wave Motion";4,1;"79.0%
133/635
Applied Mathematics";1688;412;72;0,994;0,506;"Elsevier"
"Ferroelectrics";1,3;"20.0%
226/284
Electronic, Optical and Magnetic Materials";1688;1311;45;0,346;0,2;"Taylor & Francis"
"Seminars in Respiratory and Critical Care Medicine";6,1;"80.0%
22/110
Critical Care and Intensive Care Medicine";1689;276;78;1,211;0,862;"Thieme"
"Journal of Business and Economic Statistics";5;"90.0%
57/604
Social Sciences (miscellaneous)";1689;340;78;2,123;3,385;"Taylor & Francis"
"Journal of Strategic Marketing";9,2;"85.0%
72/478
Strategy and Management";1689;184;91;1,375;1,007;"Taylor & Francis"
"Green Chemical Engineering";11,6;"88.0%
9/73
Process Chemistry and Technology";1689;146;97;1,47;1,692;"KeAi Communications Co."
"Journal of Orthopaedic Surgery";3,1;"68.0%
176/551
Surgery";1690;543;71;0,791;0,557;"SAGE"
"Histochemistry and Cell Biology";4,9;"79.0%
9/41
Medical Laboratory Technology";1690;342;89;0,594;0,712;"Springer Nature"
"Calphad: Computer Coupling of Phase Diagrams and Thermochemistry";4;"55.0%
181/408
General Chemistry";1690;427;75;0,958;0,612;"Elsevier"
"Critical Care Clinics";8;"86.0%
15/110
Critical Care and Intensive Care Medicine";1690;210;74;1,201;1,106;"Elsevier"
"Water Research X";12,3;"96.0%
10/261
Water Science and Technology";1691;138;83;1,545;1,736;"Elsevier"
"British Journal of Nursing";1,7;"42.0%
81/139
General Nursing";1692;1001;48;0,525;0,339;"MA Healthcare Ltd"
