"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Research in Experimental Economics";0,2;"2.0%
700/716
Economics and Econometrics";1;5;20;"N/A";"N/A";"Emerald Publishing"
"Advances in Business Marketing and Purchasing";0;"3.0%
204/210
Marketing";1;25;4;"N/A";"N/A";"Emerald Publishing"
"Ideas, History, and Modern China";0;"5.0%
1657/1760
History";1;25;4;0;0,133;"Brill"
"Journal of Religion and Demography";0,1;"10.0%
576/644
Religious Studies";1;13;8;0,555;0,132;"Brill"
"Jesuit Studies";0;"4.0%
1676/1760
History";1;33;3;0;0,104;"Brill"
"Digital Biblical Studies";0;"6.0%
603/644
Religious Studies";1;23;4;"N/A";"N/A";"Brill"
"C.R.I.N.: Cahiers de Recherche des Instituts Neerlandais de Langue et de Litterature Francaise";0;"8.0%
1009/1106
Literature and Literary Theory";1;36;3;0;0,133;"Brill"
"Emergence of Natural History";0,1;"9.0%
201/223
History and Philosophy of Science";1;10;10;"N/A";"N/A";"Brill"
"Studies on Performing Arts and Literature of the Islamicate World";0,1;"13.0%
961/1106
Literature and Literary Theory";1;20;5;0;"N/A";"Brill"
"Studies in Information";0,1;"4.0%
267/280
Library and Information Sciences";1;14;7;"N/A";"N/A";"Emerald Publishing"
"Journal of Water Law";0,1;"2.0%
995/1025
Law";1;17;6;0,02;0,102;"Lawtext Publishing Ltd."
"History of Christian-Muslim Relations";0,2;"26.0%
1289/1760
History";1;6;17;"N/A";"N/A";"Brill"
"Early Americas: History and Culture";0,1;"13.0%
1524/1760
History";1;12;8;"N/A";"N/A";"Brill"
"Texts and Studies in Eastern Christianity";0,1;"7.0%
593/644
Religious Studies";1;20;5;"N/A";"N/A";"Brill"
"Utrecht Studies in Language and Communication";0,1;"5.0%
1026/1088
Language and Linguistics";1;19;5;0;0,116;"Brill"
"Art and Material Culture in Medieval and Renaissance Europe";0;"10.0%
599/667
Visual Arts and Performing Arts";1;26;4;0;0,133;"Brill"
"Ming Qing Yanjiu";0,1;"24.0%
839/1106
Literature and Literary Theory";1;11;9;0;0,104;"Brill"
"Textxet: Studies in Comparative Literature";0;"7.0%
1023/1106
Literature and Literary Theory";1;47;2;0;0,105;"Brill"
"Dostoevsky Journal";0;"12.0%
971/1106
Literature and Literary Theory";1;22;5;0;0,102;"Brill"
"Cultural Dynamics of Science";0,1;"7.0%
207/223
History and Philosophy of Science";1;16;6;0;0,133;"Brill"
"Chinese Perspectives on Human Rights and Good Governance";0;"1.0%
1013/1025
Law";1;89;1;0;0,133;"Brill"
"Chicago Review";0;"5.0%
1049/1106
Literature and Literary Theory";1;106;1;0;0,1;"University of Chicago"
"Woman's Art Journal";0;"6.0%
624/667
Visual Arts and Performing Arts";1;68;1;0;0,1;"Old City Publishing"
"New Caribbean Studies";0;"9.0%
997/1106
Literature and Literary Theory";1;32;3;"N/A";"N/A";"Springer Nature"
"Literatures of the Americas";0;"9.0%
997/1106
Literature and Literary Theory";1;32;3;"N/A";"N/A";"Springer Nature"
"Palgrave Macmillan Series in International Political Communication";0;"2.0%
1133/1167
Linguistics and Language";1;47;2;"N/A";"N/A";"Springer Nature"
"Journal of Architectural and Planning Research";0,2;"15.0%
161/189
Architecture";1;6;17;0,018;0,119;"Locke Science Publishing Company Inc."
"Ammonia Plant Safety and Related Facilities";0;"6.0%
360/384
Industrial and Manufacturing Engineering";1;66;2;0;0,101;"American Institute of Chemical Engineers"
"Drug Topics";0;"3.0%
177/183
Pharmaceutical Science";1;84;1;0;0,104;"Advanstar Communications Inc."
"PZ Prisma";0;"2.0%
178/183
Pharmaceutical Science";1;110;1;0;0,1;"Govi-Verlag Pharmazeutischer Verlag GmbH"
"Hotel Management";0;"2.0%
432/443
Business and International Management";1;63;2;"N/A";0,101;"Advanstar Communications Inc."
"Palgrave Shakespeare Studies";0;"6.0%
626/667
Visual Arts and Performing Arts";1;72;1;"N/A";"N/A";"Springer Nature"
"War, Culture and Society, 1750-1850";0;"3.0%
1705/1760
History";1;83;1;"N/A";"N/A";"Springer Nature"
"Palgrave Studies in Audio-Visual Culture";0;"10.0%
592/667
Visual Arts and Performing Arts";1;24;4;"N/A";"N/A";"Springer Nature"
"Aschkenas";0;"8.0%
1018/1106
Literature and Literary Theory";1;40;3;0;0,101;"Walter de Gruyter"
"Planning Advisory Service Memo";0,2;"4.0%
786/821
Geography, Planning and Development";1;6;17;0,854;0,106;"American Planning Association"
"Military Engineer";0;"2.0%
655/672
Mechanical Engineering";1;37;3;"N/A";0,101;"Society of American Military Engineers"
"Arms and Armour";0;"4.0%
617/644
Religious Studies";1;40;3;0;0,101;"Taylor & Francis"
"Annual IEEE Semiconductor Thermal Measurement and Management Symposium";0,1;"2.0%
778/797
Electrical and Electronic Engineering";1;19;5;"N/A";"N/A";"IEEE"
"Pulp and Paper Canada";0;"6.0%
358/384
Industrial and Manufacturing Engineering";1;56;2;0;0,103;"Business Information Group"
"Archives of American Art Journal";0;"9.0%
606/667
Visual Arts and Performing Arts";1;35;3;0,071;0,101;"University of Chicago Press"
"Medieval Sermon Studies";0,1;"13.0%
961/1106
Literature and Literary Theory";1;20;5;"N/A";0,102;"Taylor & Francis"
"Bulletin of the Plankton Society of Japan";0;"2.0%
142/145
Oceanography";1;22;5;0;0,102;"Plankton Society of Japan"
"Pravny Obzor";0;"1.0%
1009/1025
Law";1;49;2;0;0,102;"Slovak Academic Press Ltd"
"South African Gastroenterology Review";0;"0.0%
82/82
Hepatology";1;63;2;0,015;0,101;"In House Publications"
"Turkbilig";0;"6.0%
1038/1106
Literature and Literary Theory";1;68;1;0;0,101;"Hacettepe University"
"Connecticut Medicine";0;"1.0%
628/636
General Medicine";1;73;1;0;0,1;"Connecticut State Medical Society"
"Printed Circuit Design and Fab";0;"5.0%
363/384
Industrial and Manufacturing Engineering";1;151;1;0;0,1;"CMP Media LLC"
"Architect";0;"5.0%
632/667
Visual Arts and Performing Arts";1;210;0;"N/A";0,1;"American Institute of Architects"
"Landfall";0;"5.0%
1043/1106
Literature and Literary Theory";1;86;1;0;0,101;"University of Otago Press"
"Scottish Archaeological Journal";0;"4.0%
1247/1304
Cultural Studies";1;27;4;0;0,101;"Edinburgh University Press"
"American Translators Association Scholarly Monograph Series";0,1;"9.0%
985/1088
Language and Linguistics";1;12;8;"N/A";"N/A";"John Benjamins Publishing Company"
"Gastric and Breast Cancer";0;"1.0%
165/167
Gastroenterology";1;24;4;0;0,101;"Ioannina University School of Medicine"
"Italienisch";0;"6.0%
1030/1106
Literature and Literary Theory";1;54;2;0;0,101;"Verlag Sauerlander"
"Topics in Humor Research";0;"9.0%
997/1106
Literature and Literary Theory";1;32;3;"N/A";"N/A";"John Benjamins Publishing Company"
"Kinoshi Kenkyu Kaishi/Annals of the High Performance Paper Society, Japan";0;"13.0%
55/63
Media Technology";1;36;3;0;0,101;"High Performance Paper Society"
"Mitteilungen des Verbandes der Deutschen Hohlen- und Karstforscher";0;"1.0%
146/148
Atmospheric Science";1;46;2;0;0,102;"Verband der Deutschen Hohlen- und Karstforscher e.V."
"Filtration and Separation";0;"7.0%
18/19
Filtration and Separation";1;43;2;0;0,103;"MA Healthcare Ltd"
"COSSMA";0;"4.0%
367/384
Industrial and Manufacturing Engineering";1;209;0;0;0,1;"Health and Beauty Business Media GmbH"
"Textile View Magazine";0;"4.0%
1681/1760
History";1;36;3;"N/A";0,101;"Metropolitan Publishing bv"
"Cuadernos de Investigacion Historica";0;"4.0%
1677/1760
History";1;35;3;0,428;0,101;"Fundacion Universitaria Espanola"
"Baptist Quarterly";0;"3.0%
1698/1760
History";1;48;2;"N/A";0,101;"Taylor & Francis"
"Zeitschrift fur Balkanologie";0,1;"13.0%
949/1106
Literature and Literary Theory";1;19;5;0;0,102;"Harrassowitz Verlag"
"Sixties";0,1;"8.0%
1606/1760
History";1;17;6;1,949;0,102;"Taylor & Francis"
"Rivista Italiana di Storia Internazionale";0;"3.0%
1704/1760
History";1;78;1;0;0,101;"Societa Editrice Il Mulino"
"ARTnews";0;"5.0%
630/667
Visual Arts and Performing Arts";1;119;1;"N/A";0,101;"Artnews LLC"
"Salmagundi";0;"5.0%
627/667
Visual Arts and Performing Arts";1;97;1;0;0,1;"Skidmore College"
"Metropolitan Museum of Art Bulletin";0,1;"12.0%
584/667
Visual Arts and Performing Arts";1;20;5;0;0,101;"Metropolitan Museum of Art"
"Lietuvos Istorijos Studijos";0;"5.0%
1660/1760
History";1;26;4;0;0,102;"Vilnius University Press"
"Fields Institute Monographs";0,1;"0.0%
398/399
General Mathematics";1;20;5;"N/A";"N/A";"Springer Nature"
"Sino-Christian Studies";0;"3.0%
621/644
Religious Studies";1;44;2;0;0,101;"Chung Yuan Christian University"
"Chemistry and Industry (London)";0,1;"3.0%
264/273
General Chemical Engineering";1;11;9;"N/A";0,105;"John Wiley & Sons"
"Saint Anselm Journal";0;"4.0%
617/644
Religious Studies";1;40;3;0;0,101;"Catholic University of America Press"
"Seicento e Settecento";0;"9.0%
1003/1106
Literature and Literary Theory";1;35;3;0;0,101;"Fabrizio Serra Editore srl"
"Studi Rinascimentali";0;"9.0%
1003/1106
Literature and Literary Theory";1;35;3;"N/A";0,101;"Fabrizio Serra Editore srl"
"Visual History";0;"6.0%
1646/1760
History";1;22;5;0;0,101;"Fabrizio Serra Editore srl"
"Moderna";0;"9.0%
1003/1106
Literature and Literary Theory";1;35;3;0;0,101;"Fabrizio Serra Editore srl"
"Poetry Review";0;"5.0%
1049/1106
Literature and Literary Theory";1;109;1;0;0,1;"The Poetry Society"
"Dancing Times";0;"5.0%
631/667
Visual Arts and Performing Arts";1;167;1;0;0,1;"Dancing Times Ltd."
"Clavier Companion";0,1;"8.0%
166/180
Music";1;19;5;0;0,102;"The Instrumentalist Co."
"Studia Monastica";0;"3.0%
623/644
Religious Studies";1;47;2;0;0,101;"Publicacions de l' Abadia de Montserrat"
"Liberte";0;"4.0%
634/667
Visual Arts and Performing Arts";1;267;0;0;0,1;"Collectif Liberte Inc"
"Parabola";0;"5.0%
632/667
Visual Arts and Performing Arts";1;222;0;0;0,1;"Society for the Study of Myth and Tradition"
"Literature/ Film Quarterly";0;"8.0%
610/667
Visual Arts and Performing Arts";1;39;3;0;0,102;"Salisbury University"
"Gestalt";0;"0.0%
309/311
Clinical Psychology";1;67;1;0;0,1;"Societe Francaise de Gestalt"
"Literatur und Kritik";0;"4.0%
1053/1106
Literature and Literary Theory";1;272;0;0;0,1;"Otto Mueller Verlag"
"Acta Universitatis Lodziensis. Folia Historica";0;"2.0%
1708/1760
History";1;116;1;0;0,1;"Lodz University Press"
"Studi e Problemi di Critica Testuale";0;"5.0%
1046/1106
Literature and Literary Theory";1;99;1;0;0,1;"Fabrizio Serra Editore srl"
"Revue d'Histoire du Theatre";0;"6.0%
624/667
Visual Arts and Performing Arts";1;68;1;0,138;0,1;"Societe d'Histoire du Theatre"
"Facta";0,1;"9.0%
1595/1760
History";1;16;6;0;0,103;"Fabrizio Serra Editore srl"
"Cithara";0,1;"13.0%
949/1106
Literature and Literary Theory";1;19;5;0;0,102;"Saint Bonaventure University"
"Journal of Visual Art and Design";0;"10.0%
599/667
Visual Arts and Performing Arts";1;26;4;0;"N/A";"Institute for Research and Community Services, Institut Teknologi Bandung"
"Revue des Sciences Humaines";0;"3.0%
167/173
General Arts and Humanities";1;210;0;0;0,1;"Sciences Humaines"
"Savoirs et Clinique";0;"0.0%
310/311
Clinical Psychology";1;80;1;0;0,1;"Editions Eres"
"e-Scripta Romanica";0,1;"21.0%
865/1106
Literature and Literary Theory";1;12;8;"N/A";"N/A";"Lodz University Press"
"Journal fur Pharmakologie und Therapie";0,1;"2.0%
266/272
Pharmacology (medical)";1;12;8;0;0,103;"Verlag Perfusion GmbH"
"Journal of the Statistical and Social Inquiry Society of Ireland";0,1;"4.0%
1406/1466
Sociology and Political Science";1;10;10;0;0,104;"Statistical and Social Inquiry Society of Ireland"
"Avicenna Journal of Dental Research";0;"1.0%
131/132
General Dentistry";1;34;3;"N/A";"N/A";"Hamadan University of Medical Sciences"
"Revista de Fitoterapia";0,1;"1.0%
104/105
Complementary and Alternative Medicine";1;11;9;0;0,105;"CITA Publicaciones y Documentacion"
"Tuna";0;"6.0%
1636/1760
History";1;21;5;0;0,101;"Eesti Arhivaaride Uhing"
"Shakespeare Studies";0,1;"17.0%
907/1106
Literature and Literary Theory";1;14;7;0;0,178;"Associated University Presses"
"Journal of the Medical Society of Toho University";0;"1.0%
627/636
General Medicine";1;58;2;0,054;0,102;"Medical Society of Toho University"
"Geografski Obzornik";0;"1.0%
176/179
Earth-Surface Processes";1;46;2;0;0,101;"Mojca Dolgan Petric University of Ljubljana"
"Paper360";0;"2.0%
205/210
Marketing";1;107;1;0;0,101;"Questex Media Group Inc."
"Cocuk Sagligi ve Hastaliklari Dergisi";0;"1.0%
326/330
Pediatrics, Perinatology and Child Health";1;28;4;0;0,102;"Cocuk Sagligi ve Hastaliklan Dergisi"
"Positif";0;"4.0%
637/667
Visual Arts and Performing Arts";1;726;0;0,016;0,1;"Editions Jean-Michel Place"
"Goethe Jahrbuch";0;"5.0%
1043/1106
Literature and Literary Theory";1;83;1;0;0,1;"Goethe-Gesellschaft in Weimar e.V."
"Lundiana";0,2;"1.0%
455/461
Ecology";1;5;20;0,107;0,13;"Lundiana"
"Clean Air and Containment Review";0;"2.0%
145/148
Health, Toxicology and Mutagenesis";1;24;4;0;0,102;"Euromed Communications Ltd"
"IHS Jane's Defence Weekly";0;"1.0%
124/125
Automotive Engineering";1;878;0;"N/A";0,1;"IHS Global Ltd."
"Documentatieblad voor de Nederlandse Kerkgeschiedenis na 1800";0;"4.0%
613/644
Religious Studies";1;34;3;0;0,101;"Vrije Universiteit Amsterdam"
"Journal of Family and Reproductive Health";0;"2.0%
55/56
Family Practice";1;31;3;"N/A";"N/A";"Tehran University of Medical Sciences"
"Journal of Architecture and Planning";0,1;"8.0%
173/189
Architecture";1;13;8;0,079;0,104;"College of Architecture and Planning, Chung Hua University"
"Divadelni Revue";0;"8.0%
610/667
Visual Arts and Performing Arts";1;39;3;0;0,101;"Praha Divadelni Ustav"
"Taurus";0;"0.0%
194/194
General Veterinary";1;36;3;0,056;0,111;"Revista Taurus"
"Bibel und Kirche";0;"2.0%
627/644
Religious Studies";1;127;1;0;0,1;"Katholisches Bibelwerk"
"Fennoscandia Archaeologica";0,1;"10.0%
368/413
Archeology (arts and humanities)";1;8;13;"N/A";"N/A";"The Archaeological Society of Finland"
"Zbornik za Umetnostno Zgodovino";0;"10.0%
592/667
Visual Arts and Performing Arts";1;24;4;0;0,101;"Slovene Art History Society"
"Tidskriftet Antropologi";0;"1.0%
495/502
Anthropology";1;29;3;0;0,102;"Department of Anthropology, University of Copenhagen"
"Annales de Bourgogne";0;"2.0%
1708/1760
History";1;109;1;0;0,1;"Societe des Annales de Bourgogne"
"RomanoArabica";0;"3.0%
1262/1304
Cultural Studies";1;38;3;0;0,101;"Bucharest University Press"
"Unitex";0;"6.0%
151/161
Polymers and Plastics";1;36;3;0;0,101;"Unitex a.s.b.l."
"Astragalo";0;"5.0%
627/667
Visual Arts and Performing Arts";1;100;1;0;0,101;"Universidad de Sevilla"
"Iconographica";0;"6.0%
621/667
Visual Arts and Performing Arts";1;53;2;0;0,101;"SISMEL Edizioni del Galluzzo"
"Skin Research";0;"1.0%
140/142
Dermatology";1;157;1;0;0,1;"Osaka University Medical School"
"English Literature";0;"9.0%
1002/1106
Literature and Literary Theory";1;33;3;0,235;0,101;"Edizioni Ca' Foscari"
"Journal of Anglo-Portuguese Studies";0;"12.0%
971/1106
Literature and Literary Theory";1;22;5;0;0,102;"CETAPS"
"Studies in World Literature";0;"9.0%
1003/1106
Literature and Literary Theory";1;34;3;0;0,101;"Ibidem Verlag"
"MDCCC 1800";0;"4.0%
165/173
General Arts and Humanities";1;44;2;0;0,101;"Edizioni Ca' Foscari"
"Studia Universitatis Cibiniensis, Series Historica";0;"12.0%
971/1106
Literature and Literary Theory";1;22;5;0;0,103;"Lucian Blaga University of Sibiu"
"Intrecci d'Arte";0;"10.0%
592/667
Visual Arts and Performing Arts";1;24;4;0,452;0,101;"University of Bologna"
"Journal of Taiwan Agricultural Engineering";0,1;"2.0%
299/307
General Engineering";1;13;8;0;0,102;"Taiwan Agricultural Engineers Society"
"Wellsian";0,1;"31.0%
754/1106
Literature and Literary Theory";1;8;13;0;0,104;"The H. G. Wells Society"
"Estudios de Historia de Espana";0;"4.0%
614/644
Religious Studies";1;39;3;0;0,101;"Pontificia Universidad Catolica Argentina"
"Brazilian Neurosurgery";0,2;"4.0%
527/551
Surgery";1;6;17;0,073;0,112;"Thieme"
"New Approaches to the Scientific Study of Religion";0;"2.0%
626/644
Religious Studies";1;65;2;"N/A";"N/A";"Springer Nature"
"SpringerBriefs in History of Science and Technology";0;"3.0%
216/223
History and Philosophy of Science";1;103;1;"N/A";"N/A";"Springer Nature"
"Palgrave European Film and Media Studies";0;"9.0%
605/667
Visual Arts and Performing Arts";1;31;3;"N/A";"N/A";"Springer Nature"
"Computational Music Science";0;"2.0%
88/90
Mathematics (miscellaneous)";1;48;2;"N/A";"N/A";"Springer Nature"
"Lietuvos Muzikologija";0;"3.0%
174/180
Music";1;54;2;0;0,101;"Lithuanian Academy of Music and Theatre"
"Aging and Cancer";0,1;"3.0%
389/404
Oncology";1;8;13;"N/A";"N/A";"John Wiley & Sons"
"Parlement[s]";0;"4.0%
1687/1760
History";1;39;3;0;0,101;"Pepper-L'Harmattan"
"Adults Learning Mathematics International Journal";0,1;"2.0%
1509/1543
Education";1;11;9;0,094;0,108;"Adults Learning Mathematics (ALM)"
"Beyoglu Eye Journal";0;"1.0%
135/137
Ophthalmology";1;48;2;"N/A";"N/A";"Kare Publishing"
"Metatheoria";0;"5.0%
211/223
History and Philosophy of Science";1;21;5;0,132;0,103;"Editorial de la Universidad Nacional de Tres de Febrero (EDUNTREF)"
"Sulla Via del Catai";0;"4.0%
1685/1760
History";1;37;3;0;0,101;"Centro Studi Martino Martini"
"Boletin del Museo del Prado";0,1;"14.0%
569/667
Visual Arts and Performing Arts";1;16;6;0;0,103;"Museo Nacional del Prado"
"Journal of Modern Russian History and Historiography";0,1;"8.0%
1606/1760
History";1;17;6;0;0,104;"Brill"
"Lithuanian historical studies / Lithuanian Institute of History";0;"7.0%
597/644
Religious Studies";1;21;5;0,083;0,102;"Brill"
"Notes Konserwatorski";0,1;"9.0%
76/83
Museology";1;17;6;0;0,102;"National Library of Poland"
"LUMS Law Journal";0;"2.0%
1004/1025
Law";1;28;4;0;0,102;"Shaikh Ahmad Hassan School of Law"
"Epidemiology and Health System Journal";0;"2.0%
145/148
Epidemiology";1;29;3;"N/A";"N/A";"Shahrekord University of Medical Sciences"
"NED University Journal of Research";0,1;"2.0%
299/307
General Engineering";1;13;8;0;0,104;"NED University Press"
"Baku State University Law Review";0;"1.0%
1008/1025
Law";1;47;2;0;0,101;"Student Academic Society of Baku State University Law School"
"Hamsa";0,1;"13.0%
949/1106
Literature and Literary Theory";1;19;5;0;0,104;"Centro Interdisciplinar de Historia Culturas e Sociedades da Universidade de Evora (CIDEHUS)"
"Etudes Balkaniques";0;"6.0%
1034/1106
Literature and Literary Theory";1;57;2;0;0,101;"Institute of Balkan Studies and Center of Thracology Prof Alexander Fol Bulgarian Academy of Sciences"
"Avicenna Bulletin";0;"1.0%
391/398
Medicine (miscellaneous)";1;48;2;"N/A";"N/A";"Avicenna Tajik State Medical University"
"Historie a Vojenstvi";0;"2.0%
1710/1760
History";1;166;1;"N/A";0,1;"Vojenský historický ústav Praha / Military History Institute Prague"
"Fonti, Letterature, Arti e Paesaggi d'Europa";0;"12.0%
971/1106
Literature and Literary Theory";1;22;5;"N/A";"N/A";"Fondazione Universita Ca Foscari"
"Bialostockie Studia Prawnicze";0;"1.0%
1012/1025
Law";1;61;2;"N/A";"N/A";"Walter de Gruyter"
"Amoenitas";0,1;"15.0%
1477/1760
History";1;10;10;0;0,105;"Fabrizio Serra Editore srl"
"Quien";0;"4.0%
528/552
Arts and Humanities (miscellaneous)";1;34;3;"N/A";0,101;"Asociacion Espanola de Personalismo"
"Public Health of Indonesia";0;"3.0%
76/78
Health Professions (miscellaneous)";1;21;5;"N/A";"N/A";"Yayasan Cipta Anak Bangsa (YCAB) Publisher"
"Cornova";0;"8.0%
1013/1106
Literature and Literary Theory";1;38;3;0;0,101;"Institute of Czech Literature Czech Academy of Sciences"
"Latvijas Universitates Zurnals Vesture";0;"5.0%
1670/1760
History";1;29;3;0,415;0,102;"University of Latvia"
"Clinical Psychology Today";0;"1.0%
308/311
Clinical Psychology";1;28;4;0;0,101;"University of Galway"
"Global Clinical Engineering Journal";0,1;"5.0%
74/78
Health Professions (miscellaneous)";1;8;13;"N/A";"N/A";"International Medical Sciences Group, LLC"
"Advances in Planetary Science";0;"1.0%
103/104
Space and Planetary Science";1;26;4;0;0,111;"World Scientific"
"UcoArte. Revista de Teoria e Historia del Arte";0;"5.0%
1665/1760
History";1;28;4;0;0,103;"UCOPress. Editorial Universidad de Cordoba"
"International Conference on Thermal Engineering";0;"2.0%
658/672
Mechanical Engineering";1;55;2;"N/A";"N/A";"Toronto Metropolitan University"
"Paramita";0;"5.0%
1671/1760
History";1;30;3;"N/A";"N/A";"Universitas Negeri Semarang"
"Critical Cultural Studies of Childhood";0;"2.0%
1267/1304
Cultural Studies";1;52;2;"N/A";"N/A";"Springer Nature"
"Problems of Infectious and Parasitic Diseases";0,1;"3.0%
77/79
Parasitology";1;18;6;"N/A";"N/A";"National Centre of Infectious and Parasitic Diseases"
"Palgrave Studies in Utopianism";0;"3.0%
1703/1760
History";1;63;2;"N/A";"N/A";"Springer Nature"
"Political Economy of the Middle East";0,1;"4.0%
675/706
Political Science and International Relations";1;13;8;"N/A";"N/A";"Springer Nature"
"Studia Leibnitiana";0;"5.0%
212/223
History and Philosophy of Science";1;22;5;0;0,102;"Franz Steiner Verlag"
"Spiritual Psychology and Counseling";0,1;"1.0%
96/97
Psychology (miscellaneous)";1;18;6;"N/A";"N/A";"Halil Eksi"
"Journal of Universal History Studies";0;"5.0%
1657/1760
History";1;25;4;0;"N/A";"Sabit Dokuyan"
"Traduction et Langues";0;"9.0%
1003/1106
Literature and Literary Theory";1;34;3;"N/A";"N/A";"University of Oran 2 Mohamed Ben Ahmed"
"Ademas de";0;"4.0%
80/83
Museology";1;36;3;0;"N/A";"Asociacion de Amigos Museo Nacional de Artes Decorativas"
"Galactica Media: Journal of Media Studies";0;"2.0%
1266/1304
Cultural Studies";1;50;2;"N/A";"N/A";"LLC Scientific Industrial Enterprise “Genesis. Frontier. Science”"
"Biological Models Research and Technology Journal";0,1;"1.0%
306/310
Health Policy";1;20;5;"N/A";"N/A";"Brazilian Society for Laboratory Animal Science"
"Revista Latinoamericana de Quimica";0,2;"5.0%
386/408
General Chemistry";1;6;17;0,207;0,171;"Laboratorios Mixim S.A. de C.V."
"Synthesis Lectures on Electrical Engineering";0,1;"2.0%
775/797
Electrical and Electronic Engineering";1;15;7;"N/A";"N/A";"Springer Nature"
"Bernard Shaw and His Contemporaries";0;"6.0%
1038/1106
Literature and Literary Theory";1;65;2;"N/A";"N/A";"Springer Nature"
"Current Cancer Research";0;"1.0%
228/230
Cancer Research";1;47;2;"N/A";"N/A";"Springer Nature"
"Tempo Psicanalitico";0;"0.0%
311/311
Clinical Psychology";1;101;1;0,037;0,1;"Sociedade de Psicanalise Iracy Doyle"
"Journal of Pediatrics Review";0;"1.0%
327/330
Pediatrics, Perinatology and Child Health";1;38;3;"N/A";"N/A";"Negah Institute for Social Research and Scientific Communication"
"Warta Geologi";0,1;"1.0%
317/321
Geology";1;7;14;"N/A";"N/A";"Geological Society of Malaysia"
"Atlanti+";0;"3.0%
1694/1760
History";1;44;2;0;0,101;"International Institute for Archival Science Trieste - Maribor"
"Color Culture and Science";0,1;"2.0%
168/171
";1;20;5;"N/A";"N/A";"Gruppo del Colore - Associazione Italiana Colore"
