"Source title";"CiteScore";"Highest percentile";"2020-23 Citations";"2020-23 Documents";"% Cited";"SNIP";"SJR";"Publisher"
"Palgrave Studies in Life Writing";0,3;"60.0%
432/1106
Literature and Literary Theory";27;91;15;"N/A";"N/A";"Springer Nature"
"Glottotheory";0,7;"75.0%
439/1760
History";27;39;28;0,859;0,139;"Walter de Gruyter"
"Nashim";0,4;"47.0%
91/173
General Arts and Humanities";27;75;13;0,54;0,108;"Indiana University Press"
"Angiologia";0,2;"3.0%
373/387
Cardiology and Cardiovascular Medicine";27;166;14;0,105;0,123;"Viguera Editores S.L."
"IPSJ Transactions on System LSI Design Methodology";1,2;"22.0%
621/797
Electrical and Electronic Engineering";27;23;52;0,432;0,123;"Information Processing Society of Japan"
"Know";0,6;"23.0%
130/171
";27;45;31;2;0,119;"University of Chicago Press"
"Sea Technology";0,1;"6.0%
99/105
Ocean Engineering";27;281;6;0;0,102;"Compass Publications Inc."
"Arenal";0,3;"40.0%
1055/1760
History";27;104;19;0,659;0,125;"Universidad de Granada"
"Materials Evaluation";0,9;"18.0%
545/672
Mechanical Engineering";27;30;40;0,433;0,156;"American Society for Nondestructive Testing"
"American Music";0,3;"37.0%
113/180
Music";27;88;17;0,346;0,113;"University of Illinois Press"
"Journal of Head and Neck Physicians and Surgeons";0,3;"15.0%
104/123
Otorhinolaryngology";27;98;21;0,197;0,125;"Wolters Kluwer Health"
"Acta Geographica Universitatis Comenianae";0,6;"28.0%
199/279
Urban Studies";27;43;37;0,154;0,137;"Comenius University in Bratislava"
"Holocaust and Genocide Studies";0,4;"51.0%
846/1760
History";27;77;26;0,443;0,104;"Oxford University Press"
"Encounters in Theory and History of Education";0,8;"77.0%
388/1760
History";27;36;36;0,899;0,242;"Queens University"
"Radical Philosophy";0,8;"69.0%
242/806
Philosophy";27;32;25;0,798;0,137;"Radical Philosophy"
"Revista Critica de Ciencias Sociais";0,3;"14.0%
235/275
General Social Sciences";27;103;17;0,149;0,103;"Centro de estudos sociais"
"Quaderni ACP";0,2;"7.0%
306/330
Pediatrics, Perinatology and Child Health";27;158;12;0,06;0,114;"Associazione Cultur Pediatri"
"French Review";0;"12.0%
969/1106
Literature and Literary Theory";27;585;4;0,391;0,14;"American Association of Teachers of French"
"Bohemistyka";0,2;"20.0%
868/1088
Language and Linguistics";27;161;10;0,181;0,143;"Polska Akademia Nauk"
"German Quarterly";0,3;"59.0%
450/1106
Literature and Literary Theory";27;96;16;1,06;0,141;"American Association of Teachers of German"
"LIT Literature Interpretation Theory";0,4;"71.0%
320/1106
Literature and Literary Theory";27;70;23;0,736;0,103;"Taylor & Francis"
"Comparative Literature: East and West";0,5;"77.0%
249/1106
Literature and Literary Theory";27;60;27;0,761;0,117;"Taylor & Francis"
"Journal of Writing in Creative Practice";0,5;"70.0%
196/667
Visual Arts and Performing Arts";27;53;43;0,078;0,103;"Intellect Publishers"
"Journal of Alternative and Community Media";0,7;"32.0%
344/511
Communication";27;38;24;0,406;0,207;"Intellect Publishers"
"Current Topics in Toxicology";0,4;"8.0%
122/133
Toxicology";27;68;26;0,09;0,111;"Research Trends"
"Manuscript Studies";0,3;"62.0%
410/1106
Literature and Literary Theory";27;87;17;0,286;0,145;"University of Pennsylvania Press"
"Museum Anthropology";0,8;"77.0%
19/83
Museology";27;32;47;0,268;0,134;"John Wiley & Sons"
"Studies in Philology";0,3;"57.0%
471/1106
Literature and Literary Theory";27;101;22;0,833;0,115;"University of North Carolina Press"
"Tulsa Studies in Womens Literature";0,3;"64.0%
395/1106
Literature and Literary Theory";27;85;25;0,866;0,146;
"Espaces et Societes";0,3;"13.0%
243/279
Urban Studies";27;97;16;0,116;0,104;"ERES"
"Enthymema";0,2;"45.0%
599/1106
Literature and Literary Theory";27;140;11;0,335;0,131;"University of Milan"
"Povijesni Prilozi";0,3;"49.0%
892/1760
History";27;82;22;0,183;0,132;"Hrvatski Institut za Povijest Opaticka"
"Meta (Romania)";0,2;"31.0%
555/806
Philosophy";27;115;17;0,318;0,127;"Alexandru Ioan Cuza - University of Iasi"
"Advances in Cosmetic Surgery";0,4;"15.0%
121/142
Dermatology";27;76;25;0,145;"N/A";"Elsevier"
"Zeitschrift fur Geschichtswissenschaft";0,1;"10.0%
1582/1760
History";27;398;5;0,101;0,122;"Metropol Verlag"
"Estudios de Cultura Maya";0,3;"34.0%
851/1304
Cultural Studies";27;90;23;0,718;0,169;"Universidad Nacional Autonoma de Mexico, Instituto de Investigaciones Filosoficas"
"Tumor";0,1;"4.0%
388/404
Oncology";27;208;11;0,018;0,104;"Shanghai Jiaotong University"
"Agroalimentaria";0,4;"20.0%
219/275
General Social Sciences";27;68;24;0,048;0,109;"Centro de Investigaciones Agroalimentarias (CIAAL)"
"Archives of Orofacial Sciences";0,3;"19.0%
32/39
Orthodontics";27;106;16;0,132;0,117;"Penerbit Universiti Sains Malaysia"
"Obnovljeni Zivot";0,2;"28.0%
463/644
Religious Studies";27;141;15;0,605;0,142;"Filozofsko teoloski institut Druzbe Isusove"
"Synergies Europe";0,5;"53.0%
511/1088
Language and Linguistics";27;50;34;0,52;0,15;"GERFLINT (Groupe d'Etudes et de Recherches pour le Francais Langue Internationale)"
"Purushartha";0,4;"48.0%
416/806
Philosophy";27;67;27;0,157;0,157;"School of Management Sciences"
"Toronto Journal of Theology";0,3;"49.0%
326/644
Religious Studies";27;82;23;0,217;0,111;"Toronto School of Theology"
"Studia Historica Nitriensia";0,2;"41.0%
49/83
Museology";27;115;15;0,818;0,203;"Univerzita Konstantina Filozofa v Nitre"
"Journal of Stratigraphy and Sedimentology Researches";0,5;"13.0%
48/55
Stratigraphy";27;57;26;0,273;0,175;"University of Isfahan"
"Powder Metallurgy Progress";1;"28.0%
127/176
Metals and Alloys";27;27;30;0,161;0,157;"Walter de Gruyter"
"Chasqui";0,3;"59.0%
444/1106
Literature and Literary Theory";27;95;15;0,668;0,115;"c/o David William Foster, Arizona State University"
"RUDN Journal of Studies in Literature and Journalism";0,1;"24.0%
837/1106
Literature and Literary Theory";27;295;8;0,046;0,112;"RUDN University"
"English Australia Journal";0,3;"36.0%
688/1088
Language and Linguistics";27;84;17;0,124;0,119;"English Australia Ltd."
"Comics Grid";0,6;"84.0%
165/1106
Literature and Literary Theory";27;46;46;0,601;0,105;"Open Library of Humanities"
"Revue Europeenne d' Economie et Management des Services";0,6;"9.0%
435/478
Strategy and Management";27;42;31;0,065;0,131;"Editions Classiques Garnier"
"Dynamic Relationships Management Journal";0,6;"21.0%
191/242
Economics, Econometrics and Finance (miscellaneous)";27;49;20;0,094;0,149;"Slovenian Academy of Management"
"Journal of Library and Information Studies";0,5;"25.0%
209/280
Library and Information Sciences";27;57;23;0,213;0,149;"National Taiwan University, Department of Library and Information Science"
"Journal of Analytical and Numerical Methods in Mining Engineering";0,3;"4.0%
308/321
Geology";27;94;20;"N/A";"N/A";"Yazd University"
"Geologica Macedonica";0,6;"11.0%
174/195
General Earth and Planetary Sciences";27;49;27;0,571;0,242;"Goce Delchev University of Shtip"
"Plural. History. Culture. Society";0,3;"48.0%
911/1760
History";27;84;20;0,319;0,111;"Ion Creanga State Pedagogical University"
"Muzealnictwo";0,3;"46.0%
45/83
Museology";27;102;14;0,157;0,119;"National Institute for Museums and Public Collections"
"Studies in the History of Philosophy of Mind";0,3;"41.0%
1031/1760
History";27;100;18;"N/A";"N/A";"Springer Nature"
"Journal of Property Tax Assessment and Administration";0,8;"45.0%
557/1025
Law";27;33;45;0,726;0,188;"International Association of Assessing Officers"
"MedUNAB";0,3;"25.0%
5/6
Nurse Assisting";27;90;16;0,185;0,117;"Universidad Autonoma de Bucaramanga"
"Revista de Humanidades de Valparaiso";0,3;"33.0%
540/806
Philosophy";27;107;21;0,666;0,166;"Universidad De Valparaiso, Chile"
"Voprosy Literatury";0,1;"19.0%
888/1106
Literature and Literary Theory";27;347;7;0,066;0,122;"Voprosy Literatury"
"Vestnik Volgogradskogo Gosudarstvennogo Universiteta. Seriya 2. Yazykoznanie";0,2;"19.0%
873/1088
Language and Linguistics";27;164;15;0,241;0,193;"Volgograd State University"
"Spirituality Studies";0,6;"68.0%
203/644
Religious Studies";27;49;33;0,951;0,186;"Society for Spirituality Studies"
"Baltistica";0,4;"43.0%
611/1088
Language and Linguistics";27;66;29;0,443;0,146;"Vilnius University, Department of Baltic Studies"
"Cuadernos Electronicos de Filosofia del Derecho";0,1;"18.0%
656/806
Philosophy";27;181;11;0,533;0,129;"University of Valencia, Human Rights Institute."
"Rakenteiden Mekaniikka";0,5;"11.0%
596/672
Mechanical Engineering";27;57;30;0,336;0,136;"Aalto-yliopisto - Rakennustekniikan laitos"
"Silva Gabreta";1,2;"35.0%
113/174
Forestry";27;22;59;0,579;0,274;"Sprava Narodniho parku sumava"
"Multidisciplinary Science Journal";0,1;"4.0%
164/171
";27;233;8;0,005;0,103;"Malque Publishing"
"Portuguese Journal of Pediatrics";0,2;"6.0%
310/330
Pediatrics, Perinatology and Child Health";27;167;13;0,036;0,108;"Portuguese Society of Paediatrics"
"Starinar";0,6;"83.0%
29/170
Classics";27;42;29;1,006;0,247;"Institute of Archaeology Belgrade"
"Ikenga";0,3;"54.0%
499/1106
Literature and Literary Theory";27;108;19;0,284;0,187;"University of Nigeria, Institute of African Studies"
"Texas Water Journal";0,9;"25.0%
144/193
Agricultural and Biological Sciences (miscellaneous)";27;29;48;0,513;0,201;"Texas A&M University Texas Water Resources Institute"
"Fyodorov Journal of Ophthalmic Surgery";0,2;"6.0%
128/137
Ophthalmology";27;162;14;0,141;0,116;"Ophthalmology Publishing house"
"Psiquiatria Biologica";0,4;"6.0%
529/567
Psychiatry and Mental Health";27;77;21;0,015;0,109;"Elsevier"
"Tydskrif vir Letterkunde";0,3;"55.0%
494/1106
Literature and Literary Theory";27;106;20;1,17;0,153;"Tydskrif vir Letterkunde Association"
"Zeitschrift fur Ostmitteleuropa-Forschung";0,1;"15.0%
1477/1760
History";27;270;8;0,271;0,101;"Herder Institute for Historical Research on East Central Europe - Institute of the Leibniz Association"
"European Journal of Creative Practices in Cities and Landscapes";0,4;"46.0%
702/1304
Cultural Studies";27;64;31;0,622;0,119;"Department of Architecture, University of Bologna"
"Urologia Colombiana";0,3;"10.0%
108/120
Urology";27;101;19;0,182;0,106;"Permanyer Publications"
"Value Inquiry Book Series";0,1;"14.0%
552/644
Religious Studies";27;278;7;0;0,102;"Brill: Rodopi"
"Revue d'Histoire des Sciences Humaines";0,3;"36.0%
111/173
General Arts and Humanities";27;97;21;0,416;0,138;"Editions Of The Sorbonne"
"Journal of Philosophical Theological Research";0,2;"37.0%
404/644
Religious Studies";27;111;14;0,355;0,173;"University of Qom"
"Eludamos";0,9;"71.0%
376/1304
Cultural Studies";27;30;47;0,791;"N/A";"Septentrio Academic Publishing"
"Modern Gastroenterology";0,1;"13.0%
49/56
Family Practice";27;187;13;0,048;0,108;"Publishing Company VIT-A-POL"
"Palgrave Studies in Governance, Leadership and Responsibility";0,5;"9.0%
400/443
Business and International Management";27;52;35;"N/A";"N/A";"Springer Nature"
"Northeast Journal of Complex Systems";1,2;"25.0%
472/635
Applied Mathematics";27;23;43;0,239;0,183;"Binghamton University Libraries"
"Journal of Philosophy in Schools";0,7;"62.0%
299/806
Philosophy";27;41;34;0,564;"N/A";"University of Birmingham Library Services"
"Al-'Adalah";0,4;"55.0%
289/644
Religious Studies";27;69;25;"N/A";"N/A";"Universitas Islam Negeri Raden Intan Lampung"
"Revista del Nacional (Itaugua)";0,4;"16.0%
18/21
General Health Professions";27;71;20;0,065;"N/A";"Republica del Paraguay Ministry of Public Health and Social Welfare"
"Geographical Sciences";0,8;"21.0%
644/821
Geography, Planning and Development";27;35;43;"N/A";"N/A";"Japanese Society for Geographical Sciences"
"Biologica Nyssana";0,4;"5.0%
462/490
Animal Science and Zoology";27;66;29;"N/A";"N/A";"University of Nis Faculty of Science and Mathematics"
"Environment and Social Psychology";0,3;"5.0%
351/371
Health (social science)";27;92;21;0,032;0,108;"Arts and Science Press Pte. Ltd."
"Grey Room";0,6;"74.0%
171/667
Visual Arts and Performing Arts";27;47;28;1,155;0,139;"MIT Press"
"Lindbergia";0,8;"12.0%
452/516
Plant Science";27;33;39;0,118;0,116;"Lindbergia"
"Kriterion";0,2;"28.0%
575/806
Philosophy";28;133;17;0,286;0,108;"Universidade de Minas Gerais"
"Cuestiones Constitucionales";0,2;"12.0%
898/1025
Law";28;157;13;0,065;0,159;"Universidad Nacional Autonoma de Mexico"
"Estudios de Cultura Nahuatl";0,3;"46.0%
940/1760
History";28;90;21;0,929;0,166;"Universidad Nacional Autonoma de Mexico"
"Economics and Policy of Energy and the Environment";0,5;"7.0%
662/716
Economics and Econometrics";28;60;22;0,086;0,113;"Franco Angeli Edizioni"
"Trashumante";0,3;"43.0%
997/1760
History";28;97;22;1,184;0,138;"Universidad de Antioquia"
"Camera Obscura";0,3;"53.0%
309/667
Visual Arts and Performing Arts";28;88;14;0,328;0,133;"Duke University Press"
"Accounting Historians Journal";0,5;"61.0%
672/1760
History";28;59;31;0,563;0,313;"American Accounting Association"
"Journal of Nucleic Acids";3,1;"28.0%
315/438
Biochemistry";28;9;78;0,471;0,286;"John Wiley & Sons"
"Canadian journal of women and the law = Revue juridique La femme et le droit";0,7;"43.0%
582/1025
Law";28;38;29;0,395;0,117;"University of Toronto Press"
"Canadian Journal of Film Studies";0,5;"68.0%
207/667
Visual Arts and Performing Arts";28;58;29;0,837;0,121;"University of Toronto Press"
"Journal of Vietnamese Studies";0,4;"51.0%
847/1760
History";28;80;24;0,414;0,125;"University of California Press"
"Journal of the Royal Musical Association";0,5;"53.0%
84/180
Music";28;61;30;0,21;0,106;"Cambridge University Press"
"International Journal of African Historical Studies";0,4;"58.0%
739/1760
History";28;66;26;0,455;0,202;"Boston University"
"Judicature";0,3;"24.0%
772/1025
Law";28;83;16;0,233;0,125;"American Judicature Society"
"Photography and Culture";0,3;"47.0%
349/667
Visual Arts and Performing Arts";28;108;16;0,299;0,11;"Taylor & Francis"
"Journal of Chinese Cinemas";0,5;"67.0%
219/667
Visual Arts and Performing Arts";28;61;21;0,38;0,172;"Taylor & Francis"
"Theatre and Performance Design";0,4;"65.0%
232/667
Visual Arts and Performing Arts";28;65;23;1,143;0,124;"Taylor & Francis"
"Advances in Librarianship";0,5;"28.0%
201/280
Library and Information Sciences";28;53;26;"N/A";"N/A";"Emerald Publishing"
"Journal of Japanese and Korean Cinema";0,6;"78.0%
146/667
Visual Arts and Performing Arts";28;44;34;0,741;0,122;"Taylor & Francis"
"Advances in Health Care Management";0,7;"20.0%
248/310
Health Policy";28;39;46;0,065;0,149;"Emerald Publishing"
"Danish Yearbook of Philosophy";0,9;"70.0%
238/806
Philosophy";28;32;59;0,193;0,205;"Brill"
"Islamicate Intellectual History";1,5;"91.0%
146/1760
History";28;19;53;"N/A";"N/A";"Brill"
"Oriente Moderno";0,4;"74.0%
282/1106
Literature and Literary Theory";28;67;21;0,508;0,109;"Brill"
"Logos (The Netherlands)";0,4;"70.0%
324/1106
Literature and Literary Theory";28;73;21;0,145;0,143;"Brill"
"Journal of Arabic Literature";0,5;"81.0%
207/1106
Literature and Literary Theory";28;54;30;1,087;0,101;"Brill"
"Medieval and Early Modern Iberian World";0,6;"71.0%
183/644
Religious Studies";28;45;24;0;0,133;"Brill"
"Brill's Studies in Language, Cognition and Culture";0,4;"44.0%
723/1304
Cultural Studies";28;69;26;0;0,116;"Brill"
"Sport History Review";0,5;"63.0%
641/1760
History";28;56;25;0,748;0,143;"Human Kinetics Publishers Inc."
"Civil Engineering";0,1;"5.0%
121/127
Ceramics and Composites";28;201;9;"N/A";0,11;"American Society of Civil Engineers"
"SCRIPTA";0,2;"37.0%
690/1106
Literature and Literary Theory";28;179;13;0,737;0,193;"Universitat de Valencia"
"Wasser und Abfall";0,2;"4.0%
160/167
Pollution";28;186;10;0,123;0,133;"Springer Nature"
"Archiv fur Papyrusforschung und Verwandte Gebiete";0,3;"46.0%
940/1760
History";28;90;20;0,347;0,127;"Walter de Gruyter"
"Zeitschrift fur Anglistik und Amerikanistik";0,3;"61.0%
430/1106
Literature and Literary Theory";28;94;19;0,523;0,107;"Walter de Gruyter"
"In Silico Biology";2,2;"63.0%
231/636
General Medicine";28;13;54;0,335;0,415;"IOS Press"
"Exemplaria";0,4;"70.0%
329/1106
Literature and Literary Theory";28;74;27;1,474;0,184;"Taylor & Francis"
"History of Religions";0,7;"74.0%
162/644
Religious Studies";28;41;27;0;0,177;"University of Chicago Press"
"Italianist";0,3;"39.0%
1064/1760
History";28;110;19;"N/A";0,114;"Taylor & Francis"
"Arteterapia";0,3;"32.0%
370/552
Arts and Humanities (miscellaneous)";28;98;21;0,515;0,189;"Universidad Complutense de Madrid"
"Philosophy and Literature";0,2;"48.0%
570/1106
Literature and Literary Theory";28;133;15;0,302;0,106;"Johns Hopkins University Press"
"Journal of American Ethnic History";0,5;"61.0%
684/1760
History";28;60;32;0,882;0,134;"University of Illinois Press"
"International Journal of Language and Culture";0,6;"21.0%
135/171
";28;48;31;0,238;0,113;"John Benjamins Publishing Company"
"Information Design Journal";0,7;"35.0%
182/280
Library and Information Sciences";28;41;20;0,489;0,129;"John Benjamins Publishing Company"
"International Journal of Speech, Language and the Law";0,8;"58.0%
483/1167
Linguistics and Language";28;37;41;0,461;0,201;"Equinox Publishing Ltd"
"Journal for the Study of Radicalism";0,7;"73.0%
459/1760
History";28;42;31;0,114;0,144;"Michigan State University"
"Journalism History";0,4;"17.0%
423/511
Communication";28;77;27;"N/A";0,107;"Taylor & Francis"
"Mens en Maatschappij";0,2;"10.0%
246/275
General Social Sciences";28;129;11;0,105;0,197;"Amsterdam University Press"
"Castilla Estudios de Literatura";0,2;"42.0%
637/1106
Literature and Literary Theory";28;156;16;0,242;0,106;"Universidad de Valladolid"
"Studies in South Asian Film and Media";0,7;"81.0%
123/667
Visual Arts and Performing Arts";28;38;45;0,589;0,142;"Intellect Publishers"
"Peace and Conflict Studies";0,8;"23.0%
84/109
Safety Research";28;35;37;0,669;0,138;"Network of Peace and Conflict Studies"
"Region: Regional Studies of Russia, Eastern Europe, and Central Asia";0,7;"77.0%
400/1760
History";28;38;34;0,929;0,16;"Slavica Publishers"
"Roczniki Naukowe Zootechniki";0,3;"7.0%
179/194
General Veterinary";28;81;21;0,184;0,128;"National Research Institute of Animal Production"
"Japan Journal of Food Engineering";0,5;"17.0%
319/384
Industrial and Manufacturing Engineering";28;54;35;0,221;0,178;"Japan Society for Food Engineering"
"Open Biomarkers Journal";0,8;"28.0%
285/398
Medicine (miscellaneous)";28;37;24;0,109;0,143;"Bentham Science Publishers"
"En-Claves del Pensamiento";0,3;"57.0%
468/1106
Literature and Literary Theory";28;104;19;0,762;0,14;"Instituto Tecnologico y de Estudios Superiores de Monterrey"
"Taiwan Journal of TESOL";0,7;"61.0%
415/1088
Language and Linguistics";28;38;32;0,212;0,189;"Crane Publishing Co."
"Japanese Journal of Religious Studies";0,8;"81.0%
121/644
Religious Studies";28;33;36;0,511;0,197;"Nanzan Institute for Religion and Culture"
"Yearbook for Traditional Music";0,9;"71.0%
51/180
Music";28;30;50;1,532;0,133;"International Council for Traditional Music"
"Cogency";0,8;"63.0%
397/1088
Language and Linguistics";28;36;28;0,974;0,137;"Universidad Diego Portales"
"Podravina";0,4;"9.0%
745/821
Geography, Planning and Development";28;73;22;0,409;0,116;"Hrvatski Zemljopis"
"Ethical Perspectives";0,5;"56.0%
350/806
Philosophy";28;54;28;0,107;0,108;"Peeters Publishers"
"Studia Phaenomenologica";0,4;"51.0%
394/806
Philosophy";28;65;25;0,446;0,192;"Romanian Society for Phenomenology"
"Douleurs";0,3;"9.0%
123/136
Anesthesiology and Pain Medicine";28;102;21;0,169;0,131;"Elsevier"
"Panacea";0,4;"41.0%
638/1088
Language and Linguistics";28;74;19;0,405;0,162;"Tremedica"
"Studia Politica";0,4;"22.0%
545/706
Political Science and International Relations";28;63;19;0,063;0,119;"Institute for Political Research of the Department of Political Science, University of Bucharest"
"GIS-Zeitschrift fur Geoinformatik";0,7;"19.0%
664/821
Geography, Planning and Development";28;40;35;0,107;0,118;"Wichmann, VDE"
"Review of Development Finance";0,8;"14.0%
270/317
Finance";28;37;38;0,187;0,199;"AfricaGrowth Institute"
"Lengua y Habla";0,5;"52.0%
520/1088
Language and Linguistics";28;53;15;0,365;0,12;"Universidad de Los Andes"
"Journal of the Dow University of Health Sciences";0,3;"16.0%
66/78
Health Professions (miscellaneous)";28;104;19;0,14;0,11;"Dow University of Health Sciences"
"Journal of Latin Linguistics";0,8;"60.0%
460/1167
Linguistics and Language";28;35;40;0,85;0,184;"Walter de Gruyter"
"Bulletin of the History of Archaeology";1,6;"82.0%
74/413
Archeology (arts and humanities)";28;18;50;2,078;0,305;"Ubiquity Press"
"International Journal of Religion";0,8;"37.0%
443/706
Political Science and International Relations";28;36;31;0,387;0,178;"Transnational Press London Ltd"
"Apuntes del Cenes";0,4;"10.0%
257/288
General Economics, Econometrics and Finance";28;71;30;0,228;0,13;"Universidad Pedagogica y Tecnologica de Colombia"
"Catalan Journal of Linguistics";1,1;"71.0%
315/1088
Language and Linguistics";28;26;54;1,505;0,17;"Universitat Autonoma de Barcelona"
"NALANS: Journal of Narrative and Language Studies";0,3;"59.0%
445/1106
Literature and Literary Theory";28;99;20;0,335;0,117;"Karadeniz Technical University"
"Journal of Aridland Agriculture";0,7;"14.0%
99/115
Horticulture";28;43;37;0,246;0,133;"TathQeef Scientific Publishing"
"America sin Nombre";0,3;"55.0%
487/1106
Literature and Literary Theory";28;108;18;0,741;0,122;"Universidad de Alicante"
"Chinese Journal of Medical History";0,1;"20.0%
1401/1760
History";28;219;11;0,081;0,107;"Chinese Medical Journals Publishing House Co.Ltd"
"Metodo";0,4;"45.0%
437/806
Philosophy";28;76;22;1,544;0,21;"Svdig Press"
"Revista Ciencias Marinas y Costeras";0,7;"13.0%
190/219
Environmental Science (miscellaneous)";28;43;37;0,339;0,183;"Universidad Nacional"
"European Procurement and Public Private Partnership Law Review";0,3;"21.0%
806/1025
Law";28;97;22;0;0,128;"Lexxion Verlagsgesellschaft mbH"
"Mongolian Journal of Chemistry";1,1;"20.0%
323/408
General Chemistry";28;25;36;0,215;0,145;"Mongolian Academy of Sciences"
"European Studies: The Review of European Law, Economics and Politics";0,4;"30.0%
708/1025
Law";28;63;27;0,197;0,151;"Palacky University Olomouc"
"Horticultural Reviews";5,6;"90.0%
12/115
Horticulture";28;5;80;4,431;0,706;"John Wiley & Sons"
"Disegno";0,2;"35.0%
430/667
Visual Arts and Performing Arts";28;152;12;0,355;0,129;"UID Unione Italiana Disegno"
"Journal of International Business Education";0,5;"11.0%
167/189
Business, Management and Accounting (miscellaneous)";28;55;24;0,139;0,119;"NeilsonJournals Publishing"
"Indonesian Journal of Agricultural Science";1;"23.0%
376/490
Animal Science and Zoology";28;28;46;0,652;0,183;"Indonesian Agency for Agricultural Research and Development"
"Atencion Primaria Practica";0,3;"24.0%
43/56
Family Practice";28;92;23;0,113;0,11;"Elsevier"
"Dela";0,6;"16.0%
686/821
Geography, Planning and Development";28;45;33;0,267;0,136;"University of Ljubljana Press"
"Seed Biology";1,2;"27.0%
293/406
Agronomy and Crop Science";28;24;42;"N/A";"N/A";"Maximum Academic Press"
"Market and Competition Law Review";0,7;"40.0%
607/1025
Law";28;42;24;0,356;0,187;"Universidade Catolica Editora"
"Journal of Diabetes Nursing";0,3;"8.0%
224/244
Endocrinology, Diabetes and Metabolism";28;83;22;0,078;0,125;"OmniaMed Communications Ltd"
"Journal of International Special Needs Education";1,1;"31.0%
1062/1543
Education";28;25;48;0,197;0,151;"Division of International Special Education and Services"
"Lublin Studies in Modern Languages and Literature";0,2;"41.0%
644/1106
Literature and Literary Theory";28;157;15;0,113;0,117;"Faculty of Humanities, Maria Curie-Sklodowska University Press"
"International Review of Environmental History";0,5;"64.0%
627/1760
History";28;55;22;0,158;0,117;"ANU Press"
"Experimed";0,2;"9.0%
361/398
Medicine (miscellaneous)";28;125;18;0,074;"N/A";"Istanbul University Press"
"Derbyana";0,5;"11.0%
285/321
Geology";28;55;35;0,286;0,182;"Instituto de Pesquisas Ambientais/SIMA/SP"
"Caracol";0,2;"17.0%
895/1088
Language and Linguistics";28;184;13;0,175;0,16;"Universidade de Sao Paulo. Museu de Zoologia"
"Information-Wissenschaft und Praxis";0,2;"13.0%
244/280
Library and Information Sciences";28;144;14;0,071;0,129;"De Gruyter Saur"
